Tadh_TriadT59851	Myosin.HG1.1:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO3A/MYO3B/MYO5A/MYO5B/MYO5C/MYO6/MYO9A/MYO9B/MYO10/MYO16/MYO18A/MYO18B/MYO19
Tadh_TriadT25995	Myosin.HG1.10:MYO6
Tadh_TriadT11177	Myosin.HG1.14:MYO18A/MYO18B
Tadh_TriadT20417	Myosin.HG1.18:MYO1A/MYO1B
Tadh_TriadT51158	Myosin.HG1.19:MYH9/MYH10/MYH11/MYH14
Tadh_TriadT20764	Myosin.HG1.20:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH13/MYH15
Tadh_TriadT49825	Myosin.HG1.21:MYO1C/MYO1H
Tadh_TriadT22946	Myosin.HG1.25:MYO3A/MYO3B
Tadh_TriadT61967	Myosin.HG1.3:MYO7A/MYO7B
Tadh_TriadT54062	Myosin.HG1.4:MYO10
Tadh_TriadT53951	Myosin.HG1.7:like:MYH1/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8/MYH9/MYH10/MYH11/MYH13/MYH14/MYH15/MYO1A/MYO1B/MYO1C/MYO1D/MYO1E/MYO1F/MYO1G/MYO1H/MYO5A/MYO5B/MYO5C/MYO6/MYO18A/MYO18B/MYO19
Tadh_TriadT24346	Myosin.HG1.9:MYO5A/MYO5B/MYO5C
