Hhon_g00642.t1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104
Hhon_g00294.t1	Aa_trans.HG1.11:like:SLC36A1/SLC36A2/SLC36A3/SLC36A4
Hhon_g11331.t1	Aa_trans.HG1.11:like:SLC36A1/SLC36A2/SLC36A3/SLC36A4
Hhon_g05834.t1	Aa_trans.HG1.12:SLC36A1/SLC36A2/SLC36A3/SLC36A4
Hhon_g05835.t1	Aa_trans.HG1.12:SLC36A1/SLC36A2/SLC36A3/SLC36A4
Hhon_g05836.t1	Aa_trans.HG1.12:SLC36A1/SLC36A2/SLC36A3/SLC36A4
Hhon_g10104.t1	Aa_trans.HG1.12:SLC36A1/SLC36A2/SLC36A3/SLC36A4
Hhon_g10105.t1	Aa_trans.HG1.12:SLC36A1/SLC36A2/SLC36A3/SLC36A4
Hhon_g10106.t1	Aa_trans.HG1.12:SLC36A1/SLC36A2/SLC36A3/SLC36A4
Hhon_g00311.t1	Aa_trans.HG1.13:TMEM104
Hhon_g03836.t1	Aa_trans.HG1.14:SLC38A10
Hhon_g03002.t1	Aa_trans.HG1.16:like:SLC36A1/SLC36A2/SLC36A3/SLC36A4
Hhon_g00766.t1	Aa_trans.HG1.2:SLC38A9
Hhon_g00767.t1	Aa_trans.HG1.2:SLC38A9
Hhon_g07504.t1	Aa_trans.HG1.2:SLC38A9
Hhon_g07509.t1	Aa_trans.HG1.2:SLC38A9
Hhon_g07130.t1	Aa_trans.HG1.4:SLC38A11
Hhon_g07132.t1	Aa_trans.HG1.4:SLC38A11
Hhon_g07133.t1	Aa_trans.HG1.4:SLC38A11
Hhon_g11482.t1	Aa_trans.HG1.4:SLC38A11
Hhon_g04482.t1	Aa_trans.HG1.5:SLC38A7/SLC38A8
Hhon_g00158.t1	Aa_trans.HG1.6:like:TMEM104
Hhon_g05851.t1	ANF_receptor.HG1.18:like:GRM1/GRM2/GRM3/GRM4/GRM5/GRM6/GRM7/GRM8
Hhon_g05852.t1	ANF_receptor.HG1.18:like:GRM1/GRM2/GRM3/GRM4/GRM5/GRM6/GRM7/GRM8
Hhon_g05225.t1	ANF_receptor.HG1.2:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g05226.t1	ANF_receptor.HG1.2:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g05227.t1	ANF_receptor.HG1.2:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g05228.t1	ANF_receptor.HG1.2:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g05229.t1	ANF_receptor.HG1.2:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g05230.t1	ANF_receptor.HG1.2:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g11498.t1	ANF_receptor.HG1.2:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g11506.t1	ANF_receptor.HG1.2:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g11921.t1	ANF_receptor.HG1.2:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g11987.t1	ANF_receptor.HG1.2:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g00024.t1	ANF_receptor.HG1.21:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g00023.t1	ANF_receptor.HG1.26:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g10148.t1	ANF_receptor.HG1.29:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g02928.t1	ANF_receptor.HG1.37:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g07940.t1	ANF_receptor.HG1.38:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g02927.t1	ANF_receptor.HG1.41:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g02926.t1	ANF_receptor.HG1.42:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g00171.t1	ANF_receptor.HG1.43:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g05663.t1	ANF_receptor.HG1.47:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g05664.t1	ANF_receptor.HG1.48:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g06412.t1	ANF_receptor.HG1.49:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g10147.t1	ANF_receptor.HG1.50:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g10145.t1	ANF_receptor.HG1.51:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g10146.t1	ANF_receptor.HG1.51:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g08398.t1	ANF_receptor.HG1.52:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g00663.t1	ANF_receptor.HG1.53:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g10198.t1	ANF_receptor.HG1.54:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g10144.t1	ANF_receptor.HG1.55:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g10143.t1	ANF_receptor.HG1.56:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g03033.t1	ANF_receptor.HG1.57:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g10141.t1	ANF_receptor.HG1.58:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g10142.t1	ANF_receptor.HG1.60:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g03029.t1	ANF_receptor.HG1.61:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g11144.t1	ANF_receptor.HG1.62:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g11145.t1	ANF_receptor.HG1.62:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g11641.t1	ANF_receptor.HG1.62:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g11643.t1	ANF_receptor.HG1.62:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g03031.t1	ANF_receptor.HG1.63:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g11140.t1	ANF_receptor.HG1.64:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g11637.t1	ANF_receptor.HG1.64:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g11141.t1	ANF_receptor.HG1.66:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g11142.t1	ANF_receptor.HG1.66:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g11146.t1	ANF_receptor.HG1.66:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g11638.t1	ANF_receptor.HG1.66:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g11639.t1	ANF_receptor.HG1.66:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g01294.t1	ANF_receptor.HG1.73:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g11636.t1	ANF_receptor.HG1.74:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g06608.t1	ANF_receptor.HG1.8:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
Hhon_g04628.t1	ANF_receptor.HG2.10:like:GABBR1/GABBR2
Hhon_g04629.t1	ANF_receptor.HG2.10:like:GABBR1/GABBR2
Hhon_g05486.t1	ANF_receptor.HG2.10:like:GABBR1/GABBR2
Hhon_g11350.t1	ANF_receptor.HG2.10:like:GABBR1/GABBR2
Hhon_g07928.t1	ANF_receptor.HG2.11:like:GABBR1/GABBR2
Hhon_g07295.t1	ANF_receptor.HG2.12:like:GABBR1/GABBR2
Hhon_g09726.t1	ANF_receptor.HG2.13:like:GABBR1/GABBR2
Hhon_g05112.t1	ANF_receptor.HG2.14:like:GABBR1/GABBR2
Hhon_g02705.t1	ANF_receptor.HG2.16:like:GABBR1/GABBR2
Hhon_g02704.t1	ANF_receptor.HG2.17:like:GABBR1/GABBR2
Hhon_g02706.t1	ANF_receptor.HG2.18:like:GABBR1/GABBR2
Hhon_g02707.t1	ANF_receptor.HG2.19:like:GABBR1/GABBR2
Hhon_g07689.t1	ANF_receptor.HG2.20:like:GABBR1/GABBR2
Hhon_g07966.t1	ANF_receptor.HG2.20:like:GABBR1/GABBR2
Hhon_g01249.t1	ANF_receptor.HG2.21:like:GABBR1/GABBR2
Hhon_g01250.t1	ANF_receptor.HG2.22:like:GABBR1/GABBR2
Hhon_g11450.t1	ANF_receptor.HG2.23:like:GABBR1/GABBR2
Hhon_g11851.t1	ANF_receptor.HG2.23:like:GABBR1/GABBR2
