TrH2_TrispH2_005852-RA	AF-4.HG1.0:AFF1/AFF2/AFF3/AFF4
TrH2_TrispH2_002814-RA	AP-2.HG1.2:TFAP2A/TFAP2B/TFAP2C/TFAP2D/TFAP2E
TrH2_TrispH2_002188-RA	ARID_BRIGHT.HG1.0:ARID2;RFX.HG1.1:ARID2
TrH2_TrispH2_002364-RA	ARID_BRIGHT.HG1.1:ARID4A/ARID4B
TrH2_TrispH2_008989-RA	ARID_BRIGHT.HG1.3:ARID1A/ARID1B/ARID3A/ARID3B/ARID3C
TrH2_TrispH2_007628-RA	ARID_BRIGHT.HG1.6:ARID5A/ARID5B
TrH2_TrispH2_001569-RA	ARID_BRIGHT.HG1.7:JARID2
TrH2_TrispH2_004411-RA	ARID_BRIGHT.HG1.8:KDM5A/KDM5B/KDM5C/KDM5D
TrH2_TrispH2_003400-RA	Brinker.HG1.3:like:POGK
TrH2_TrispH2_011207-RA	Brinker.HG1.3:like:POGK
TrH2_TrispH2_000858-RA	bZIP.HG1.1:like:BACH1/BACH2/MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NFE2/NFE2L1/NFE2L2/NFE2L3/NRL
TrH2_TrispH2_007218-RA	bZIP.HG1.12:FOS/FOSB/FOSL1/FOSL2
TrH2_TrispH2_007219-RA	bZIP.HG1.12:FOS/FOSB/FOSL1/FOSL2
TrH2_TrispH2_005631-RA	bZIP.HG1.3:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL
TrH2_TrispH2_005632-RA	bZIP.HG1.3:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL
TrH2_TrispH2_010892-RA	bZIP.HG1.5:BACH1/BACH2/NFE2/NFE2L1/NFE2L2/NFE2L3
TrH2_TrispH2_010821-RA	bZIP.HG1.6:ATF4/ATF5
TrH2_TrispH2_009666-RA	bZIP.HG1.7:ATF2/ATF7/ATF7-NPFF/CREB5
TrH2_TrispH2_000596-RA	bZIP.HG1.9:JUN/JUNB/JUND
TrH2_TrispH2_004834-RA	bZIP.HG2.3:ATF1/CREB1/CREM
TrH2_TrispH2_005934-RA	bZIP.HG2.5:XBP1
TrH2_TrispH2_002162-RA	bZIP.HG2.9:CREB3L1/CREB3L2
TrH2_TrispH2_005056-RA	bZIP.HG3.19:like:CEBPG
TrH2_TrispH2_010059-RA	bZIP.HG3.4:like:DBP/HLF/NFIL3/NFILZ/TEF
TrH2_TrispH2_008292-RA	bZIP.HG3.5:DBP/HLF/TEF
TrH2_TrispH2_008293-RA	bZIP.HG3.5:DBP/HLF/TEF
TrH2_TrispH2_004978-RA	bZIP.HG3.8:like:NFIL3/NFILZ
TrH2_TrispH2_003569-RA	bZIP.HG4.0:NA
TrH2_TrispH2_001035-RA	CSD.HG1.0:CSDE1
TrH2_TrispH2_003412-RA	CSD.HG1.4:CARHSP1/CSDC2
TrH2_TrispH2_004592-RA	CSD.HG1.6:YBX1/YBX2/YBX3
TrH2_TrispH2_008104-RA	Doublesex_DM.HG1.14:like:DMRTA1/DMRTA2
TrH2_TrispH2_010792-RA	Doublesex_DM.HG1.15:like:DMRTA1/DMRTA2
TrH2_TrispH2_010433-RA	Doublesex_DM.HG1.18:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1
TrH2_TrispH2_008111-RA	E2F_TDP.HG1.1:TFDP1/TFDP2/TFDP3
TrH2_TrispH2_002193-RA	E2F_TDP.HG1.2:E2F7/E2F8
TrH2_TrispH2_003685-RA	E2F_TDP.HG1.6:like:E2F1/E2F2/E2F3/E2F4/E2F5/E2F6
TrH2_TrispH2_000724-RA	E2F_TDP.HG1.9:E2F4/E2F5
TrH2_TrispH2_006743-RA	Ets.HG1.1:ETS1/ETS2/ETV2
TrH2_TrispH2_011400-RA	Ets.HG1.14:like:AC020909.1/EHF/ELF1/ELF2/ELF3/ELF4/ELF5/ETV6/ETV7/SPDEF/SPI1/SPIB/SPIC
TrH2_TrispH2_009522-RA	Ets.HG1.15:ETV6/ETV7
TrH2_TrispH2_011399-RA	Ets.HG1.16:AC020909.1/EHF/ELF1/ELF2/ELF3/ELF4/ELF5/SPDEF/SPI1/SPIB/SPIC
TrH2_TrispH2_006747-RA	Ets.HG1.3:GABPA
TrH2_TrispH2_011487-RA	Ets.HG1.4:ERF/ERFL/ERG/ETV3/ETV3L/FEV/FLI1
TrH2_TrispH2_002769-RA	Ets.HG1.9:ETV1/ETV4/ETV5
TrH2_TrispH2_000525-RA	Forkhead.HG1.1:like:AC097634.4/FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXC1/FOXC2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3/FOXF1/FOXF2/FOXG1/FOXH1/FOXI1/FOXI2/FOXI3/FOXJ1/FOXJ2/FOXJ3/FOXK1/FOXK2/FOXL1/FOXL2/FOXL3/FOXM1/FOXN1/FOXN2/FOXN3/FOXN4/FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6/FOXP1/FOXP2/FOXP3/FOXP4/FOXQ1/FOXR1/FOXR2/FOXS1
TrH2_TrispH2_009438-RA	Forkhead.HG1.10:FOXJ2/FOXJ3
TrH2_TrispH2_010869-RA	Forkhead.HG1.10:FOXJ2/FOXJ3
TrH2_TrispH2_000693-RA	Forkhead.HG1.13:FOXC1/FOXC2/FOXL1/FOXS1
TrH2_TrispH2_000631-RA	Forkhead.HG1.14:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3
TrH2_TrispH2_000634-RA	Forkhead.HG1.14:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3
TrH2_TrispH2_001300-RA	Forkhead.HG1.14:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3
TrH2_TrispH2_002846-RA	Forkhead.HG1.14:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3
TrH2_TrispH2_009888-RA	Forkhead.HG1.15:FOXM1
TrH2_TrispH2_000696-RA	Forkhead.HG1.18:FOXF1/FOXF2
TrH2_TrispH2_000694-RA	Forkhead.HG1.21:FOXQ1
TrH2_TrispH2_003390-RA	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2
TrH2_TrispH2_007536-RA	Forkhead.HG1.30:FOXN2/FOXN3
TrH2_TrispH2_001809-RA	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4
TrH2_TrispH2_001070-RA	Forkhead.HG1.33:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6
TrH2_TrispH2_003474-RA	Forkhead.HG1.5:FOXJ1
TrH2_TrispH2_009606-RA	Forkhead.HG1.6:FOXK1/FOXK2
TrH2_TrispH2_000785-RA	Forkhead.HG1.8:FOXG1
TrH2_TrispH2_002025-RA	Forkhead.HG1.8:FOXG1
TrH2_TrispH2_004040-RA	Forkhead.HG1.8:FOXG1
TrH2_TrispH2_000301-RA	GATA.HG1.14:GATA4/GATA5/GATA6
TrH2_TrispH2_001151-RA	GATA.HG1.7:like:TRPS1
TrH2_TrispH2_004638-RA	GATA.HG2.0:RERE
TrH2_TrispH2_008722-RA	Grainyhead_LSF.HG1.1:GRHL1/GRHL2/GRHL3
TrH2_TrispH2_001314-RA	HLH.HG1.0:ARNT/ARNT2/ARNTL/ARNTL2
TrH2_TrispH2_002082-RA	HLH.HG1.11:BHLHE40/BHLHE41/HELT
TrH2_TrispH2_010583-RA	HLH.HG1.12:HEY1/HEY2/HEYL
TrH2_TrispH2_005088-RA	HLH.HG1.13:HES1/HES2/HES3/HES4/HES5/HES6/HES7
TrH2_TrispH2_007575-RA	HLH.HG1.23:USF1/USF2
TrH2_TrispH2_005936-RA	HLH.HG1.27:MLXIP/MLXIPL
TrH2_TrispH2_002276-RA	HLH.HG1.28:MLX
TrH2_TrispH2_008383-RA	HLH.HG1.32:MAX
TrH2_TrispH2_003518-RA	HLH.HG1.36:MXD1/MXD3/MXD4/MXI1
TrH2_TrispH2_001930-RA	HLH.HG1.37:like:MYC/MYCL/MYCN
TrH2_TrispH2_001455-RA	HLH.HG1.39:MYC/MYCL/MYCN
TrH2_TrispH2_009001-RA	HLH.HG1.45:AC019117.3/AHR/AHRR
TrH2_TrispH2_010699-RA	HLH.HG1.6:SREBF1/SREBF2
TrH2_TrispH2_010558-RA	HLH.HG1.7:MITF/TFE3/TFEB/TFEC
TrH2_TrispH2_001049-RA	HLH.HG2.20:TCF3/TCF4/TCF12
