%%MatrixMarket matrix coordinate integer general
63 5530 5574
9 1 1
10 1 1
11 1 1
12 1 1
60 1 1
4 2 1
5 2 1
6 2 1
7 2 1
8 2 1
9 2 1
10 2 1
11 2 1
20 2 1
21 2 1
22 2 1
23 2 1
34 2 1
37 2 1
46 2 1
47 2 1
48 2 1
49 2 1
50 2 1
54 2 3
56 2 1
1 3 1
2 3 1
3 3 1
4 3 1
22 3 1
23 3 1
24 3 1
25 3 1
26 3 1
3 4 2
4 4 2
5 4 2
6 4 2
7 4 3
34 4 1
35 4 1
36 4 1
37 4 1
49 4 1
50 4 1
51 4 1
52 4 1
53 4 1
60 4 2
63 4 1
7 5 1
8 5 1
9 5 1
10 5 1
11 5 1
49 5 1
63 5 1
44 6 1
45 6 1
13 8 1
14 8 1
25 8 2
26 8 2
41 8 1
42 8 1
49 8 1
50 8 1
57 8 1
62 8 1
63 8 1
24 9 1
25 9 1
26 9 1
27 9 1
28 9 1
29 9 1
30 9 1
37 9 1
38 9 5
39 9 6
40 9 4
41 9 3
42 9 3
43 9 3
49 9 1
50 9 2
55 9 1
56 9 1
57 9 1
59 9 1
60 9 1
62 9 1
41 10 1
42 10 1
43 10 1
46 10 1
51 10 1
52 10 1
53 10 2
57 10 1
7 11 1
8 11 1
9 11 1
10 11 1
13 11 1
14 11 1
15 11 1
16 11 1
45 11 1
58 11 1
4 12 2
5 12 2
6 12 2
7 12 1
8 12 1
9 12 1
10 12 1
11 12 1
12 12 1
14 12 1
15 12 1
16 12 1
17 12 1
18 12 1
20 12 1
21 12 1
22 12 1
23 12 1
24 12 1
28 12 1
29 12 1
30 12 1
31 12 1
32 12 1
36 12 2
37 12 2
38 12 2
39 12 1
42 12 1
43 12 1
46 12 1
47 12 1
48 12 1
50 12 1
58 12 1
59 12 1
60 12 2
62 12 1
1 13 1
2 13 1
3 13 1
4 13 1
5 13 1
54 13 4
60 13 2
62 14 1
1 15 1
2 15 2
3 15 1
4 15 1
5 15 1
6 15 1
25 15 1
26 15 2
31 15 2
32 15 1
33 15 1
49 15 1
50 15 1
51 15 1
53 15 4
1 16 3
8 16 2
9 16 2
10 16 2
11 16 2
12 16 2
44 16 1
45 16 1
51 16 1
52 16 1
53 16 1
58 16 1
1 18 1
7 18 1
8 18 1
10 18 1
11 18 1
12 18 1
54 18 2
20 19 1
21 19 1
22 19 1
23 19 1
54 20 1
59 20 1
32 22 1
33 22 1
44 22 1
45 22 1
61 22 1
34 23 2
35 23 2
36 23 1
37 23 3
38 23 3
39 23 1
49 23 1
50 23 1
61 23 1
13 24 1
20 24 1
21 24 1
22 24 1
23 24 2
24 24 1
25 24 1
26 24 1
37 24 1
44 24 1
58 24 1
57 27 1
55 28 1
1 29 1
2 29 2
3 29 2
4 29 1
5 29 1
6 29 1
11 29 1
12 29 2
17 29 1
18 29 1
19 29 1
20 29 1
21 29 1
22 29 1
31 29 1
32 29 1
33 29 1
51 29 1
52 29 1
53 29 1
54 29 1
55 29 1
56 29 1
57 29 1
59 29 1
61 29 1
1 30 2
2 30 1
3 30 1
7 30 1
8 30 1
9 30 1
13 30 1
14 30 1
15 30 1
28 30 1
29 30 1
30 30 1
37 30 2
57 30 1
60 30 1
4 31 1
5 31 1
6 31 1
51 31 1
52 31 1
53 31 1
56 31 1
62 31 1
7 32 1
8 32 1
9 32 1
10 32 1
11 32 1
50 32 1
54 32 1
55 32 4
56 32 1
8 33 1
9 33 1
10 33 1
