gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Plespi_Pspi_scaffold14259_01	OG0	54.0		
Dpul_mRNA24483	OG0	54.0		
Tcas_TC034274_001	OG0	54.0		
Cscu_XM_023386858.1	OG0	54.0		
Dpul_mRNA24581	OG0	54.0		
Dpul_mRNA8489	OG0	54.0		
Dpul_mRNA24487	OG0	54.0		
Dpul_mRNA24583	OG0	54.0		
Dpul_mRNA24484	OG0	54.0		
Spur_XM_030996288.1	OG0	54.0		
Cgig_XM_034459201.1	OG0	54.0		
Cgig_XM_011418720.3	OG0	54.0		
Hsap_ENST00000425382	OG0	54.0		
Cscu_XM_023368869.1	OG0	54.0		
Tcas_TC010977_001	OG0	54.0		
Spur_XM_792776.5	OG0	54.0		
Dpul_mRNA15677	OG0	54.0		
Tcas_TC034276_001	OG0	54.0		
Acagra_model.g12045.t1	OG0	54.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA70906	OG0	54.0		
Dpul_mRNA24485	OG0	54.0		
Tcas_TC011937_001	OG0	54.0		
Skow_XM_006823323.1	OG0	54.0		
Cgig_XM_034457157.1	OG0	54.0		
Dpul_mRNA24582	OG0	54.0		
Cgig_XM_034458354.1	OG0	54.0		
Dpul_mRNA21086	OG0	54.0		
Tcas_TC011938_001	OG0	54.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA218353	OG0	54.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA173658	OG0	54.0		
Acagra_model.g12504.t1	OG0	54.0		
Cgig_XM_011449274.3	OG0	54.0		
Bralan_BLAG03000418_1	OG0	54.0		
Tcas_TC034275_001	OG0	54.0		
Dpul_mRNA24486	OG0	54.0		
Tcas_TC016280_001	OG0	54.0		
Bralan_BLAG13000768_1	OG0	54.0		
Tcas_TC016278_002	OG0	54.0		
Hsap_ENST00000372458	OG0	54.0		
Dpul_mRNA16043	OG0	54.0		
Dpul_mRNA21066	OG0	54.0		
Cscu_XM_023387073.1	OG0	54.0		
Stycar_maker-SC_scaffold144433-augustus-gene-0.2-mRNA-1	OG1	32.0		
Leuniv_Lniv_scaffold14449_01	OG1	32.0		
Lcom_lcpid69281	OG1	32.0		
Spur_XM_030989235.1	OG1	32.0		
Skow_XM_002732250.2	OG1	32.0		
Leuniv_Lniv_C808144_01	OG1	32.0		
Scil_scict003247.2	OG1	32.0		
Acagra_model.g769.t1	OG1	32.0		
Skow_XM_002733253.2	OG1	32.0		
Gracom_Gcom_scaffold13797_01	OG1	32.0		
Cgig_XM_011452476.3	OG1	32.0		
Cgig_XM_020062849.2	OG1	32.0		
Lcom_lcpid120771	OG1	32.0		
Gracom_Gcom_scaffold9327_01	OG1	32.0		
Clacor_Ccor_C525997_01	OG1	32.0		
Bralan_BLAG03000680_1	OG1	32.0		
Emue_Em0003g314a.t1	OG1	32.0		
Tetwil_g7301.t2	OG1	32.0		
Emue_Em0003g315a.t1	OG1	32.0		
Spolac_c103423_g1_i3_m.34173c103423-g1	OG1	32.0		
Emue_Em0003g310a.t1	OG1	32.0		
Spolac_c103423_g1_i4_m.34174c103423-g1	OG1	32.0		
Stycar_maker-SC_scaffold103534-augustus-gene-0.47-mRNA-1	OG1	32.0		
Spolac_c103423_g1_i1_m.34171c103423-g1	OG1	32.0		
Stycar_maker-SC_scaffold114921-snap-gene-0.3-mRNA-1	OG1	32.0		
Stycar_maker-SC_scaffold133016-augustus-gene-0.1-mRNA-1	OG1	32.0		
Xestes_maker-XT_scaffold2021-snap-gene-0.42-mRNA-1	OG1	32.0		
Spolac_c103423_g1_i2_m.34172c103423-g1	OG1	32.0		
Hhon_g08130.t1	OG2	63.0		
Lcom_lcpid99066	OG2	63.0		
Scil_scict017684.1	OG2	63.0		
Scil_scict012873.1	OG2	63.0		
Lcom_lcpid100596	OG2	63.0		
Lcom_lcpid89116	OG2	63.0		
Leuniv_Lniv_C807190_01	OG2	63.0		
Scil_scict009692.1	OG2	63.0		
Gracom_Gcom_scaffold8541_01	OG2	63.0		
Lcom_lcpid116076	OG2	63.0		
Leuniv_Lniv_scaffold18554_01	OG2	63.0		
Clacor_Ccor_scaffold13008_01	OG2	63.0		
Gracom_Gcom_scaffold8540_01	OG2	63.0		
Leuniv_Lniv_C795582_01	OG2	63.0		
Clacor_Ccor_scaffold8496_01	OG2	63.0		
Acagra_model.g12207.t1	OG2	63.0		
