gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Coeast_Cast_sb754410	OG0	1.0		
Spis_XP_022781767_1	OG0	1.0		
Leuniv_Lniv_C809006_01	OG0	1.0		
Bralan_BLAG01001371_1	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P005338	OG0	1.0		
Nvec_v1g196991	OG0	1.0		
Skow_XM_006818239.1	OG0	1.0		
HoiH06_mRNA3135	OG0	1.0		
Tadh_TriadT58082	OG0	1.0		
Morvir_scaffold107.g15.t2	OG0	1.0		
Fspp_ffun1.m4.26870.m1	OG0	1.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA220241	OG0	1.0		
Sanmal_Sma_024221-T1	OG0	1.0		
Acagra_model.g1900.t1	OG0	1.0		
Amil_Amillepora13281-RA	OG0	1.0		
Aaur_scaffold24.g44.t2	OG0	1.0		
Rhoesc_Res_017306-T1	OG0	1.0		
Hhon_g00137.t1	OG0	1.0		
Nemnom_g2269.t1	OG0	1.0		
Gfas_gfas1.m1.1746.m1	OG0	1.0		
Exapal_XM_028662401.1	OG0	1.0		
TrH2_TrispH2_000554-RA	OG0	1.0		
Gasp_gasp1.m3.299.m1	OG0	1.0		
HoiH04_mRNA4305	OG0	1.0		
HoiH23_PlH23_008858-RA	OG0	1.0		
Spur_XM_795640.5	OG0	1.0		
Pocdam_XM_027192057.1	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P005339	OG0	1.0		
Adig_XM_015914490.1	OG0	1.0		
Cgig_XM_011436048.3	OG0	1.0		
Coemet_Cmet_scaffold6690_01	OG0	1.0		
Mlei_ML3045.g1.i1	OG0	1.0		
Vmul_sbMO426648	OG0	1.0		
Coeast_Cast_sb748779	OG0	1.0		
Pbac_sb2655325	OG0	1.0		
Plespi_Pspi_C603780_01	OG0	1.0		
Beraby_Baby_sb329571	OG0	1.0		
Xestes_maker-XT_scaffold4482-snap-gene-0.29-mRNA-1	OG0	1.0		
Horcal_Hcv1.av93.c3.g1285.i1	OG0	1.0		
Lampan_Lpan_15555_01	OG0	1.0		
Drygla_Dgla_sb287204	OG0	1.0		
Emue_Em0429g4a.t1	OG0	1.0		
Emue_Em0099g12a.t1	OG0	1.0		
Pbac_sb2663174	OG0	1.0		
Tetwil_g14547.t2	OG0	1.0		
