in_gene	out_gene	branch_support	ev_type	sos
Pbac_sb2650947	Skow_XM_002735686.2	1.0	S	0.0
Pbac_sb2650947	Hsap_ENST00000354777	1.0	S	0.0
Pbac_sb2650947	Nvec_v1g100430	1.0	S	0.0
Pbac_sb2650947	HoiH04_mRNA6646	1.0	S	0.0
Pbac_sb2650947	Gracom_Gcom_scaffold8225_01	1.0	S	0.0
Pbac_sb2650947	Nvec_NVE23246	1.0	S	0.0
Pbac_sb2650947	Dpul_mRNA3387	1.0	S	0.0
Pbac_sb2650947	Plajan_Pjan_scaffold21135_01	1.0	S	0.0
Pbac_sb2650947	Cgig_XM_011417498.3	1.0	S	0.0
Pbac_sb2650947	Scil_scict017993.3	1.0	S	0.0
Pbac_sb2650947	Acagra_model.g8154.t1	1.0	S	0.0
Pbac_sb2650947	Aaur_scaffold265.g19.t1	1.0	S	0.0
Pbac_sb2650947	Adig_XM_015901733.1	1.0	S	0.0
Pbac_sb2650947	Spur_XM_030996175.1	1.0	S	0.0
Pbac_sb2650947	Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA179639	1.0	S	0.0
Pbac_sb2650947	Bralan_BLAG13001087_1	1.0	S	0.0
Pbac_sb2650947	Aaur_scaffold6039.g1.t1	1.0	S	0.0
Pbac_sb2650947	Pocdam_XM_027195379.1	1.0	S	0.0
Pbac_sb2650947	Tadh_TriadT57871	1.0	S	0.0
Pbac_sb2650947	HoiH23_PlH23_011225-RA	1.0	S	0.0
Pbac_sb2650947	Dpul_mRNA3386	1.0	S	0.0
Pbac_sb2650947	Tadh_wf_g6748.t1	1.0	S	0.0
Pbac_sb2650947	Lcom_lcpid77986	1.0	S	0.0
Pbac_sb2650947	Cscu_XM_023371023.1	1.0	S	0.0
Pbac_sb2650947	Leuniv_Lniv_scaffold22822_01	1.0	S	0.0
Pbac_sb2650947	TrH2_TrispH2_001416-RA	1.0	S	0.0
Pbac_sb2650947	Cscu_XM_023371007.1	1.0	S	0.0
Pbac_sb2650947	Nemnom_g6594.t1	1.0	S	0.0
Pbac_sb2650947	Bralan_BLAG13001040_1	1.0	S	0.0
Pbac_sb2650947	Exapal_XM_021044110.2	1.0	S	0.0
Pbac_sb2650947	Hhon_g03522.t1	1.0	S	0.0
