gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Tcas_TC010771_001	OG0	91.0		
Cscu_XM_023356879.1	OG0	91.0		
Cscu_XM_023388920.1	OG0	91.0		
Cscu_XM_023384990.1	OG0	91.0		
Cscu_XM_023386111.1	OG0	91.0		
Cscu_XM_023383066.1	OG0	91.0		
Xesp_016902-T1	OG1	100.0		
Xesp_025342-T1	OG1	100.0		
Xesp_017056-T1	OG1	100.0		
Plespi_Pspi_C598628_01	OG2	90.0		
Mertsp_Mesp_sb606523	OG2	90.0		
Sanmal_Sma_024939-T1	OG2	90.0		
Morvir_scaffold255.g2.t2	OG2	90.0		
Nvec_v1g201051	OG2	90.0		
Cscu_XM_023362635.1	OG2	90.0		
Spis_XP_022796592_1	OG2	90.0		
Lampan_Lpan_C411681_01	OG2	90.0		
Coemet_Cmet_C599575_01	OG2	90.0		
Adig_XM_015908522.1	OG2	90.0		
Bralan_BLAG07000849_1	OG2	90.0		
Exapal_XM_021056392.2	OG2	90.0		
Chem_TCONS_00049388	OG2	90.0		
Gfas_gfas1.m1.23372.m1	OG2	90.0		
Amil_Amillepora27557-RA	OG2	90.0		
Rhoesc_Res_011059-T1	OG2	90.0		
Dgig_XM_028554249.1	OG2	90.0		
Spur_XM_779656.5	OG2	90.0		
Xesp_005220-T1	OG2	90.0		
Tcas_TC014541_001	OG2	90.0		
Horcal_Hcv1.av93.c8.g738.i1	OG2	90.0		
Nemnom_g14867.t1	OG2	90.0		
Cgig_XM_011440183.2	OG2	90.0		
Skow_XM_002736093.2	OG2	90.0		
Gasp_gasp1.m3.20565.m1	OG2	90.0		
Fspp_ffun1.m4.19848.m1	OG2	90.0		
Vmul_Simscaffold16526_01	OG2	90.0		
Mlei_ML3274.g9.i1	OG2	90.0		
Pocdam_XM_027192365.1	OG2	90.0		
Hsap_ENST00000530374	OG2	90.0		
Pbac_sb2665449	OG2	90.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA168572	OG2	90.0		
Dpul_mRNA579	OG2	90.0		
Acagra_model.g30413.t1	OG2	90.0		
