gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Bralan_BLAG03000946_1	OG0	39.0		
Lcom_lcpid197029	OG0	39.0		
Cscu_XM_023368468.1	OG0	39.0		
Spolac_c103556_g1_i1_m.34850c103556-g1	OG0	39.0		
Halamb_c50427_g1_i2mm.3488	OG0	39.0		
Spolac_c104297_g1_i2_m.39485c104297-g1	OG0	39.0		
Emue_Em0013g272a.t1	OG0	39.0		
Aque_Aqu2.1.03389_001	OG0	39.0		
Tetwil_g1302.t1	OG0	39.0		
Spolac_c104297_g1_i3_m.39489c104297-g1	OG0	39.0		
Plespi_Pspi_scaffold12318_01	OG0	39.0		
Skow_XM_006817682.1	OG0	39.0		
Spur_XM_030985706.1	OG0	39.0		
Tcas_TC001237_001	OG0	39.0		
Spolac_c104297_g1_i2_m.39486c104297-g1	OG0	39.0		
Cgig_XM_034473742.1	OG0	39.0		
Aque_Aqu2.1.39859_001	OG0	39.0		
Cscu_XM_023357539.1	OG0	39.0		
Emue_Em0013g680a.t1	OG0	39.0		
Cgig_XM_034471715.1	OG0	39.0		
Dpul_mRNA22394	OG0	39.0		
Spolac_c103556_g2_i1_m.34851c100416-g1	OG0	39.0		
Stycar_maker-SC_scaffold54432-snap-gene-0.6-mRNA-1	OG0	39.0		
Xestes_maker-XT_scaffold12788-snap-gene-0.21-mRNA-1	OG0	39.0		
Cgig_XM_034471729.1	OG0	39.0		
Acagra_model.g1028.t1	OG0	39.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA214131	OG0	39.0		
Hsap_ENST00000325103	OG1	33.0		
Hhon_g02245.t1	OG1	33.0		
Pbac_sb2654737	OG1	33.0		
TrH2_TrispH2_010832-RA	OG1	33.0		
Clacor_Ccor_C522759_01	OG1	33.0		
Coemet_Cmet_C603508_01	OG1	33.0		
Tadh_TriadT58519	OG1	33.0		
Lampan_Lpan_13663_01	OG1	33.0		
Mlei_ML2306.g7.i1	OG1	33.0		
HoiH06_mRNA2045	OG1	33.0		
Plajan_Pjan_scaffold23075_01	OG1	33.0		
Horcal_Hcv1.av93.c8.g827.i1	OG1	33.0		
Bolinf_Binf_sb1316289	OG1	33.0		
Vmul_SimC403034	OG1	33.0		
Opea_EP00118_Oscarella_pearsei_P011167	OG1	33.0		
Gracom_Gcom_scaffold16422_01	OG1	33.0		
Scil_scict011598.2	OG1	33.0		
HoiH23_PlH23_003493-RA	OG1	33.0		
HoiH04_mRNA11895	OG1	33.0		
Lcom_lcpid38976	OG1	33.0		
Coeast_Cast_sb824538	OG1	33.0		
Leuniv_Lniv_scaffold10534_01	OG1	33.0		
Nemnom_g4720.t1	OG2	86.0		
Adig_XM_015914471.1	OG2	86.0		
Fspp_ffun1.m4.22395.m1	OG2	86.0		
Lcom_lcpid255638	OG2	86.0		
Xesp_013533-T1	OG2	86.0		
Gfas_gfas1.m1.17080.m1	OG2	86.0		
Xesp_013534-T1	OG2	86.0		
Nvec_v1g117612	OG2	86.0		
Xesp_013535-T1	OG2	86.0		
Gfas_gfas1.m1.11507.m1	OG2	86.0		
Fspp_ffun1.m4.30999.m1	OG2	86.0		
Exapal_XM_021042517.2	OG2	86.0		
Spis_XP_022790462_1	OG2	86.0		
Amil_Amillepora04645-RA	OG2	86.0		
Fspp_ffun1.m4.26489.m1	OG2	86.0		
Dgig_XM_028535407.1	OG2	86.0		
Gasp_gasp1.m3.22646.m1	OG2	86.0		
Rhoesc_Res_008268-T1	OG2	86.0		
Chem_TCONS_00071367	OG2	86.0		
Sanmal_Sma_001867-T1	OG2	86.0		
Chem_TCONS_00071366	OG2	86.0		
Morvir_scaffold427.g9.t1	OG2	86.0		
Hvul_g19582_1	OG2	86.0		
Aaur_scaffold310.g7.t1	OG2	86.0		
Hvul_g19580_1	OG2	86.0		
