gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Halamb_c44336_g1_i1m.17339	OG0	91.0		
Scil_scict018571.1	OG0	91.0		
Clacor_Ccor_C539725_01	OG0	91.0		
Plajan_Pjan_C556237_01	OG0	91.0		
Gracom_Gcom_C546226_01	OG0	91.0		
Opea_EP00118_Oscarella_pearsei_P025443	OG0	91.0		
Ocar_g4322	OG0	91.0		
Lcom_lcpid83559	OG0	91.0		
Leuniv_Lniv_scaffold21658_01	OG0	91.0		
Tetwil_g21856.t1	OG0	91.0		
Aque_Aqu2.1.15017_001	OG0	91.0		
Spolac_c95610_g1_i1_m.11746c95610-g1	OG0	91.0		
Spolac_c95610_g1_i2_m.11748c95610-g1	OG0	91.0		
Stycar_maker-SC_scaffold7580-augustus-gene-0.8-mRNA-1	OG0	91.0		
Emue_Em0014g770a.t1	OG0	91.0		
Coeast_Cast_sb799430	OG1	91.0		
HoiH23_PlH23_001255-RA	OG1	91.0		
Bralan_BLAG04000368_1	OG1	91.0		
HoiH04_mRNA3843	OG1	91.0		
Hhon_g05178.t1	OG1	91.0		
Nemnom_g15294.t1	OG1	91.0		
Lcom_lcpid120736	OG1	91.0		
Pocdam_XM_027192913.1	OG1	91.0		
Aaur_scaffold184.g2.t1	OG1	91.0		
Gfas_gfas1.m1.13724.m1	OG1	91.0		
Cscu_XM_023388327.1	OG1	91.0		
HoiH11_mRNA3843	OG1	91.0		
Dgig_XM_028544551.1	OG1	91.0		
Amil_Amillepora24661-RA	OG1	91.0		
Acagra_model.g1478.t1	OG1	91.0		
Hvul_g29971_1	OG1	91.0		
Tadh_TriadT63181	OG1	91.0		
Adig_XM_015903780.1	OG1	91.0		
Rhoesc_Res_007245-T1	OG1	91.0		
Spur_XM_030998606.1	OG1	91.0		
Morvir_scaffold156.g28.t1	OG1	91.0		
Xesp_015462-T1	OG1	91.0		
HoiH06_mRNA3720	OG1	91.0		
Nvec_v1g215693	OG1	91.0		
Sanmal_Sma_015476-T1	OG1	91.0		
Tcas_TC010321_001	OG1	91.0		
Dpul_mRNA27178	OG1	91.0		
Gasp_gasp1.m3.12123.m1	OG1	91.0		
TrH2_TrispH2_006426-RA	OG1	91.0		
Spis_XP_022790718_1	OG1	91.0		
Cgig_XM_011450159.3	OG1	91.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA149757	OG1	91.0		
Hsap_ENST00000612399	OG1	91.0		
Skow_XM_006824023.1	OG1	91.0		
Chem_TCONS_00034122	OG1	91.0		
Coeast_Cast_sb775938	OG1	91.0		
Pbac_sb2642495	OG1	91.0		
Mertsp_Mesp_sb564325	OG1	91.0		
Bolinf_Binf_sb1241597	OG1	91.0		
Drygla_Dgla_sb300338	OG1	91.0		
Coemet_Cmet_C594155_01	OG1	91.0		
Eupdun_Edun_sb10645785	OG1	91.0		
Vmul_Simscaffold15328_01	OG1	91.0		
Bolinf_Binf_sb1233868	OG1	91.0		
Mlei_ML1485.g41.i1	OG1	91.0		
Horcal_Hcv1.av93.c1.g402.i1	OG1	91.0		
Lampan_Lpan_7316_01	OG1	91.0		
Beraby_Baby_sb324917	OG1	91.0		
Mertsp_Mesp_sb588454	OG1	91.0		
