gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Tetwil_g11413.t1	OG0	1.0		
Fspp_ffun1.m2b.35119.m1	OG0	1.0		
Tadh_TriadT59427	OG0	1.0		
Gfas_gfas1.m1.1628.m1	OG0	1.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA149354	OG0	1.0		
Coemet_Cmet_scaffold21004_01	OG0	1.0		
Mertsp_Mesp_sb579933	OG0	1.0		
Bolinf_Binf_sb1260551	OG0	1.0		
Bolinf_Binf_sb1260553	OG0	1.0		
Vmul_sbMO404984	OG0	1.0		
Sanmal_Sma_024363-T1	OG0	1.0		
Xesp_005927-T1	OG0	1.0		
Skow_XM_006817920.1	OG0	1.0		
Adig_XM_015915713.1	OG0	1.0		
Spis_XP_022784994_1	OG0	1.0		
Horcal_Hcv1.av93.c6.g1083.i1	OG0	1.0		
Adig_XM_015915669.1	OG0	1.0		
TrH2_TrispH2_011756-RA	OG0	1.0		
Gasp_gasp1.m1b.14055.m1	OG0	1.0		
Exapal_XM_021053171.2	OG0	1.0		
Bralan_BLAG03000254_1	OG0	1.0		
HoiH06_mRNA12988	OG0	1.0		
Rhoesc_Res_017023-T1	OG0	1.0		
Coeast_Cast_sb783842	OG0	1.0		
Amil_Amillepora13069-RA	OG0	1.0		
Cscu_XM_023365786.1	OG0	1.0		
Cgig_XM_011449710.3	OG0	1.0		
Drygla_Dgla_sb288344	OG0	1.0		
Hsap_ENST00000598585	OG0	1.0		
Pocdam_XM_027183560.1	OG0	1.0		
Vmul_sbMO404985	OG0	1.0		
Nvec_v1g119981	OG0	1.0		
Eupdun_Edun_sb10640584	OG0	1.0		
Morvir_scaffold91.g39.t1	OG0	1.0		
Hvul_g10102_1	OG0	1.0		
Bolinf_Binf_sb1260552	OG0	1.0		
Spur_XM_030989547.1	OG0	1.0		
Beraby_Baby_sb334865	OG0	1.0		
Tcas_TC000766_001	OG0	1.0		
Adig_XM_015924511.1	OG0	1.0		
Lampan_Lpan_7056_01	OG0	1.0		
HoiH23_PlH23_007255-RA	OG0	1.0		
Mertsp_Mesp_sb579935	OG0	1.0		
Nemnom_g13311.t1	OG0	1.0		
Dpul_mRNA26130	OG0	1.0		
Chem_TCONS_00056005	OG0	1.0		
Acagra_model.g2133.t1	OG0	1.0		
Pbac_sb2657796	OG0	1.0		
Dgig_XM_028547602.1	OG0	1.0		
Dgig_XM_028547601.1	OG0	1.0		
Gracom_Gcom_scaffold17725_01	OG0	1.0		
Scil_scict018929.1	OG0	1.0		
Ocar_g8907	OG0	1.0		
Aque_Aqu2.1.28476_001	OG0	1.0		
Lcom_lcpid90979	OG0	1.0		
Tetwil_g7387.t2	OG0	1.0		
Leuniv_Lniv_C804092_01	OG0	1.0		
Plajan_Pjan_C542964_01	OG0	1.0		
Aque_Aqu2.1.07220_001	OG0	1.0		
Spolac_c100600_g2_i2_m.22955c100581-g1	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P003951	OG0	1.0		
Emue_Em0003g528a.t1	OG0	1.0		
Clacor_Ccor_C523805_01	OG0	1.0		
Spolac_c100600_g2_i1_m.22954c100581-g1	OG0	1.0		
