gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Lcom_lcpid134748	OG0	100.0		
Lcom_lcpid216113	OG0	100.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA172694	OG1	100.0		
Hvul_g27195_1	OG1	100.0		
Exapal_XM_021045522.2	OG1	100.0		
Scil_scict003637.1	OG1	100.0		
TrH2_TrispH2_007273-RA	OG1	100.0		
Adig_XM_015922813.1	OG1	100.0		
HoiH06_mRNA12632	OG1	100.0		
Pocdam_XM_027200577.1	OG1	100.0		
Sanmal_Sma_011935-T1	OG1	100.0		
HoiH11_mRNA8159	OG1	100.0		
Plajan_Pjan_scaffold20629_01	OG1	100.0		
Rhoesc_Res_016491-T1	OG1	100.0		
Morvir_scaffold126.g2.t1	OG1	100.0		
Tadh_TriadT22815	OG1	100.0		
Aque_Aqu2.1.40225_001	OG1	100.0		
Stycar_maker-SC_scaffold7199-snap-gene-0.11-mRNA-1	OG1	100.0		
Tetwil_g2024.t1	OG1	100.0		
Xestes_maker-XT_scaffold5254-augustus-gene-0.35-mRNA-1	OG1	100.0		
Xesp_000919-T1	OG1	100.0		
Horcal_Hcv1.av93.c1.g1197.i1	OG1	100.0		
Clacor_Ccor_C509263_01	OG1	100.0		
HoiH04_mRNA6743	OG1	100.0		
Leuniv_Lniv_C790246_01	OG1	100.0		
Spis_XP_022778305_1	OG1	100.0		
Lcom_lcpid144836	OG1	100.0		
Gfas_gfas1.m1.4869.m1	OG1	100.0		
Spolac_c97242_g1_i1_m.14573c97242-g1	OG1	100.0		
Fspp_ffun1.m4.11826.m1	OG1	100.0		
Amil_Amillepora25126-RA	OG1	100.0		
Dgig_XM_028549608.1	OG1	100.0		
Spis_XP_022798645_1	OG1	100.0		
HoiH23_PlH23_008757-RA	OG1	100.0		
Nvec_v1g178876	OG1	100.0		
Gasp_gasp1.m3.4985.m1	OG1	100.0		
Hhon_g04093.t1	OG1	100.0		
Skow_XM_006822017.1	OG1	100.0		
Acagra_model.g11300.t1	OG1	100.0		
Spur_XM_779849.4	OG1	100.0		
Hsap_ENST00000505459	OG1	100.0		
Cgig_XM_011432800.3	OG1	100.0		
Dpul_mRNA7526	OG1	100.0		
Tcas_TC000621_001	OG1	100.0		
Cscu_XM_023381211.1	OG1	100.0		
Bralan_BLAG19000738_1	OG1	100.0		
