gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Lampan_Lpan_C408385_01	OG0	1.0		
Adig_XM_015921657.1	OG0	1.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA110664	OG0	1.0		
Dpul_mRNA21053	OG0	1.0		
Rhoesc_Res_006060-T1	OG0	1.0		
Cgig_XM_011420315.3	OG0	1.0		
Hvul_g29836_1	OG0	1.0		
Fspp_ffun1.m4.29349.m1	OG0	1.0		
Tcas_TC006216_001	OG0	1.0		
Nvec_v1g94836	OG0	1.0		
Chem_TCONS_00058993	OG0	1.0		
Exapal_XM_021059193.2	OG0	1.0		
Clacor_Ccor_scaffold12927_01	OG0	1.0		
TrH2_TrispH2_005946-RA	OG0	1.0		
Hsap_ENST00000301391	OG0	1.0		
Cgig_XM_011420314.3	OG0	1.0		
Morvir_scaffold177.g9.t1	OG0	1.0		
Spur_XM_030991323.1	OG0	1.0		
Cscu_XM_023368023.1	OG0	1.0		
HoiH04_mRNA13256	OG0	1.0		
Leuniv_Lniv_scaffold25674_01	OG0	1.0		
Spis_XP_022787069_1	OG0	1.0		
Gasp_gasp1.m3.10419.m1	OG0	1.0		
Pocdam_XM_027193865.1	OG0	1.0		
Acagra_model.g14706.t1	OG0	1.0		
Spur_XM_792249.3	OG0	1.0		
Gfas_gfas1.m1.17612.m1	OG0	1.0		
Tadh_TriadT16260	OG0	1.0		
Gracom_Gcom_scaffold10775_01	OG0	1.0		
HoiH06_mRNA4490	OG0	1.0		
Skow_XM_002731184.2	OG0	1.0		
Ocar_g1245	OG0	1.0		
Nvec_v1g69094	OG0	1.0		
Aaur_scaffold1010.g13.t1	OG0	1.0		
Sanmal_Sma_018615-T1	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P026220	OG0	1.0		
Lcom_lcpid21432	OG0	1.0		
HoiH23_PlH23_000680-RA	OG0	1.0		
Nvec_NVE8710	OG0	1.0		
Chem_TCONS_00038416	OG0	1.0		
Hhon_g02662.t1	OG0	1.0		
Nemnom_g5082.t1	OG0	1.0		
Amil_Amillepora03938-RA	OG0	1.0		
Clacor_Ccor_C532731_01	OG0	1.0		
Beraby_Baby_sb350599	OG0	1.0		
Pbac_sb2649817	OG0	1.0		
Emue_Em0015g1119a.t1	OG0	1.0		
Tetwil_g4235.t1	OG0	1.0		
Tetwil_g4237.t1	OG0	1.0		
Vmul_sbMO409209	OG0	1.0		
Aque_Aqu2.1.29877_001	OG0	1.0		
Emue_Em0015g1115a.t1	OG0	1.0		
Coemet_Cmet_scaffold13410_01	OG0	1.0		
Emue_Em0015g1112a.t1	OG0	1.0		
Vmul_sbMO406017	OG0	1.0		
Coeast_Cast_sb783704	OG0	1.0		
Eupdun_Edun_sb10640142	OG0	1.0		
Pbac_sb2642607	OG0	1.0		
Emue_Em0015g1121a.t1	OG0	1.0		
Halamb_c34927_g1_i1m.8403	OG0	1.0		
Coeast_Cast_sb783705	OG0	1.0		
Horcal_Hcv1.av93.c2.g1362.i1	OG0	1.0		
Spolac_c97968_g1_i1_m.16106c97968-g1	OG0	1.0		
Mlei_ML0917.g3.i1	OG0	1.0		
Drygla_Dgla_sb293143	OG0	1.0		
Bolinf_Binf_sb1229077	OG0	1.0		
