in_gene	out_gene	branch_support	ev_type	sos
Coemet_Cmet_C589917_01	Skow_XM_002736062.2	1.0	S	0.0
Coemet_Cmet_C589917_01	Sanmal_Sma_005935-T1	1.0	S	0.0
Coemet_Cmet_C589917_01	Exapal_XM_021061782.2	1.0	S	0.0
Coemet_Cmet_C589917_01	Stycar_maker-SC_scaffold76259-snap-gene-0.77-mRNA-1	1.0	S	0.0
Coemet_Cmet_C589917_01	Acagra_model.g6032.t1.2.5d3b8493	1.0	S	0.0
Coemet_Cmet_C589917_01	Morvir_scaffold27.g10.t1	1.0	S	0.0
Coemet_Cmet_C589917_01	Acagra_model.g6032.t1	1.0	S	0.0
Coemet_Cmet_C589917_01	Dgig_XM_028552974.1	1.0	S	0.0
Coemet_Cmet_C589917_01	Spur_XM_031000440.1	1.0	S	0.0
Coemet_Cmet_C589917_01	Tetwil_g23711.t2	1.0	S	0.0
Coemet_Cmet_C589917_01	Plajan_Pjan_C551307_01	1.0	S	0.0
Coemet_Cmet_C589917_01	Cgig_XM_011434821.3	1.0	S	0.0
Coemet_Cmet_C589917_01	Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA173279	1.0	S	0.0
Coemet_Cmet_C589917_01	Spur_XM_001181077.3	1.0	S	0.0
Coemet_Cmet_C589917_01	Opea_EP00118_Oscarella_pearsei_P026500	1.0	S	0.0
Coemet_Cmet_C589917_01	Spolac_c99307_g2_i2_m.19327c99307-g2	1.0	S	0.0
Coemet_Cmet_C589917_01	Emue_Em0007g258a.t1	1.0	S	0.0
Coemet_Cmet_C589917_01	Hvul_g28373_1	1.0	S	0.0
Coemet_Cmet_C589917_01	Leuniv_Lniv_scaffold23269_01	1.0	S	0.0
Coemet_Cmet_C589917_01	Gfas_gfas1.m1.18829.m1	1.0	S	0.0
Coemet_Cmet_C589917_01	Lcom_lcpid246222	1.0	S	0.0
Coemet_Cmet_C589917_01	Lcom_lcpid87242	1.0	S	0.0
Coemet_Cmet_C589917_01	Spis_XP_022794468_1	1.0	S	0.0
Coemet_Cmet_C589917_01	Aaur_scaffold389.g7.t1	1.0	S	0.0
Coemet_Cmet_C589917_01	Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA182248	1.0	S	0.0
Coemet_Cmet_C589917_01	Nvec_v1g100670	1.0	S	0.0
Coemet_Cmet_C589917_01	Plespi_Pspi_scaffold2523_01	1.0	S	0.0
Coemet_Cmet_C589917_01	Fspp_ffun1.m4.3731.m1	1.0	S	0.0
Coemet_Cmet_C589917_01	Pocdam_XM_027197913.1	1.0	S	0.0
Coemet_Cmet_C589917_01	Nemnom_g15782.t1	1.0	S	0.0
Coemet_Cmet_C589917_01	Skow_XM_002732560.1	1.0	S	0.0
Coemet_Cmet_C589917_01	Cscu_XM_023384786.1	1.0	S	0.0
Coemet_Cmet_C589917_01	Scil_scict018608.1	1.0	S	0.0
Coemet_Cmet_C589917_01	Skow_XM_006818745.1	1.0	S	0.0
Coemet_Cmet_C589917_01	Aque_Aqu2.1.22402_001	1.0	S	0.0
Coemet_Cmet_C589917_01	Hsap_ENST00000265322	1.0	S	0.0
Coemet_Cmet_C589917_01	Chem_TCONS_00012497	1.0	S	0.0
Coemet_Cmet_C589917_01	Ocar_g10729	1.0	S	0.0
Coemet_Cmet_C589917_01	Clacor_Ccor_scaffold6885_01	1.0	S	0.0
Coemet_Cmet_C589917_01	Acagra_model.g6032.t1.1.5d3b8493	1.0	S	0.0
Coemet_Cmet_C589917_01	Bralan_BLAG12000616_1	1.0	S	0.0
Coemet_Cmet_C589917_01	Lcom_lcpid246555	1.0	S	0.0
Coemet_Cmet_C589917_01	Rhoesc_Res_005301-T1	1.0	S	0.0
Coemet_Cmet_C589917_01	Gracom_Gcom_scaffold14784_01	1.0	S	0.0
Coemet_Cmet_C589917_01	Opea_EP00118_Oscarella_pearsei_P002066	1.0	S	0.0
Coemet_Cmet_C589917_01	Halamb_c34751_g1_i1m.8292	1.0	S	0.0
Coemet_Cmet_C589917_01	Gasp_gasp1.m3.15979.m1	1.0	S	0.0
Coemet_Cmet_C589917_01	Bralan_BLAG12000276_1	1.0	S	0.0
Coemet_Cmet_C589917_01	Dgig_XM_028541899.1	1.0	S	0.0
Pbac_sb2660695	Skow_XM_002736062.2	1.0	S	0.0
Pbac_sb2660695	Sanmal_Sma_005935-T1	1.0	S	0.0
Pbac_sb2660695	Exapal_XM_021061782.2	1.0	S	0.0
Pbac_sb2660695	Stycar_maker-SC_scaffold76259-snap-gene-0.77-mRNA-1	1.0	S	0.0
Pbac_sb2660695	Acagra_model.g6032.t1.2.5d3b8493	1.0	S	0.0
Pbac_sb2660695	Morvir_scaffold27.g10.t1	1.0	S	0.0
Pbac_sb2660695	Acagra_model.g6032.t1	1.0	S	0.0
