gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Tetwil_g10862.t1	OG0	1.0		
Hvul_g14938_1	OG0	1.0		
Bralan_BLAG09001250_1	OG0	1.0		
TrH2_TrispH2_003430-RA	OG0	1.0		
HoiH04_mRNA8004	OG0	1.0		
Exapal_XM_021045755.2	OG0	1.0		
Aaur_scaffold117.g14.t1	OG0	1.0		
Dgig_XM_028539628.1	OG0	1.0		
Spur_XM_003729028.3	OG0	1.0		
Morvir_scaffold113.g2.t3	OG0	1.0		
Tcas_TC006314_001	OG0	1.0		
HoiH23_PlH23_000146-RA	OG0	1.0		
Nemnom_g10195.t1	OG0	1.0		
Dpul_mRNA5967	OG0	1.0		
HoiH06_mRNA13078	OG0	1.0		
Amil_Amillepora13712-RA	OG0	1.0		
Spis_XP_022794575_1	OG0	1.0		
Hsap_ENST00000262320	OG0	1.0		
Adig_XM_015911687.1	OG0	1.0		
Gfas_gfas1.m1.6814.m1	OG0	1.0		
Hsap_ENST00000307078	OG0	1.0		
Fspp_ffun1.m4.9702.m1	OG0	1.0		
Tadh_TriadT53011	OG0	1.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA223633	OG0	1.0		
Nemnom_g10196.t1	OG0	1.0		
Chem_TCONS_00021037	OG0	1.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA223632	OG0	1.0		
Rhoesc_Res_013890-T1	OG0	1.0		
Skow_NM_001165003.1	OG0	1.0		
Cgig_XM_011437299.3	OG0	1.0		
Acagra_model.g4273.t1.1.5d3b8335	OG0	1.0		
Sanmal_Sma_012828-T1	OG0	1.0		
Gasp_gasp1.m3.24344.m1	OG0	1.0		
Xesp_018748-T1	OG0	1.0		
Pocdam_XM_027187373.1	OG0	1.0		
Cscu_XM_023375122.1	OG0	1.0		
Ocar_g6554	OG0	1.0		
Halamb_c54475_g2_i3mm.5946	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P002802	OG0	1.0		
Eupdun_Edun_sb10622741	OG0	1.0		
Aque_Aqu2.1.38536_001	OG0	1.0		
Spolac_c103169_g1_i1_m.32804c103169-g1	OG0	1.0		
Plespi_Pspi_scaffold2901_01	OG0	1.0		
Coeast_Cast_sb810341	OG0	1.0		
Emue_Em0020g197a.t1	OG0	1.0		
Aque_Aqu2.1.38537_001	OG0	1.0		
Stycar_maker-SC_scaffold7159-snap-gene-0.6-mRNA-1	OG0	1.0		
Plajan_Pjan_scaffold12840_01	OG0	1.0		
Stycar_maker-SC_scaffold2743-augustus-gene-0.5-mRNA-1	OG0	1.0		
Xestes_maker-XT_scaffold5095-augustus-gene-0.6-mRNA-1	OG0	1.0		
Pbac_sb2655985	OG0	1.0		
Spolac_c103169_g1_i2_m.32805c103169-g1	OG0	1.0		
