in_gene	out_gene	branch_support	ev_type	sos
Cscu_XM_023370257.1	Nvec_NVE19379	1.0	S	0.0
Cscu_XM_023370257.1	Hvul_g22794_1	1.0	S	0.0
Cscu_XM_023370257.1	Drygla_Dgla_sb277112	1.0	S	0.0
Cscu_XM_023370257.1	TrH2_TrispH2_008193-RA	1.0	S	0.0
Cscu_XM_023370257.1	Pocdam_XM_027202957.1	1.0	S	0.0
Cscu_XM_023370257.1	Stycar_maker-SC_scaffold143304-snap-gene-0.14-mRNA-1	1.0	S	0.0
Cscu_XM_023370257.1	Gfas_gfas1.m1.3399.m1	1.0	S	0.0
Cscu_XM_023370257.1	Emue_Em1095g1a.t1	1.0	S	0.0
Cscu_XM_023370257.1	Fspp_ffun1.m4.25113.m1	1.0	S	0.0
Cscu_XM_023370257.1	HoiH06_mRNA13680	1.0	S	0.0
Cscu_XM_023370257.1	Lampan_Lpan_C418867_01	1.0	S	0.0
Cscu_XM_023370257.1	Spolac_c98353_g1_i3_m.17005c102614-g3	1.0	S	0.0
Cscu_XM_023370257.1	Spis_XP_022799121_1	1.0	S	0.0
Cscu_XM_023370257.1	Clacor_Ccor_scaffold12942_01	1.0	S	0.0
Cscu_XM_023370257.1	Hsap_ENST00000369562	1.0	S	0.0
Cscu_XM_023370257.1	Emue_Em1018g1a.t1	1.0	S	0.0
Cscu_XM_023370257.1	Skow_NM_001184926.1	1.0	S	0.0
Cscu_XM_023370257.1	Beraby_Baby_sb345523	1.0	S	0.0
Cscu_XM_023370257.1	Rhoesc_Res_003267-T1	1.0	S	0.0
Cscu_XM_023370257.1	Gasp_gasp1.m3.955.m1	1.0	S	0.0
Cscu_XM_023370257.1	Bralan_BLAG03001168_1	1.0	S	0.0
Cscu_XM_023370257.1	Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA163417	1.0	S	0.0
Cscu_XM_023370257.1	Morvir_scaffold206.g3.t1	1.0	S	0.0
Cscu_XM_023370257.1	Acagra_model.g883.t1	1.0	S	0.0
Cscu_XM_023370257.1	Bolinf_Binf_sb1240031	1.0	S	0.0
Cscu_XM_023370257.1	Pbac_sb2644511	1.0	S	0.0
Cscu_XM_023370257.1	Coemet_Cmet_scaffold6781_01	1.0	S	0.0
Cscu_XM_023370257.1	Xestes_maker-XT_scaffold10560-augustus-gene-0.10-mRNA-1	1.0	S	0.0
Cscu_XM_023370257.1	Sanmal_Sma_008532-T1	1.0	S	0.0
Cscu_XM_023370257.1	Halamb_c50742_g1_i2m.29007	1.0	S	0.0
Cscu_XM_023370257.1	Nvec_v1g5716	1.0	S	0.0
Cscu_XM_023370257.1	Mlei_ML2120.g1.i1	1.0	S	0.0
Cscu_XM_023370257.1	Sanmal_Sma_008530-T1	1.0	S	0.0
Cscu_XM_023370257.1	Eupdun_Edun_sb10648181	1.0	S	0.0
Cscu_XM_023370257.1	HoiH23_PlH23_003682-RA	1.0	S	0.0
Cscu_XM_023370257.1	Chem_TCONS_00071242	1.0	S	0.0
Cscu_XM_023370257.1	Bolinf_Binf_sb1240032	1.0	S	0.0
Cscu_XM_023370257.1	Vmul_Simscaffold7630_01	1.0	S	0.0
Cscu_XM_023370257.1	Spolac_c102614_g7_i1_m.30203c102614-g3	1.0	S	0.0
Cscu_XM_023370257.1	Xestes_maker-XT_scaffold3039-snap-gene-0.8-mRNA-1	1.0	S	0.0
Cscu_XM_023370257.1	Emue_Em0550g4a.t1	1.0	S	0.0
Cscu_XM_023370257.1	Eupdun_Edun_sb10648185	1.0	S	0.0
Cscu_XM_023370257.1	Bolinf_Binf_sb1207972	1.0	S	0.0
Cscu_XM_023370257.1	Tetwil_g3631.t2	1.0	S	0.0
Cscu_XM_023370257.1	Bolinf_Binf_sb1240017	1.0	S	0.0
Cscu_XM_023370257.1	Dgig_XM_028535733.1	1.0	S	0.0
Cscu_XM_023370257.1	Aque_Aqu2.1.11430_001	1.0	S	0.0
Cscu_XM_023370257.1	Spolac_c98353_g1_i1_m.17003c102614-g3	1.0	S	0.0
Cscu_XM_023370257.1	Stycar_maker-SC_scaffold1944-augustus-gene-0.3-mRNA-1	1.0	S	0.0
Cscu_XM_023370257.1	Bolinf_Binf_sb1198883	1.0	S	0.0
Cscu_XM_023370257.1	Lcom_lcpid118381	1.0	S	0.0
Cscu_XM_023370257.1	Spur_XM_011667409.2	1.0	S	0.0
Cscu_XM_023370257.1	Mertsp_Mesp_sb557361	1.0	S	0.0
Cscu_XM_023370257.1	Coeast_Cast_sb837765	1.0	S	0.0
Cscu_XM_023370257.1	Drygla_Dgla_sb304029	1.0	S	0.0
Cscu_XM_023370257.1	Vmul_sbMO407861	1.0	S	0.0
Cscu_XM_023370257.1	Ocar_g10873	1.0	S	0.0
Cscu_XM_023370257.1	Aaur_scaffold739.g2.t1	1.0	S	0.0
Cscu_XM_023370257.1	Mertsp_Mesp_sb551018	1.0	S	0.0
Cscu_XM_023370257.1	Tadh_TriadT50604	1.0	S	0.0
Cscu_XM_023370257.1	Pbac_sb2647441	1.0	S	0.0
Cscu_XM_023370257.1	Bolinf_Binf_sb1240029	1.0	S	0.0
Cscu_XM_023370257.1	Amil_Amillepora03565-RA	1.0	S	0.0
Cscu_XM_023370257.1	Ocar_g10077	1.0	S	0.0
Cscu_XM_023370257.1	Cgig_XM_011443857.3	1.0	S	0.0
Cscu_XM_023370257.1	Mlei_ML2089.g6.i1	1.0	S	0.0
Cscu_XM_023370257.1	Coeast_Cast_sb760744	1.0	S	0.0
Cscu_XM_023370257.1	Mertsp_Mesp_sb544824	1.0	S	0.0
Cscu_XM_023370257.1	Opea_EP00118_Oscarella_pearsei_P023763	1.0	S	0.0
Cscu_XM_023370257.1	Lcom_lcpid48015	1.0	S	0.0
Cscu_XM_023370257.1	Spolac_c102614_g3_i1_m.30202c102614-g3	1.0	S	0.0
Cscu_XM_023370257.1	Aque_Aqu2.1.36405_001	1.0	S	0.0
Cscu_XM_023370257.1	Pbac_sb2644512	1.0	S	0.0
Cscu_XM_023370257.1	Spolac_c98353_g1_i2_m.17004c102614-g3	1.0	S	0.0
Cscu_XM_023370257.1	Plajan_Pjan_scaffold13360_01	1.0	S	0.0
Cscu_XM_023370257.1	Eupdun_Edun_sb10648184	1.0	S	0.0
Cscu_XM_023370257.1	Horcal_Hcv1.av93.c6.g857.i1	1.0	S	0.0
Cscu_XM_023370257.1	Exapal_XM_021051824.2	1.0	S	0.0
Cscu_XM_023370257.1	Xesp_013165-T1	1.0	S	0.0
Cscu_XM_023370257.1	HoiH11_mRNA6095	1.0	S	0.0
Cscu_XM_023370257.1	Leuniv_Lniv_scaffold26124_01	1.0	S	0.0
Cscu_XM_023370257.1	Bolinf_Binf_sb1240037	1.0	S	0.0
Cscu_XM_023370257.1	Gracom_Gcom_scaffold13709_01	1.0	S	0.0
Cscu_XM_023370257.1	Hhon_g04378.t1	1.0	S	0.0
Cscu_XM_023370257.1	Plespi_Pspi_scaffold5410_01	1.0	S	0.0
Cscu_XM_023370257.1	Nemnom_g18642.t1	1.0	S	0.0
Cscu_XM_023370257.1	Adig_XM_015916063.1	1.0	S	0.0
Cscu_XM_023370257.1	Bolinf_Binf_sb1207970	1.0	S	0.0
Cscu_XM_023370257.1	Scil_scict011391.1	1.0	S	0.0
Cscu_XM_023370272.1	Nvec_NVE19379	1.0	S	0.0
Cscu_XM_023370272.1	Hvul_g22794_1	1.0	S	0.0
Cscu_XM_023370272.1	Drygla_Dgla_sb277112	1.0	S	0.0
Cscu_XM_023370272.1	TrH2_TrispH2_008193-RA	1.0	S	0.0
Cscu_XM_023370272.1	Pocdam_XM_027202957.1	1.0	S	0.0
Cscu_XM_023370272.1	Stycar_maker-SC_scaffold143304-snap-gene-0.14-mRNA-1	1.0	S	0.0
Cscu_XM_023370272.1	Gfas_gfas1.m1.3399.m1	1.0	S	0.0
Cscu_XM_023370272.1	Emue_Em1095g1a.t1	1.0	S	0.0
Cscu_XM_023370272.1	Fspp_ffun1.m4.25113.m1	1.0	S	0.0
Cscu_XM_023370272.1	HoiH06_mRNA13680	1.0	S	0.0
Cscu_XM_023370272.1	Lampan_Lpan_C418867_01	1.0	S	0.0
Cscu_XM_023370272.1	Spolac_c98353_g1_i3_m.17005c102614-g3	1.0	S	0.0
Cscu_XM_023370272.1	Spis_XP_022799121_1	1.0	S	0.0
Cscu_XM_023370272.1	Clacor_Ccor_scaffold12942_01	1.0	S	0.0
Cscu_XM_023370272.1	Hsap_ENST00000369562	1.0	S	0.0
Cscu_XM_023370272.1	Emue_Em1018g1a.t1	1.0	S	0.0
Cscu_XM_023370272.1	Skow_NM_001184926.1	1.0	S	0.0
Cscu_XM_023370272.1	Beraby_Baby_sb345523	1.0	S	0.0
Cscu_XM_023370272.1	Rhoesc_Res_003267-T1	1.0	S	0.0
Cscu_XM_023370272.1	Gasp_gasp1.m3.955.m1	1.0	S	0.0
Cscu_XM_023370272.1	Bralan_BLAG03001168_1	1.0	S	0.0
Cscu_XM_023370272.1	Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA163417	1.0	S	0.0
Cscu_XM_023370272.1	Morvir_scaffold206.g3.t1	1.0	S	0.0
Cscu_XM_023370272.1	Acagra_model.g883.t1	1.0	S	0.0
Cscu_XM_023370272.1	Bolinf_Binf_sb1240031	1.0	S	0.0
Cscu_XM_023370272.1	Pbac_sb2644511	1.0	S	0.0
Cscu_XM_023370272.1	Coemet_Cmet_scaffold6781_01	1.0	S	0.0
Cscu_XM_023370272.1	Xestes_maker-XT_scaffold10560-augustus-gene-0.10-mRNA-1	1.0	S	0.0
Cscu_XM_023370272.1	Sanmal_Sma_008532-T1	1.0	S	0.0
Cscu_XM_023370272.1	Halamb_c50742_g1_i2m.29007	1.0	S	0.0
Cscu_XM_023370272.1	Nvec_v1g5716	1.0	S	0.0
Cscu_XM_023370272.1	Mlei_ML2120.g1.i1	1.0	S	0.0
Cscu_XM_023370272.1	Sanmal_Sma_008530-T1	1.0	S	0.0
Cscu_XM_023370272.1	Eupdun_Edun_sb10648181	1.0	S	0.0
Cscu_XM_023370272.1	HoiH23_PlH23_003682-RA	1.0	S	0.0
Cscu_XM_023370272.1	Chem_TCONS_00071242	1.0	S	0.0
Cscu_XM_023370272.1	Bolinf_Binf_sb1240032	1.0	S	0.0
Cscu_XM_023370272.1	Vmul_Simscaffold7630_01	1.0	S	0.0
Cscu_XM_023370272.1	Spolac_c102614_g7_i1_m.30203c102614-g3	1.0	S	0.0
Cscu_XM_023370272.1	Xestes_maker-XT_scaffold3039-snap-gene-0.8-mRNA-1	1.0	S	0.0
Cscu_XM_023370272.1	Emue_Em0550g4a.t1	1.0	S	0.0
Cscu_XM_023370272.1	Eupdun_Edun_sb10648185	1.0	S	0.0
Cscu_XM_023370272.1	Bolinf_Binf_sb1207972	1.0	S	0.0
Cscu_XM_023370272.1	Tetwil_g3631.t2	1.0	S	0.0
Cscu_XM_023370272.1	Bolinf_Binf_sb1240017	1.0	S	0.0
Cscu_XM_023370272.1	Dgig_XM_028535733.1	1.0	S	0.0
Cscu_XM_023370272.1	Aque_Aqu2.1.11430_001	1.0	S	0.0
Cscu_XM_023370272.1	Spolac_c98353_g1_i1_m.17003c102614-g3	1.0	S	0.0
Cscu_XM_023370272.1	Stycar_maker-SC_scaffold1944-augustus-gene-0.3-mRNA-1	1.0	S	0.0
Cscu_XM_023370272.1	Bolinf_Binf_sb1198883	1.0	S	0.0
Cscu_XM_023370272.1	Lcom_lcpid118381	1.0	S	0.0
Cscu_XM_023370272.1	Spur_XM_011667409.2	1.0	S	0.0
Cscu_XM_023370272.1	Mertsp_Mesp_sb557361	1.0	S	0.0
Cscu_XM_023370272.1	Coeast_Cast_sb837765	1.0	S	0.0
Cscu_XM_023370272.1	Drygla_Dgla_sb304029	1.0	S	0.0
Cscu_XM_023370272.1	Vmul_sbMO407861	1.0	S	0.0
Cscu_XM_023370272.1	Ocar_g10873	1.0	S	0.0
Cscu_XM_023370272.1	Aaur_scaffold739.g2.t1	1.0	S	0.0
Cscu_XM_023370272.1	Mertsp_Mesp_sb551018	1.0	S	0.0
Cscu_XM_023370272.1	Tadh_TriadT50604	1.0	S	0.0
Cscu_XM_023370272.1	Pbac_sb2647441	1.0	S	0.0
Cscu_XM_023370272.1	Bolinf_Binf_sb1240029	1.0	S	0.0
Cscu_XM_023370272.1	Amil_Amillepora03565-RA	1.0	S	0.0
Cscu_XM_023370272.1	Ocar_g10077	1.0	S	0.0
