gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Drygla_Dgla_sb311240	OG0	1.0		
Sanmal_Sma_013543-T1	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P010018	OG0	1.0		
Hhon_g10931.t1	OG0	1.0		
Xesp_003039-T1	OG0	1.0		
Spis_XP_022803767_1	OG0	1.0		
Nvec_v1g242394	OG0	1.0		
Tcas_TC002875_001	OG0	1.0		
Nemnom_g3574.t1	OG0	1.0		
Aque_Aqu2.1.29017_001	OG0	1.0		
Halamb_c52359_g2_i1m.32843	OG0	1.0		
Spur_XM_030976715.1	OG0	1.0		
Dpul_mRNA15668	OG0	1.0		
Gracom_Gcom_C549856_01	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P010017	OG0	1.0		
Adig_XM_015915365.1	OG0	1.0		
Clacor_Ccor_scaffold12991_01	OG0	1.0		
Spolac_c91979_g1_i1_m.7401c46168-g1	OG0	1.0		
Emue_Em0009g1034a.t1	OG0	1.0		
Amil_Amillepora16372-RA	OG0	1.0		
Lcom_lcpid88879	OG0	1.0		
Clacor_Ccor_C513617_01	OG0	1.0		
Exapal_XM_021047473.1	OG0	1.0		
Leuniv_Lniv_scaffold19827_01	OG0	1.0		
Ocar_g8192	OG0	1.0		
Aque_Aqu2.1.06852_001	OG0	1.0		
Hsap_ENST00000268206	OG0	1.0		
Lcom_lcpid47945	OG0	1.0		
Emue_Em0009g1033a.t1	OG0	1.0		
Rhoesc_Res_009465-T1	OG0	1.0		
Halamb_c45308_g1_i1m.18755	OG0	1.0		
HoiH23_PlH23_005998-RA	OG0	1.0		
Aaur_scaffold754.g6.t1	OG0	1.0		
TrH2_TrispH2_009263-RA	OG0	1.0		
Aque_Aqu2.1.04101_001	OG0	1.0		
Acagra_model.g9597.t1	OG0	1.0		
Aque_Aqu2.1.29015_001	OG0	1.0		
Skow_XM_006818947.1	OG0	1.0		
Chem_TCONS_00007203	OG0	1.0		
Aque_Aqu2.1.29014_001	OG0	1.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA117244	OG0	1.0		
HoiH11_mRNA5517	OG0	1.0		
Gfas_gfas1.m1.2793.m1	OG0	1.0		
HoiH04_mRNA5711	OG0	1.0		
Stycar_maker-SC_scaffold7218-snap-gene-0.22-mRNA-1	OG0	1.0		
Cscu_XM_023371673.1	OG0	1.0		
Tetwil_g25809.t1	OG0	1.0		
Emue_Em0009g1036a.t1	OG0	1.0		
Gracom_Gcom_C545608_01	OG0	1.0		
Scil_scict019347.1	OG0	1.0		
Aque_Aqu2.1.17779_001	OG0	1.0		
Bralan_BLAG02001467_1	OG0	1.0		
Plespi_Pspi_scaffold20454_01	OG0	1.0		
Xestes_snap_masked-XT_scaffold5497-processed-gene-0.6-mRNA-1	OG0	1.0		
Gasp_gasp1.m3.1497.m1	OG0	1.0		
Tetwil_g14926.t1	OG0	1.0		
HoiH06_mRNA4717	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P010016	OG0	1.0		
Skow_XM_006814441.1	OG0	1.0		
Cgig_XM_011446359.3	OG0	1.0		
Plajan_Pjan_scaffold23719_01	OG0	1.0		
Fspp_ffun1.m4.15349.m1	OG0	1.0		
Tadh_TriadT30782	OG0	1.0		
Xestes_augustus_masked-XT_scaffold122047-processed-gene-0.5-mRNA-1	OG0	1.0		
Skow_XM_006817109.1	OG0	1.0		
Morvir_scaffold22.g96.t2	OG0	1.0		
Pocdam_XM_027186201.1	OG0	1.0		
Leuniv_Lniv_C788406_01	OG0	1.0		
Spolac_c95262_g2_i1_m.11232c46168-g1	OG0	1.0		
Spolac_c46168_g1_i1_m.1344c46168-g1	OG0	1.0		
Dgig_XM_028551231.1	OG0	1.0		
Bolinf_Binf_sb1230045	OG0	1.0		
Pbac_sb2656733	OG0	1.0		
Lampan_Lpan_13476_01	OG0	1.0		
Horcal_Hcv1.av93.c5.g1063.i1	OG0	1.0		
Mertsp_Mesp_sb565767	OG0	1.0		
Bolinf_Binf_sb1230044	OG0	1.0		
Mlei_ML0463.g36.i1	OG0	1.0		
Pbac_sb2656737	OG0	1.0		
Coemet_Cmet_scaffold21169_01	OG0	1.0		
Bolinf_Binf_sb1190732	OG0	1.0		
Pbac_sb2656735	OG0	1.0		
Pbac_sb2652133	OG0	1.0		
Vmul_sbMO431226	OG0	1.0		
Vmul_sbMO431227	OG0	1.0		
Pbac_sb2652134	OG0	1.0		
Beraby_Baby_sb346930	OG0	1.0		
Bolinf_Binf_sb1190731	OG0	1.0		
Eupdun_Edun_sb10635137	OG0	1.0		
