gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Lcom_lcpid127030	OG0	1.0		
Spur_XM_781371.5	OG0	1.0		
Xesp_011825-T1	OG0	1.0		
Gasp_gasp1.m3.22231.m1	OG0	1.0		
Fspp_ffun1.m4.12522.m1	OG0	1.0		
Dgig_XM_028558024.1	OG0	1.0		
HoiH04_mRNA6144	OG0	1.0		
Hhon_g06955.t1	OG0	1.0		
Hsap_ENST00000621525	OG0	1.0		
Nvec_NVE6879	OG0	1.0		
Hvul_g2670_1	OG0	1.0		
Nemnom_g17181.t1	OG0	1.0		
HoiH23_PlH23_000400-RA	OG0	1.0		
Morvir_scaffold66.g33.t1	OG0	1.0		
Tadh_wf_g8716.t1	OG0	1.0		
Sanmal_Sma_023349-T2	OG0	1.0		
Emue_Em0001g3277a.t1	OG0	1.0		
Dpul_mRNA334	OG0	1.0		
Hsap_ENST00000389912	OG0	1.0		
Bralan_BLAG04001460_1	OG0	1.0		
Aque_Aqu2.1.40397_001	OG0	1.0		
HoiH11_mRNA9458	OG0	1.0		
Xestes_maker-XT_scaffold164958-snap-gene-0.6-mRNA-1	OG0	1.0		
Tcas_TC015568_001	OG0	1.0		
Adig_XM_015921087.1	OG0	1.0		
Aaur_scaffold302.g18.t1	OG0	1.0		
Cgig_XM_011454329.3	OG0	1.0		
Amil_Amillepora12720-RA	OG0	1.0		
Skow_XM_002731404.2	OG0	1.0		
Rhoesc_Res_004882-T1	OG0	1.0		
Stycar_augustus_masked-SC_scaffold30465-processed-gene-0.0-mRNA-1	OG0	1.0		
TrH2_TrispH2_000347-RA	OG0	1.0		
Pocdam_XM_027202694.1	OG0	1.0		
Clacor_Ccor_C525917_01	OG0	1.0		
Scil_scict010393.1	OG0	1.0		
