gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Halamb_c47274_g2_i1m.22070	OG0	1.0		
Morvir_scaffold1299.g1.t1	OG0	1.0		
Fspp_ffun1.m4.29965.m1	OG0	1.0		
Acagra_model.g7138.t1	OG0	1.0		
Exapal_XM_028659785.1	OG0	1.0		
Amil_Amillepora23319-RA	OG0	1.0		
Plajan_Pjan_scaffold12922_01	OG0	1.0		
Spis_XP_022799835_1	OG0	1.0		
HoiH06_mRNA4170	OG0	1.0		
Cgig_XM_034456037.1	OG0	1.0		
Tadh_TriadT58114	OG0	1.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA228034	OG0	1.0		
Hvul_g20615_1	OG0	1.0		
Leuniv_Lniv_scaffold5982_01	OG0	1.0		
Pbac_sb2668290	OG0	1.0		
Chem_TCONS_00023849	OG0	1.0		
HoiH04_mRNA8379	OG0	1.0		
Nvec_v1g104652	OG0	1.0		
Ocar_g6967	OG0	1.0		
Dpul_mRNA23819	OG0	1.0		
Aaur_scaffold205.g7.t5	OG0	1.0		
Dpul_mRNA23860	OG0	1.0		
Tcas_TC002135_001	OG0	1.0		
Gasp_gasp1.m3.12374.m1	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P004804	OG0	1.0		
Hhon_g00105.t1	OG0	1.0		
Gracom_Gcom_C559588_01	OG0	1.0		
Xesp_020755-T1	OG0	1.0		
Dgig_XM_028546887.1	OG0	1.0		
Rhoesc_Res_012073-T1	OG0	1.0		
Skow_XM_006825116.1	OG0	1.0		
TrH2_TrispH2_000583-RA	OG0	1.0		
Bralan_BLAG02000988_2	OG0	1.0		
Cscu_XM_023355050.1	OG0	1.0		
Exapal_XM_021047247.2	OG0	1.0		
Gfas_gfas1.m1.16240.m1	OG0	1.0		
Coemet_Cmet_scaffold20390_01	OG0	1.0		
HoiH23_PlH23_002828-RA	OG0	1.0		
Pbac_sb2649889	OG0	1.0		
Morvir_scaffold88.g28.t1	OG0	1.0		
Adig_XM_015899295.1	OG0	1.0		
Hsap_ENST00000265602	OG0	1.0		
Pbac_sb2669267	OG0	1.0		
Clacor_Ccor_scaffold11061_01	OG0	1.0		
Aaur_scaffold205.g6.t1	OG0	1.0		
HoiH11_mRNA3871	OG0	1.0		
Lcom_lcpid193784	OG0	1.0		
Coeast_Cast_sb754489	OG0	1.0		
Lcom_lcpid24806	OG0	1.0		
Nemnom_g10124.t1	OG0	1.0		
Plespi_Pspi_scaffold8881_01	OG0	1.0		
Nvec_v1g29680	OG0	1.0		
Beraby_Baby_sb343784	OG0	1.0		
Drygla_Dgla_sb289114	OG0	1.0		
Lampan_Lpan_2956_01	OG0	1.0		
Spur_XM_030980294.1	OG0	1.0		
Sanmal_Sma_007645-T1	OG0	1.0		
Horcal_Hcv1.av93.c9.g807.i2	OG0	1.0		
Fspp_ffun1.m4.18367.m1	OG0	1.0		
Xestes_maker-XT_scaffold206-augustus-gene-0.43-mRNA-1	OG0	1.0		
Stycar_maker-SC_scaffold5883-snap-gene-0.140-mRNA-1	OG0	1.0		
Spolac_c100299_g1_i1_m.22051c100299-g1	OG0	1.0		
Aque_Aqu2.1.19276_001	OG0	1.0		
Tetwil_g12640.t1	OG0	1.0		
Emue_Em0023g67a.t1	OG0	1.0		
