7948	Ea	ACHFU_Afu008518
7948	Ea	ENSLOCP00000019932.1
7948	Ea	mRNA.RE12931
7948	Ea	Em0001g1171a
7948	Ea	TC013573_001
7948	Ea	BL09372.1
7948	Ea	ENSGALP00000016084
7948	Ea	PY_T11454
7948	Ea	ANABR_EVM0007765.1
7948	Ea	XP_004347931.1
7948	Ea	XP_001742543.1
7948	Ea	RDD47270.1
7948	Ea	Sc4wPfr_384.g24866.t1
7948	Ea	2650_PMZ_0010213-RA
7948	Ea	SMAR014657-PA
7948	Ea	XP_011410014.1
7948	Ea	ENSGALP00000016084.3
7948	Ea	G529998
7948	Ea	Hcv1.av90.c8.g591.i1
7948	Ea	GENE1393
8096	H	XP_004991242.1
8096	H	2650_PMZ_0002771-RA
8096	H	ANABR_EVM0017790.1
8096	H	PY_T05312
8096	H	XP_019852330.1
8096	H	G515530
8096	H	TC005832_001
8096	H	Hcv1.av90.c6.g239.i2
8096	H	SMAR011288-PA
8096	H	ACHFU_Afu005164
8096	H	ENSGALP00000046624.1
8096	H	XP_001748559.1
8096	H	ENSLOCP00000008687.1
8096	H	SMAR013255-PA
8096	H	BL24099.1
8096	H	RDD45290.1
8096	H	Em0020g488a
8096	H	mRNA.RE10257
8096	H	g33028.t1
8096	H	ENSGALP00000011221
8096	H	Sc4wPfr_2929.g26482.t1
8096	H	XP_001748558.1
8096	H	XP_019852324.1
8096	H	Hcv1.av90.c6.g239.i1
8096	H	XP_004363681.1
8096	H	GENE896
9923	F	ANABR_EVM0014728.1
9923	F	G513993
9923	F	TC031438_002
9923	F	PY_T12881
9923	F	ENSLOCP00000003227.1
9923	F	ENSGALP00000012445
9923	F	Hcv1.av90.c11.g363.i1
9923	F	ENSGALP00000052541.1
9923	F	XP_001742457.1
9923	F	SMAR014666-PA
9923	F	mRNA.RE14596
9923	F	BL02556.1
9923	F	XP_004989484.1
9923	F	ACHFU_Afu021975
9923	F	2650_PMZ_0033001-RA
9923	F	Em0016g903a
9923	F	TC031438_001
9923	F	RDD39233.1
9923	F	Sc4wPfr_62.g4489.t1
9923	F	XP_004364211.2
9923	F	GENE459
9315	N	Hcv1.av90.c6.g631.i1
9315	N	PY_T20813
