gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA174437	OG0	95.0		
Mylflu_EP00047_Mylnosiga_fluctuans_P023951	OG0	95.0		
Salmac_EP00052_Salpingoeca_macrocollata_P013063	OG0	95.0		
Xestes_maker-XT_scaffold189535-augustus-gene-0.892-mRNA-1	OG0	95.0		
Xestes_augustus_masked-XT_scaffold114477-processed-gene-0.4-mRNA-1	OG0	95.0		
Xestes_augustus_masked-XT_scaffold129642-processed-gene-0.1-mRNA-1	OG0	95.0		
Mylflu_EP00047_Mylnosiga_fluctuans_P023948	OG0	95.0		
Xestes_augustus_masked-XT_scaffold47075-processed-gene-0.1-mRNA-1	OG0	95.0		
Xestes_augustus_masked-XT_scaffold160399-processed-gene-0.0-mRNA-1	OG0	95.0		
Salinf_EP00049_Salpingoeca_infusionum_P018884	OG0	95.0		
Stycar_augustus_masked-SC_scaffold2218-processed-gene-0.0-mRNA-1	OG0	95.0		
Nvec_v1g46989	OG0	95.0		
Dpul_mRNA18154	OG1	95.0		
Coeast_Cast_sb830558	OG1	95.0		
Morvir_scaffold61.g27.t1	OG1	95.0		
Gracom_Gcom_C541200_01	OG1	95.0		
Chofle_EP00730_Choanoeca_flexa_P000758	OG1	95.0		
Beraby_Baby_sb331145	OG1	95.0		
Eupdun_Edun_sb10623886	OG1	95.0		
Leuniv_Lniv_scaffold4536_01	OG1	95.0		
Beraby_Baby_sb331144	OG1	95.0		
Leuniv_Lniv_scaffold19842_01	OG1	95.0		
Cgig_XM_011414151.3	OG1	95.0		
Halamb_c43246_g1_i5m.15942	OG1	95.0		
Nvec_v1g81583	OG1	95.0		
Adig_XM_015895718.1	OG1	95.0		
Hsap_ENST00000232607	OG1	95.0		
Lcom_lcpid125807	OG1	95.0		
Adig_XM_015895609.1	OG1	95.0		
Acaspe_EP00035_Acanthoeca_spectabilis_P023989	OG1	95.0		
Didcos_EP00039_Didymoeca_costata_P033133	OG1	95.0		
Coemet_Cmet_scaffold3832_01	OG1	95.0		
Horcal_Hcv1.av93.c5.g415.i1	OG1	95.0		
Mertsp_Mesp_sb537017	OG1	95.0		
Plajan_Pjan_scaffold14537_01	OG1	95.0		
Morvir_scaffold1635.g1.t1	OG1	95.0		
Mbre_EDQ88226	OG1	95.0		
Xestes_augustus_masked-XT_scaffold192200-processed-gene-0.447-mRNA-1	OG1	95.0		
Mertsp_Mesp_sb586948	OG1	95.0		
Coemet_Cmet_C595425_01	OG1	95.0		
Scil_scict024553.1	OG1	95.0		
Clacor_Ccor_scaffold11015_01	OG1	95.0		
Helnan_EP00037_Helgoeca_nana_P008232	OG1	95.0		
Diagra_EP00040_Diaphanoeca_grandis_P032932	OG1	95.0		
Chem_TCONS_00048284	OG1	95.0		
Lampan_Lpan_C400865_01	OG1	95.0		
Mlei_ML0157.g40.i1	OG1	95.0		
Bolinf_Binf_sb1293424	OG1	95.0		
Salurc_EP00051_Salpingoeca_urceolata_P014216	OG1	95.0		
Mertsp_Mesp_sb549863	OG1	95.0		
Rhoesc_Res_008681-T1	OG1	95.0		
Tcas_TC007436_001	OG1	95.0		
Mertsp_Mesp_sb586950	OG1	95.0		
Xestes_maker-XT_scaffold45141-snap-gene-0.13-mRNA-1	OG1	95.0		
Spolac_c98707_g1_i1_m.17842c98707-g1	OG1	95.0		
HoiH11_mRNA3136	OG1	95.0		
Tetwil_g7278.t1	OG1	95.0		
Microa_EP00043_Microstomoeca_roanoka_P005157	OG1	95.0		
Xesp_003400-T1	OG1	95.0		
Tadh_TriadT51535	OG1	95.0		
Choper_EP00045_Choanoeca_perplexa_P012838	OG1	95.0		
Aque_Aqu2.1.28481_001	OG1	95.0		
Morvir_scaffold61.g28.t1	OG1	95.0		
HoiH23_PlH23_004732-RA	OG1	95.0		
Pocdam_XM_027192232.1	OG1	95.0		
Scil_scict018652.1	OG1	95.0		
Coeast_Cast_sb839449	OG1	95.0		
Exapal_XM_021039912.2	OG1	95.0		
Bolinf_Binf_sb1293421	OG1	95.0		
Vmul_SimC383188	OG1	95.0		
Nemnom_g11250.t1	OG1	95.0		
Gasp_gasp1.m3.14759.m1	OG1	95.0		
Hvul_g13218_1	OG1	95.0		
Sanmal_Sma_001913-T1	OG1	95.0		
HoiH06_mRNA1692	OG1	95.0		
Salurc_EP00051_Salpingoeca_urceolata_P014215	OG1	95.0		
Emue_Em0003g320a.t1	OG1	95.0		
Skow_XM_002735835.2	OG1	95.0		
Drygla_Dgla_sb275239	OG1	95.0		
Leuniv_Lniv_scaffold19843_01	OG1	95.0		
Eupdun_Edun_sb10628609	OG1	95.0		
Opea_EP00118_Oscarella_pearsei_P004809	OG1	95.0		
Spur_XM_030989732.1	OG1	95.0		
Bralan_BLAG03000002_1	OG1	95.0		
Ocar_g3816	OG1	95.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P028247	OG1	95.0		
Fspp_ffun1.m4.1130.m1	OG1	95.0		
Spur_XM_030989748.1	OG1	95.0		
Acagra_model.g1610.t1	OG1	95.0		
Horcal_Hcv1.av93.c3.g234.i2	OG1	95.0		
Lcom_lcpid130245	OG1	95.0		
Beraby_Baby_sb327908	OG1	95.0		
Cscu_XM_023360238.1	OG1	95.0		
Spolac_c98707_g1_i2_m.17844c98707-g1	OG1	95.0		
Stedip_EP00041_Stephanoeca_diplocostata_P035540	OG1	95.0		
Horcal_Hcv1.av93.c3.g234.i1	OG1	95.0		
Mlei_ML0549.g7.i1	OG1	95.0		
Hhon_g08614.t1	OG1	95.0		
TrH2_TrispH2_009095-RA	OG1	95.0		
Lcom_lcpid127690	OG1	95.0		
Dgig_XM_028542453.1	OG1	95.0		
HoiH04_mRNA15136	OG1	95.0		
Mertsp_Mesp_sb549862	OG1	95.0		
Sros_EGD82683	OG1	95.0		
Pbac_sb2668344	OG1	95.0		
Vmul_Simscaffold11312_01	OG1	95.0		
Morvir_scaffold61.g30.t1	OG1	95.0		
Pbac_sb2668361	OG1	95.0		
Lampan_Lpan_C404491_01	OG1	95.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA222872	OG1	95.0		
Gracom_Gcom_scaffold1067_01	OG1	95.0		
Bolinf_Binf_sb1293419	OG1	95.0		
Stycar_snap_masked-SC_scaffold2503-processed-gene-0.12-mRNA-1	OG1	95.0		
Spis_XP_022803559_1	OG1	95.0		
Sanmal_Sma_004598-T1	OG1	95.0		
Pbac_sb2639715	OG1	95.0		
Pbac_sb2649565	OG1	95.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P028249	OG1	95.0		
Gfas_gfas1.m1.13895.m1	OG1	95.0		
Dpul_mRNA8984	OG1	95.0		
Dpul_mRNA5137	OG1	95.0		
