gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Tcas_TC005650_001	OG0	57.0		
Mbre_EDQ90183	OG0	57.0		
Salurc_EP00051_Salpingoeca_urceolata_P001695	OG0	57.0		
Diagra_EP00040_Diaphanoeca_grandis_P001165	OG0	57.0		
Didcos_EP00039_Didymoeca_costata_P019162	OG0	57.0		
Salkve_EP00050_Salpingoeca_kvevrii_P012842	OG0	57.0		
Salurc_EP00051_Salpingoeca_urceolata_P034887	OG0	57.0		
Salpun_EP00053_Salpingoeca_punica_P021935	OG0	57.0		
Codhol_EP00042_Codosiga_hollandica_P031133	OG0	57.0		
Acaspe_EP00035_Acanthoeca_spectabilis_P038496	OG0	57.0		
Stedip_EP00041_Stephanoeca_diplocostata_P009064	OG0	57.0		
Microa_EP00043_Microstomoeca_roanoka_P001403	OG0	57.0		
Mylflu_EP00047_Mylnosiga_fluctuans_P004494	OG0	57.0		
Acaspe_EP00035_Acanthoeca_spectabilis_P021169	OG0	57.0		
Lcom_lcpid127413	OG0	57.0		
Sros_EGD80905	OG0	57.0		
Helnan_EP00037_Helgoeca_nana_P000046	OG0	57.0		
Chofle_EP00730_Choanoeca_flexa_P010237	OG0	57.0		
Stedip_EP00041_Stephanoeca_diplocostata_P034552	OG0	57.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P034267	OG0	57.0		
Diagra_EP00040_Diaphanoeca_grandis_P001164	OG0	57.0		
Choper_EP00045_Choanoeca_perplexa_P002280	OG0	57.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P032549	OG0	57.0		
Salinf_EP00049_Salpingoeca_infusionum_P018705	OG0	57.0		
Salkve_EP00050_Salpingoeca_kvevrii_P013846	OG0	57.0		
Dpul_mRNA22679	OG0	57.0		
Tcas_TC015098_001	OG0	57.0		
Aque_Aqu2.1.16425_001	OG1	57.0		
Nvec_NVE21410	OG1	57.0		
Pocdam_XM_027192176.1	OG1	57.0		
Gasp_gasp1.m3.18559.m1	OG1	57.0		
Opea_EP00118_Oscarella_pearsei_P026211	OG1	57.0		
Lcom_lcpid238057	OG1	57.0		
Spur_XM_030983066.1	OG1	57.0		
Rhoesc_Res_012105-T1	OG1	57.0		
Hvul_g5576_1	OG1	57.0		
Hsap_ENST00000373040	OG1	57.0		
Coeast_Cast_sb790995	OG1	57.0		
Bolinf_Binf_sb1251775	OG1	57.0		
Cgig_XM_034458749.1	OG1	57.0		
Drygla_Dgla_sb307156	OG1	57.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA104212	OG1	57.0		
Dgig_XM_028535965.1	OG1	57.0		
Beraby_Baby_sb346103	OG1	57.0		
Spis_XP_022798106_1	OG1	57.0		
Tadh_TriadT32825	OG1	57.0		
Pbac_sb2656830	OG1	57.0		
Horcal_Hcv1.av93.c5.g176.i1	OG1	57.0		
Exapal_XM_021040335.2	OG1	57.0		
Bolinf_Binf_sb1238194	OG1	57.0		
Sanmal_Sma_007596-T1	OG1	57.0		
Lcom_lcpid254588	OG1	57.0		
HoiH06_mRNA7791	OG1	57.0		
Spur_XM_030981977.1	OG1	57.0		
Amil_Amillepora22056-RA	OG1	57.0		
Cscu_XM_023366929.1	OG1	57.0		
Drygla_Dgla_sb307150	OG1	57.0		
Drygla_Dgla_sb307158	OG1	57.0		
Hhon_g05558.t1	OG1	57.0		
HoiH23_PlH23_004936-RA	OG1	57.0		
Clacor_Ccor_scaffold5628_01	OG1	57.0		
Cscu_XM_023366905.1	OG1	57.0		
Leuniv_Lniv_C808980_01	OG1	57.0		
Beraby_Baby_sb346106	OG1	57.0		
Vmul_sbMO400846	OG1	57.0		
Nemnom_g1814.t1	OG1	57.0		
Fspp_ffun1.m4.14581.m1	OG1	57.0		
Drygla_Dgla_sb307159	OG1	57.0		
Lcom_lcpid219326	OG1	57.0		
Acagra_model.g9386.t1	OG1	57.0		
Hsap_ENST00000313433	OG1	57.0		
Gfas_gfas1.m1.18869.m1	OG1	57.0		
Skow_XM_002740813.2	OG1	57.0		
Scil_scict018906.1	OG1	57.0		
Pbac_sb2669509	OG1	57.0		
Lampan_Lpan_3628_01	OG1	57.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA218725	OG1	57.0		
Beraby_Baby_sb346104	OG1	57.0		
Drygla_Dgla_sb307157	OG1	57.0		
Gracom_Gcom_scaffold15727_01	OG1	57.0		
Mlei_ML0407.g9.i1	OG1	57.0		
Mertsp_Mesp_sb564635	OG1	57.0		
Mertsp_Mesp_sb574817	OG1	57.0		
Cscu_XM_023363313.1	OG1	57.0		
Chem_TCONS_00053453	OG1	57.0		
Beraby_Baby_sb346105	OG1	57.0		
TrH2_TrispH2_010388-RA	OG1	57.0		
Drygla_Dgla_sb307151	OG1	57.0		
Eupdun_Edun_sb10660886	OG1	57.0		
Bralan_BLAG02001738_1	OG1	57.0		
HoiH11_mRNA9339	OG1	57.0		
HoiH04_mRNA10709	OG1	57.0		
Plajan_Pjan_C551691_01	OG1	57.0		
Lcom_lcpid80375	OG1	57.0		
Adig_XM_015897577.1	OG1	57.0		
Bolinf_Binf_sb1251776	OG1	57.0		
Drygla_Dgla_sb307153	OG1	57.0		
Tetwil_g13000.t1	OG1	57.0		
Emue_Em0023g20a.t1	OG1	57.0		
Halamb_c32277_g1_i1m.7044	OG1	57.0		
Xestes_maker-XT_scaffold2846-augustus-gene-0.38-mRNA-1	OG1	57.0		
Spolac_c98869_g1_i2_m.18223c101678-g2	OG1	57.0		
Stycar_maker-SC_scaffold7209-augustus-gene-0.29-mRNA-1	OG1	57.0		
Plespi_Pspi_scaffold20650_01	OG1	57.0		
Spolac_c98869_g1_i1_m.18221c101678-g2	OG1	57.0		
Stycar_snap_masked-SC_scaffold6159-processed-gene-0.6-mRNA-1	OG1	57.0		
