gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Salpun_EP00053_Salpingoeca_punica_P010689	OG0	96.0		
Salmac_EP00052_Salpingoeca_macrocollata_P011129	OG0	96.0		
Lcom_lcpid237356	OG0	96.0		
Mylflu_EP00047_Mylnosiga_fluctuans_P002998	OG0	96.0		
Sros_EGD81381	OG1	58.0		
Acaspe_EP00035_Acanthoeca_spectabilis_P020655	OG1	58.0		
Didcos_EP00039_Didymoeca_costata_P018646	OG1	58.0		
Lcom_lcpid225824	OG1	58.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P032533	OG1	58.0		
Helnan_EP00037_Helgoeca_nana_P017605	OG1	58.0		
Salkve_EP00050_Salpingoeca_kvevrii_P012566	OG1	58.0		
Diagra_EP00040_Diaphanoeca_grandis_P028904	OG1	58.0		
Stedip_EP00041_Stephanoeca_diplocostata_P013380	OG1	58.0		
Salurc_EP00051_Salpingoeca_urceolata_P010887	OG1	58.0		
Codhol_EP00042_Codosiga_hollandica_P042404	OG1	58.0		
Salinf_EP00049_Salpingoeca_infusionum_P023136	OG1	58.0		
Microa_EP00043_Microstomoeca_roanoka_P006433	OG1	58.0		
Chofle_EP00730_Choanoeca_flexa_P018064	OG1	58.0		
Mbre_EDQ84428	OG1	58.0		
Choper_EP00045_Choanoeca_perplexa_P005493	OG1	58.0		
Clacor_Ccor_C540285_01	OG2	100.0		
Leuniv_Lniv_C808704_01	OG2	100.0		
Scil_scict023249.1	OG2	100.0		
Gracom_Gcom_C551882_01	OG2	100.0		
Lcom_lcpid155280	OG2	100.0		
Lcom_lcpid109776	OG2	100.0		
HoiH23_PlH23_001750-RA	OG3	93.0		
Mertsp_Mesp_sb557608	OG3	93.0		
Pocdam_XM_027184432.1	OG3	93.0		
Dgig_XM_028545334.1	OG3	93.0		
Drygla_Dgla_sb299953	OG3	93.0		
Stycar_maker-SC_scaffold91962-augustus-gene-0.5-mRNA-1	OG3	93.0		
Mertsp_Mesp_sb592519	OG3	93.0		
Horcal_Hcv1.av93.c13.g584.i1	OG3	93.0		
Mertsp_Mesp_sb592518	OG3	93.0		
Adig_XM_015895157.1	OG3	93.0		
Dpul_mRNA27324	OG3	93.0		
Cscu_XM_023357396.1	OG3	93.0		
Cscu_XM_023363339.1	OG3	93.0		
Horcal_Hcv1.av93.c13.g584.i3	OG3	93.0		
Rhoesc_Res_005446-T1	OG3	93.0		
Lcom_lcpid211621	OG3	93.0		
Bolinf_Binf_sb1254769	OG3	93.0		
Tetwil_g4775.t1	OG3	93.0		
Opea_EP00118_Oscarella_pearsei_P028986	OG3	93.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA153237	OG3	93.0		
Lcom_lcpid174318	OG3	93.0		
Pbac_sb2639604	OG3	93.0		
Nemnom_g16712.t1	OG3	93.0		
Mlei_ML4965.g9.i1	OG3	93.0		
Drygla_Dgla_sb299951	OG3	93.0		
Spis_XP_022788530_1	OG3	93.0		
Beraby_Baby_sb329143	OG3	93.0		
Plespi_Pspi_scaffold20618_01	OG3	93.0		
Dgig_XM_028559932.1	OG3	93.0		
Spolac_c103751_g1_i1_m.35983c103751-g1	OG3	93.0		
Xestes_maker-XT_scaffold5166-augustus-gene-0.12-mRNA-1	OG3	93.0		
Vmul_sbMO407192	OG3	93.0		
Morvir_scaffold28.g87.t1	OG3	93.0		
Eupdun_Edun_sb10633756	OG3	93.0		
Nvec_v1g233482	OG3	93.0		
Chem_TCONS_00002735	OG3	93.0		
Bolinf_Binf_sb1254770	OG3	93.0		
Gasp_gasp1.m3.20933.m1	OG3	93.0		
Aque_Aqu2.1.26315_001	OG3	93.0		
Drygla_Dgla_sb299949	OG3	93.0		
Vmul_Simscaffold3179_01	OG3	93.0		
Drygla_Dgla_sb315157	OG3	93.0		
Horcal_Hcv1.av93.c13.g584.i2	OG3	93.0		
Gfas_gfas1.m1.5013.m1	OG3	93.0		
Skow_XM_002733476.2	OG3	93.0		
Mertsp_Mesp_sb592520	OG3	93.0		
Bolinf_Binf_sb1233606	OG3	93.0		
Lampan_Lpan_674_01	OG3	93.0		
Lcom_lcpid121627	OG3	93.0		
Drygla_Dgla_sb299952	OG3	93.0		
Bolinf_Binf_sb1254767	OG3	93.0		
Fspp_ffun1.m4.1428.m1	OG3	93.0		
Plajan_Pjan_C562328_01	OG3	93.0		
Amil_Amillepora12032-RA	OG3	93.0		
Xesp_001288-T1	OG3	93.0		
Stycar_maker-SC_scaffold526-snap-gene-0.11-mRNA-1	OG3	93.0		
Drygla_Dgla_sb299950	OG3	93.0		
Aaur_scaffold1483.g1.t1	OG3	93.0		
Eupdun_Edun_sb10633755	OG3	93.0		
Hsap_ENST00000264639	OG3	93.0		
Coemet_Cmet_C591499_01	OG3	93.0		
Ocar_g7526	OG3	93.0		
Sanmal_Sma_005632-T1	OG3	93.0		
Halamb_c46897_g1_i2mm.2091	OG3	93.0		
Acagra_model.g5566.t1	OG3	93.0		
Coeast_Cast_sb832039	OG3	93.0		
Cgig_XM_034454295.1	OG3	93.0		
Lcom_lcpid180079	OG3	93.0		
Adig_XM_015903593.1	OG3	93.0		
Stycar_maker-SC_scaffold134098-augustus-gene-0.13-mRNA-1	OG3	93.0		
Exapal_XM_021048121.2	OG3	93.0		
Tcas_TC014286_001	OG3	93.0		
Stycar_maker-SC_scaffold49104-augustus-gene-0.6-mRNA-1	OG3	93.0		
Drygla_Dgla_sb299954	OG3	93.0		
Spolac_c103751_g1_i2_m.35985c103751-g1	OG3	93.0		
Bralan_BLAG12000853_1	OG3	93.0		
Bolinf_Binf_sb1254768	OG3	93.0		
Stycar_maker-SC_scaffold122107-snap-gene-0.5-mRNA-1	OG3	93.0		
Lcom_lcpid234609	OG3	93.0		
Spur_XM_778914.5	OG3	93.0		
Hvul_g16488_1	OG3	93.0		
HoiH06_mRNA10800	OG3	93.0		
HoiH11_mRNA5686	OG3	93.0		
TrH2_TrispH2_005666-RA	OG3	93.0		
Hhon_g00378.t1	OG3	93.0		
HoiH04_mRNA4061	OG3	93.0		
Tadh_TriadT53909	OG3	93.0		
