gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Salpun_EP00053_Salpingoeca_punica_P010896	OG0	1.0		
Nvec_v1g111040	OG0	1.0		
Ocar_g3257	OG0	1.0		
Coeast_Cast_sb801778	OG0	1.0		
Coeast_Cast_sb795016	OG0	1.0		
Vmul_sbMO387441	OG0	1.0		
Tetwil_g9096.t1	OG0	1.0		
Coeast_Cast_sb795014	OG0	1.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA182091	OG0	1.0		
Pbac_sb2662160	OG0	1.0		
Coeast_Cast_sb795015	OG0	1.0		
Hsap_ENST00000389561	OG0	1.0		
Lampan_Lpan_4288_01	OG0	1.0		
Ocar_g3256	OG0	1.0		
TrH2_TrispH2_002018-RA	OG0	1.0		
Amil_Amillepora21912-RA	OG0	1.0		
Nemnom_g14780.t1	OG0	1.0		
Cscu_XM_023386605.1	OG0	1.0		
Emue_Em0015g552a.t1	OG0	1.0		
Coemet_Cmet_scaffold4995_01	OG0	1.0		
Scil_scict007955.1	OG0	1.0		
Bralan_BLAG01002525_2	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P012689	OG0	1.0		
Coeast_Cast_sb795013	OG0	1.0		
HoiH11_mRNA8333	OG0	1.0		
Hvul_g14536_1	OG0	1.0		
Adig_XM_015899402.1	OG0	1.0		
Hsap_ENST00000380361	OG0	1.0		
Pocdam_XM_027198031.1	OG0	1.0		
Gfas_gfas1.m1.1801.m1	OG0	1.0		
Hhon_g00751.t1	OG0	1.0		
Drygla_Dgla_sb295175	OG0	1.0		
Vmul_sbMO429322	OG0	1.0		
HoiH06_mRNA12955	OG0	1.0		
Coemet_Cmet_scaffold4994_01	OG0	1.0		
Coeast_Cast_sb795011	OG0	1.0		
Acagra_model.g14687.t1.1.5d3b87d2_model.g14687.t1_model.g14686.t1	OG0	1.0		
HoiH04_mRNA16116	OG0	1.0		
Lcom_lcpid187532	OG0	1.0		
Fspp_ffun1.m4.24317.m1	OG0	1.0		
Dpul_mRNA12907	OG0	1.0		
Coeast_Cast_sb801784	OG0	1.0		
Beraby_Baby_sb355806	OG0	1.0		
Halamb_c55583_g1_i5m.41174	OG0	1.0		
Plajan_Pjan_scaffold21962_01	OG0	1.0		
HoiH23_PlH23_006817-RA	OG0	1.0		
Plespi_Pspi_scaffold19874_01	OG0	1.0		
Rhoesc_Res_006496-T1	OG0	1.0		
Morvir_scaffold136.g16.t3	OG0	1.0		
Stycar_maker-SC_scaffold307-snap-gene-0.4-mRNA-1	OG0	1.0		
Gracom_Gcom_scaffold11784_01	OG0	1.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA193105	OG0	1.0		
Spis_XP_022783976_1	OG0	1.0		
Coeast_Cast_sb801782	OG0	1.0		
Coeast_Cast_sb767236	OG0	1.0		
Gracom_Gcom_scaffold5045_01	OG0	1.0		
Dgig_XM_028540647.1	OG0	1.0		
Coeast_Cast_sb795010	OG0	1.0		
Exapal_XM_028662754.1	OG0	1.0		
Spolac_c104226_g2_i1_m.39000c104226-g1	OG0	1.0		
Gasp_gasp1.m3.14149.m1	OG0	1.0		
Leuniv_Lniv_scaffold16399_01	OG0	1.0		
Spolac_c104226_g2_i4_m.39007c104226-g1	OG0	1.0		
Halamb_c55555_g1_i1mm.6631	OG0	1.0		
Xesp_004918-T1	OG0	1.0		
Chem_TCONS_00057203	OG0	1.0		
Coeast_Cast_sb801779	OG0	1.0		
Clacor_Ccor_scaffold14876_01	OG0	1.0		
Tadh_TriadT59226	OG0	1.0		
Eupdun_Edun_sb10612575	OG0	1.0		
Lampan_Lpan_4289_01	OG0	1.0		
Spur_XM_030992038.1	OG0	1.0		
Mlei_ML0220.g7.i1	OG0	1.0		
Hsap_ENST00000262518	OG0	1.0		
Dpul_mRNA12908	OG0	1.0		
Coeast_Cast_sb795012	OG0	1.0		
Coeast_Cast_sb795017	OG0	1.0		
Aque_Aqu2.1.31536_001	OG0	1.0		
Tcas_TC012058_001	OG0	1.0		
Spolac_c104226_g2_i3_m.39004c104226-g1	OG0	1.0		
Halamb_c52941_g2_i1m.34329	OG0	1.0		
Coeast_Cast_sb801780	OG0	1.0		
Sanmal_Sma_019207-T1	OG0	1.0		
Plespi_Pspi_scaffold19875_01	OG0	1.0		
Lcom_lcpid41416	OG0	1.0		
Pbac_sb2654862	OG0	1.0		
Cgig_XM_034482479.1	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P012688	OG0	1.0		
Clacor_Ccor_C502475_01	OG0	1.0		
Horcal_Hcv1.av93.c3.g777.i1	OG0	1.0		
Coeast_Cast_sb801781	OG0	1.0		
