in_gene	out_gene	branch_support	ev_type	sos
Codhol_EP00042_Codosiga_hollandica_P023796	Rhoesc_Res_011095-T1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Scil_scict006881.1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Bralan_BLAG07000766_1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Opea_EP00118_Oscarella_pearsei_P013637	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Fspp_ffun1.m4.30429.m1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Aaur_scaffold1191.g1.t1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Mertsp_Mesp_sb584216	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Halamb_c51879_g2_i1m.31622	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Mertsp_Mesp_sb584217	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Opea_EP00118_Oscarella_pearsei_P013639	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Spur_XM_030975129.1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Sanmal_Sma_024966-T1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Cscu_XM_023388692.1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Drygla_Dgla_sb286063	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Nemnom_g1325.t1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Stycar_maker-SC_scaffold1324-snap-gene-0.79-mRNA-1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	TrH2_TrispH2_000710-RA	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Cgig_XM_034480729.1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Gracom_Gcom_scaffold17437_01	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Horcal_Hcv1.av93.c3.g151.i1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Spolac_c99176_g1_i2_m.19015c113116-g1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Tadh_TriadT60148	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Coemet_Cmet_scaffold20855_01	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Eupdun_Edun_sb10630883	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Eupdun_Edun_sb10630886	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Gfas_gfas1.m1.15747.m1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Spolac_c79205_g1_i1_m.2296c113116-g1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Leuniv_Lniv_scaffold22810_01	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Spolac_c113116_g1_i1_m.46166c113116-g1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Dgig_XM_028537058.1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Coeast_Cast_sb774634	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Adig_XM_015924653.1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Spis_Spis_25727_1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Aque_Aqu2.1.44067_001	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Aaur_scaffold720.g6.t1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Chem_TCONS_00009295	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Tadh_TriadT30536	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Emue_Em0018g313a.t1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Aque_Aqu2.1.14825_001	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Plajan_Pjan_C571046_01	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Vmul_SimC406150	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	HoiH11_mRNA9114	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA120736	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Tetwil_g9992.t2	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Xestes_maker-XT_scaffold3920-snap-gene-0.21-mRNA-1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	HoiH06_mRNA8811	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Lcom_lcpid28931	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Pbac_sb2641321	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Pocdam_XM_027181846.1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Hvul_g30992_1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Stycar_maker-SC_scaffold104408-augustus-gene-0.2-mRNA-1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	HoiH04_mRNA6102	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Eupdun_Edun_sb10630885	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Pbac_sb2655138	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Clacor_Ccor_C537671_01	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Spis_XP_022779644_1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Exapal_XM_021037682.2	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Acagra_model.g28721.t1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Lampan_Lpan_1788_01	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	HoiH23_PlH23_008029-RA	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Gasp_gasp1.m3.7643.m1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Spolac_c99176_g1_i1_m.19013c113116-g1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Spolac_c79205_g2_i1_m.2298c113116-g1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Drygla_Dgla_sb286062	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Nvec_v1g214129	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Mlei_ML1376.g2.i1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Plespi_Pspi_scaffold20050_01	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Lampan_Lpan_1787_01	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Drygla_Dgla_sb286064	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Tetwil_g8762.t1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Hsap_ENST00000287380	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Pbac_sb2646686	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Eupdun_Edun_sb10630884	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Rhoesc_Res_011097-T1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Skow_XM_006816396.1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Amil_Amillepora09230-RA	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Beraby_Baby_sb348299	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Hhon_g07845.t1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Bolinf_Binf_sb1236882	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Gasp_gasp1.m3.7640.m1	25.0	S	0.0
Codhol_EP00042_Codosiga_hollandica_P023796	Acagra_model.g28720.t1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Rhoesc_Res_011095-T1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Scil_scict006881.1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Bralan_BLAG07000766_1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Opea_EP00118_Oscarella_pearsei_P013637	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Fspp_ffun1.m4.30429.m1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Aaur_scaffold1191.g1.t1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Mertsp_Mesp_sb584216	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Halamb_c51879_g2_i1m.31622	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Mertsp_Mesp_sb584217	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Opea_EP00118_Oscarella_pearsei_P013639	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Spur_XM_030975129.1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Sanmal_Sma_024966-T1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Cscu_XM_023388692.1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Drygla_Dgla_sb286063	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Nemnom_g1325.t1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Stycar_maker-SC_scaffold1324-snap-gene-0.79-mRNA-1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	TrH2_TrispH2_000710-RA	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Cgig_XM_034480729.1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Gracom_Gcom_scaffold17437_01	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Horcal_Hcv1.av93.c3.g151.i1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Spolac_c99176_g1_i2_m.19015c113116-g1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Tadh_TriadT60148	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Coemet_Cmet_scaffold20855_01	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Eupdun_Edun_sb10630883	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Eupdun_Edun_sb10630886	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Gfas_gfas1.m1.15747.m1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Spolac_c79205_g1_i1_m.2296c113116-g1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Leuniv_Lniv_scaffold22810_01	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Spolac_c113116_g1_i1_m.46166c113116-g1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Dgig_XM_028537058.1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Coeast_Cast_sb774634	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Adig_XM_015924653.1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Spis_Spis_25727_1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Aque_Aqu2.1.44067_001	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Aaur_scaffold720.g6.t1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Chem_TCONS_00009295	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Tadh_TriadT30536	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Emue_Em0018g313a.t1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Aque_Aqu2.1.14825_001	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Plajan_Pjan_C571046_01	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Vmul_SimC406150	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	HoiH11_mRNA9114	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA120736	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Tetwil_g9992.t2	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	Xestes_maker-XT_scaffold3920-snap-gene-0.21-mRNA-1	25.0	S	0.0
Didcos_EP00039_Didymoeca_costata_P031351	HoiH06_mRNA8811	25.0	S	0.0
