gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Sros_EGD82672	OG0	1.0		
Aaur_scaffold3207.g3.t1	OG0	1.0		
Skow_XM_006823839.1	OG0	1.0		
Eupdun_Edun_sb10657537	OG0	1.0		
TrH2_TrispH2_008796-RA	OG0	1.0		
Eupdun_Edun_sb10657536	OG0	1.0		
Sanmal_Sma_005456-T1	OG0	1.0		
Tadh_TriadT50895	OG0	1.0		
Eupdun_Edun_sb10657506	OG0	1.0		
Stycar_augustus_masked-SC_scaffold139119-processed-gene-0.4-mRNA-1	OG0	1.0		
Eupdun_Edun_sb10657515	OG0	1.0		
Spis_XP_022792747_1	OG0	1.0		
Eupdun_Edun_sb10657496	OG0	1.0		
Salurc_EP00051_Salpingoeca_urceolata_P005814	OG0	1.0		
HoiH04_mRNA13303	OG0	1.0		
Amil_Amillepora11728-RA	OG0	1.0		
Mylflu_EP00047_Mylnosiga_fluctuans_P001671	OG0	1.0		
Spis_Spis_25408_1	OG0	1.0		
Diagra_EP00040_Diaphanoeca_grandis_P005633	OG0	1.0		
Dpul_mRNA8402	OG0	1.0		
Xestes_augustus_masked-XT_scaffold6450-processed-gene-0.5-mRNA-1	OG0	1.0		
Lcom_lcpid119996	OG0	1.0		
Mertsp_Mesp_sb588895	OG0	1.0		
HoiH23_PlH23_007391-RA	OG0	1.0		
Tetwil_g14686.t1	OG0	1.0		
Eupdun_Edun_sb10657513	OG0	1.0		
Spur_XM_030972306.1	OG0	1.0		
Salinf_EP00049_Salpingoeca_infusionum_P012204	OG0	1.0		
Emue_Em0013g693a.t1	OG0	1.0		
Eupdun_Edun_sb10657486	OG0	1.0		
Bolinf_Binf_sb1273342	OG0	1.0		
Tetwil_g22038.t1	OG0	1.0		
Spolac_c104262_g1_i1_m.39243c104262-g1	OG0	1.0		
Eupdun_Edun_sb10657497	OG0	1.0		
Eupdun_Edun_sb10657528	OG0	1.0		
Eupdun_Edun_sb10657505	OG0	1.0		
Xesp_000656-T1	OG0	1.0		
Cscu_XM_023368877.1	OG0	1.0		
Eupdun_Edun_sb10657527	OG0	1.0		
Lcom_lcpid54105	OG0	1.0		
Eupdun_Edun_sb10657502	OG0	1.0		
Mlei_ML0180.g29.i1	OG0	1.0		
Eupdun_Edun_sb10657525	OG0	1.0		
Drygla_Dgla_sb303589	OG0	1.0		
Mertsp_Mesp_sb579626	OG0	1.0		
Acaspe_EP00035_Acanthoeca_spectabilis_P039672	OG0	1.0		
Coeast_Cast_sb813290	OG0	1.0		
Eupdun_Edun_sb10657499	OG0	1.0		
Eupdun_Edun_sb10657526	OG0	1.0		
Eupdun_Edun_sb10657508	OG0	1.0		
Lcom_lcpid65234	OG0	1.0		
HoiH11_mRNA1397	OG0	1.0		
Eupdun_Edun_sb10657495	OG0	1.0		
Eupdun_Edun_sb10657490	OG0	1.0		
Eupdun_Edun_sb10657535	OG0	1.0		
Lcom_lcpid146041	OG0	1.0		
Beraby_Baby_sb332832	OG0	1.0		
Adig_XM_015918901.1	OG0	1.0		
Eupdun_Edun_sb10657522	OG0	1.0		
Eupdun_Edun_sb10657487	OG0	1.0		
Coemet_Cmet_scaffold22519_01	OG0	1.0		
