gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Salmac_EP00052_Salpingoeca_macrocollata_P005630	OG0	1.0		
Drygla_Dgla_sb306790	OG0	1.0		
Hvul_g10933_1	OG0	1.0		
Gracom_Gcom_scaffold14509_01	OG0	1.0		
Adig_XM_015915699.1	OG0	1.0		
Bolinf_Binf_sb1259164	OG0	1.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P003647	OG0	1.0		
HoiH04_mRNA10102	OG0	1.0		
Xesp_013132-T1	OG0	1.0		
Stycar_maker-SC_scaffold6946-snap-gene-0.72-mRNA-1	OG0	1.0		
Exapal_XM_021043859.1	OG0	1.0		
Plespi_Pspi_scaffold14844_01	OG0	1.0		
Didcos_EP00039_Didymoeca_costata_P001402	OG0	1.0		
Coemet_Cmet_C576576_01	OG0	1.0		
Lampan_Lpan_C416443_01	OG0	1.0		
Chem_TCONS_00006001	OG0	1.0		
TrH2_TrispH2_005216-RA	OG0	1.0		
Drygla_Dgla_sb306789	OG0	1.0		
Gfas_gfas1.m1.17669.m1	OG0	1.0		
Gasp_gasp1.m3.29931.m1	OG0	1.0		
Spolac_c99605_g1_i1_m.20090c99605-g1	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P002100	OG0	1.0		
Cscu_XM_023371203.1	OG0	1.0		
Mlei_ML0051.g3.i1	OG0	1.0		
Lcom_lcpid46513	OG0	1.0		
Eupdun_Edun_sb10633577	OG0	1.0		
Gasp_gasp1.m3.22841.m1	OG0	1.0		
Rhoesc_Res_017063-T1	OG0	1.0		
Bralan_BLAG03000006_1	OG0	1.0		
Drygla_Dgla_sb306788	OG0	1.0		
Aque_Aqu2.1.37598_001	OG0	1.0		
Cgig_XM_011433281.3	OG0	1.0		
Drygla_Dgla_sb306787	OG0	1.0		
Emue_Em0003g328a.t1	OG0	1.0		
Pocdam_XM_027188002.1	OG0	1.0		
Nemnom_g13370.t1	OG0	1.0		
Leuniv_Lniv_scaffold23012_01	OG0	1.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA164045	OG0	1.0		
Lcom_lcpid55487	OG0	1.0		
Vmul_Simscaffold2281_01	OG0	1.0		
Hhon_g08122.t1	OG0	1.0		
Nvec_v1g100066	OG0	1.0		
Skow_XM_002730930.2	OG0	1.0		
Tetwil_g5600.t1	OG0	1.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P030964	OG0	1.0		
Spis_XP_022781757_1	OG0	1.0		
Hsap_ENST00000389032	OG0	1.0		
Beraby_Baby_sb321976	OG0	1.0		
Sanmal_Sma_024394-T1	OG0	1.0		
Dgig_XM_028558356.1	OG0	1.0		
Mertsp_Mesp_sb552216	OG0	1.0		
Halamb_c33347_g1_i1m.7603	OG0	1.0		
Scil_scict009789.1	OG0	1.0		
Spur_XM_030989160.1	OG0	1.0		
Dgig_XM_028547410.1	OG0	1.0		
Coemet_Cmet_scaffold19034_01	OG0	1.0		
Exapal_XM_021041055.2	OG0	1.0		
HoiH23_PlH23_010569-RA	OG0	1.0		
Pbac_sb2665338	OG0	1.0		
Acagra_model.g1337.t1_model.g1340.t1	OG0	1.0		
Tadh_TriadT49578	OG0	1.0		
Clacor_Ccor_scaffold12417_01	OG0	1.0		
Dpul_mRNA26812	OG0	1.0		
Plespi_Pspi_scaffold14843_01	OG0	1.0		
Eupdun_Edun_sb10633580	OG0	1.0		
Plajan_Pjan_C564542_01	OG0	1.0		
Tcas_TC032646_001	OG0	1.0		
Horcal_Hcv1.av93.c5.g852.i1	OG0	1.0		
Cscu_XM_023370917.1	OG0	1.0		
Ocar_g7639	OG0	1.0		
Hsap_ENST00000229812	OG0	1.0		
Fspp_ffun1.m4.31383.m1	OG0	1.0		
HoiH11_mRNA8352	OG0	1.0		
Amil_Amillepora13095-RA	OG0	1.0		
Chofle_EP00730_Choanoeca_flexa_P014250	OG0	1.0		
Mylflu_EP00047_Mylnosiga_fluctuans_P011861	OG0	1.0		
Salkve_EP00050_Salpingoeca_kvevrii_P006994	OG0	1.0		
Codhol_EP00042_Codosiga_hollandica_P051455	OG0	1.0		
Microa_EP00043_Microstomoeca_roanoka_P016983	OG0	1.0		
Helnan_EP00037_Helgoeca_nana_P029871	OG0	1.0		
Choper_EP00045_Choanoeca_perplexa_P001202	OG0	1.0		
Chofle_EP00730_Choanoeca_flexa_P014251	OG0	1.0		
Stedip_EP00041_Stephanoeca_diplocostata_P015199	OG0	1.0		
Salpun_EP00053_Salpingoeca_punica_P016296	OG0	1.0		
Salpun_EP00053_Salpingoeca_punica_P016295	OG0	1.0		
Acaspe_EP00035_Acanthoeca_spectabilis_P034884	OG0	1.0		
Mylflu_EP00047_Mylnosiga_fluctuans_P016944	OG0	1.0		
Diagra_EP00040_Diaphanoeca_grandis_P005265	OG0	1.0		
Mbre_EDQ86176	OG0	1.0		
Sros_EGD78427	OG0	1.0		
Mylflu_EP00047_Mylnosiga_fluctuans_P011862	OG0	1.0		
Codhol_EP00042_Codosiga_hollandica_P051453	OG0	1.0		
Salinf_EP00049_Salpingoeca_infusionum_P023212	OG0	1.0		
Salurc_EP00051_Salpingoeca_urceolata_P004464	OG0	1.0		
Chofle_EP00730_Choanoeca_flexa_P014249	OG0	1.0		
