gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Coemet_Cmet_scaffold18233_01	OG0	1.0		
Amil_Amillepora02992-RA	OG0	1.0		
Skow_XM_002734564.1	OG0	1.0		
Fspp_ffun1.m4.1277.m1	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P010931	OG0	1.0		
Dgig_XM_028546196.1	OG0	1.0		
Hhon_g07497.t1	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P010932	OG0	1.0		
TrH2_TrispH2_002402-RA	OG0	1.0		
Salpun_EP00053_Salpingoeca_punica_P013268	OG0	1.0		
Hsap_ENST00000413566	OG0	1.0		
Gracom_Gcom_scaffold8699_01	OG0	1.0		
Diagra_EP00040_Diaphanoeca_grandis_P028455	OG0	1.0		
Xestes_maker-XT_scaffold6429-snap-gene-0.8-mRNA-1	OG0	1.0		
Leuniv_Lniv_scaffold7257_01	OG0	1.0		
Emue_Em0019g1203a.t1	OG0	1.0		
HoiH11_mRNA9218	OG0	1.0		
Chem_TCONS_00006495	OG0	1.0		
Salurc_EP00051_Salpingoeca_urceolata_P018450	OG0	1.0		
Spis_XP_022795193_1	OG0	1.0		
Skow_XM_006819234.1	OG0	1.0		
Sros_EGD74440	OG0	1.0		
Gasp_gasp1.m3.4510.m1	OG0	1.0		
Cscu_XM_023361940.1	OG0	1.0		
Gfas_gfas1.m1.8302.m1	OG0	1.0		
Aaur_scaffold21.g39.t2	OG0	1.0		
Plespi_Pspi_scaffold5181_01	OG0	1.0		
Mylflu_EP00047_Mylnosiga_fluctuans_P006579	OG0	1.0		
Choper_EP00045_Choanoeca_perplexa_P011981	OG0	1.0		
Lcom_lcpid53633	OG0	1.0		
Bralan_BLAG04001183_1	OG0	1.0		
Dpul_mRNA3607	OG0	1.0		
Pocdam_XM_027201315.1	OG0	1.0		
Hvul_g30832_1	OG0	1.0		
Ocar_g7952	OG0	1.0		
Didcos_EP00039_Didymoeca_costata_P013588	OG0	1.0		
Salkve_EP00050_Salpingoeca_kvevrii_P003489	OG0	1.0		
Plespi_Pspi_scaffold5182_01	OG0	1.0		
Adig_XM_015920698.1	OG0	1.0		
Plajan_Pjan_scaffold22785_01	OG0	1.0		
Microa_EP00043_Microstomoeca_roanoka_P010471	OG0	1.0		
Mbre_EDQ91071	OG0	1.0		
Nemnom_g17261.t1	OG0	1.0		
Adig_XM_015905555.1	OG0	1.0		
