in_gene	out_gene	branch_support	ev_type	sos
Mbre_EDQ90728	Leuniv_Lniv_C768145_01	1.0	S	0.0
Mbre_EDQ90728	Gfas_gfas1.m1.7999.m1	1.0	S	0.0
Mbre_EDQ90728	Sanmal_Sma_018673-T1	1.0	S	0.0
Mbre_EDQ90728	Lampan_Lpan_8801_01	1.0	S	0.0
Mbre_EDQ90728	Tadh_wf_g12056.t1	1.0	S	0.0
Mbre_EDQ90728	Skow_XM_002735933.2	1.0	S	0.0
Mbre_EDQ90728	Salkve_EP00050_Salpingoeca_kvevrii_P021458	1.0	S	0.0
Mbre_EDQ90728	Dpul_mRNA24611	1.0	S	0.0
Mbre_EDQ90728	Cscu_XM_023360650.1	1.0	S	0.0
Mbre_EDQ90728	Pocdam_XM_027201785.1	1.0	S	0.0
Mbre_EDQ90728	HoiH11_mRNA9697	1.0	S	0.0
Mbre_EDQ90728	Hvul_g30832_1	1.0	S	0.0
Mbre_EDQ90728	Spur_XM_785446.4	1.0	S	0.0
Mbre_EDQ90728	Drygla_Dgla_sb282253	1.0	S	0.0
Mbre_EDQ90728	Horcal_Hcv1.av93.c12.g433.i1	1.0	S	0.0
Mbre_EDQ90728	Gracom_Gcom_C558270_01	1.0	S	0.0
Mbre_EDQ90728	HoiH23_PlH23_007347-RA	1.0	S	0.0
Mbre_EDQ90728	Xestes_maker-XT_scaffold128400-snap-gene-0.3-mRNA-1	1.0	S	0.0
Mbre_EDQ90728	Opea_EP00118_Oscarella_pearsei_P013610	1.0	S	0.0
Mbre_EDQ90728	Salkve_EP00050_Salpingoeca_kvevrii_P021460	1.0	S	0.0
Mbre_EDQ90728	Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA18196	1.0	S	0.0
Mbre_EDQ90728	Sanmal_Sma_018674-T1	1.0	S	0.0
Mbre_EDQ90728	Aque_Aqu2.1.13725_001	1.0	S	0.0
Mbre_EDQ90728	Spolac_c90097_g1_i1_m.6091c90097-g1	1.0	S	0.0
Mbre_EDQ90728	Rhoesc_Res_006311-T1	1.0	S	0.0
Mbre_EDQ90728	Gasp_gasp1.m3.8375.m1	1.0	S	0.0
Mbre_EDQ90728	Drygla_Dgla_sb282254	1.0	S	0.0
Mbre_EDQ90728	Pbac_sb2648276	1.0	S	0.0
Mbre_EDQ90728	TrH2_TrispH2_005248-RA	1.0	S	0.0
Mbre_EDQ90728	Stycar_maker-SC_scaffold102919-snap-gene-0.10-mRNA-1	1.0	S	0.0
Mbre_EDQ90728	Tetwil_g14095.t2	1.0	S	0.0
Mbre_EDQ90728	HoiH04_mRNA2879	1.0	S	0.0
Mbre_EDQ90728	Salurc_EP00051_Salpingoeca_urceolata_P017303	1.0	S	0.0
Mbre_EDQ90728	Spolac_c93867_g1_i1_m.9362c90097-g1	1.0	S	0.0
Mbre_EDQ90728	Opea_EP00118_Oscarella_pearsei_P013611	1.0	S	0.0
Mbre_EDQ90728	Spis_XP_022787593_1	1.0	S	0.0
Mbre_EDQ90728	Halamb_c48605_g1_i1m.24506	1.0	S	0.0
Mbre_EDQ90728	Fspp_ffun1.m4.8775.m1	1.0	S	0.0
Mbre_EDQ90728	Stycar_maker-SC_scaffold7469-snap-gene-0.69-mRNA-1	1.0	S	0.0
Mbre_EDQ90728	Mertsp_Mesp_sb547416	1.0	S	0.0
Mbre_EDQ90728	Saldol_EP00054_Salpingoeca_dolichothecata_P035388	1.0	S	0.0
Mbre_EDQ90728	Nvec_v1g134992	1.0	S	0.0
Mbre_EDQ90728	Beraby_Baby_sb331832	1.0	S	0.0
Mbre_EDQ90728	Aaur_scaffold514.g2.t1	1.0	S	0.0
Mbre_EDQ90728	Xesp_004807-T1	1.0	S	0.0
Mbre_EDQ90728	Hhon_g08154.t1	1.0	S	0.0
Mbre_EDQ90728	Clacor_Ccor_scaffold12632_01	1.0	S	0.0
Mbre_EDQ90728	Emue_Em0015g568a.t1	1.0	S	0.0
Mbre_EDQ90728	Exapal_XM_021061020.2	1.0	S	0.0
Mbre_EDQ90728	Plespi_Pspi_C582122_01	1.0	S	0.0
Mbre_EDQ90728	Cscu_XM_023361458.1	1.0	S	0.0
Mbre_EDQ90728	Aque_Aqu2.1.15461_001	1.0	S	0.0
Mbre_EDQ90728	Coemet_Cmet_scaffold16688_01	1.0	S	0.0
Mbre_EDQ90728	Salkve_EP00050_Salpingoeca_kvevrii_P021459	1.0	S	0.0
Mbre_EDQ90728	Hsap_ENST00000225519	1.0	S	0.0
Mbre_EDQ90728	Lcom_lcpid52223	1.0	S	0.0
Mbre_EDQ90728	Dgig_XM_028558319.1	1.0	S	0.0
Mbre_EDQ90728	Acagra_model.g15021.t1	1.0	S	0.0
Mbre_EDQ90728	Codhol_EP00042_Codosiga_hollandica_P019601	1.0	S	0.0
Mbre_EDQ90728	Bolinf_Binf_sb1183652	1.0	S	0.0
Mbre_EDQ90728	Tcas_TC012506_001	1.0	S	0.0
Mbre_EDQ90728	Chem_TCONS_00006493	1.0	S	0.0
Mbre_EDQ90728	Amil_Amillepora22436-RA	1.0	S	0.0
Mbre_EDQ90728	Scil_scict020045.1	1.0	S	0.0
Mbre_EDQ90728	Pbac_sb2655959	1.0	S	0.0
Mbre_EDQ90728	Cgig_XM_034482244.1	1.0	S	0.0
Mbre_EDQ90728	Mlei_ML0464.g3.i1	1.0	S	0.0
Mbre_EDQ90728	Mertsp_Mesp_sb627773	1.0	S	0.0
Mbre_EDQ90728	HoiH06_mRNA892	1.0	S	0.0
Mbre_EDQ90728	Amil_Amillepora22437-RA	1.0	S	0.0
Mbre_EDQ90728	Fspp_ffun1.m4.8783.m1	1.0	S	0.0
Mbre_EDQ90728	Beraby_Baby_sb331831	1.0	S	0.0
Mbre_EDQ90728	Gasp_gasp1.m3.8377.m1	1.0	S	0.0
Mbre_EDQ90728	Ocar_g7805	1.0	S	0.0
Mbre_EDQ90728	Bolinf_Binf_sb1206532	1.0	S	0.0
Mbre_EDQ90728	Bralan_BLAG01001167_1	1.0	S	0.0
Mbre_EDQ90728	Hsap_ENST00000572919	1.0	S	0.0
Mbre_EDQ90728	Adig_XM_015923784.1	1.0	S	0.0
Mbre_EDQ90728	Tadh_TriadT18186	1.0	S	0.0
Mbre_EDQ90728	Morvir_scaffold3.g164.t1	1.0	S	0.0
Mbre_EDQ90728	Leuniv_Lniv_scaffold18729_01	1.0	S	0.0
Salinf_EP00049_Salpingoeca_infusionum_P025382	Leuniv_Lniv_C768145_01	1.0	S	0.0
Salinf_EP00049_Salpingoeca_infusionum_P025382	Gfas_gfas1.m1.7999.m1	1.0	S	0.0
Salinf_EP00049_Salpingoeca_infusionum_P025382	Sanmal_Sma_018673-T1	1.0	S	0.0
Salinf_EP00049_Salpingoeca_infusionum_P025382	Lampan_Lpan_8801_01	1.0	S	0.0
Salinf_EP00049_Salpingoeca_infusionum_P025382	Tadh_wf_g12056.t1	1.0	S	0.0
