gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Xesp_008128-T1	OG0	1.0		
Salmac_EP00052_Salpingoeca_macrocollata_P020778	OG0	1.0		
Salkve_EP00050_Salpingoeca_kvevrii_P015385	OG0	1.0		
Salinf_EP00049_Salpingoeca_infusionum_P024299	OG0	1.0		
Sros_EGD83113	OG0	1.0		
Sros_EGD83112	OG0	1.0		
Sanmal_Sma_017635-T1	OG0	1.0		
Chem_TCONS_00000993	OG0	1.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P017378	OG0	1.0		
Tetwil_g8048.t1	OG0	1.0		
Salurc_EP00051_Salpingoeca_urceolata_P004996	OG0	1.0		
Leuniv_Lniv_scaffold17712_01	OG0	1.0		
Choper_EP00045_Choanoeca_perplexa_P008551	OG0	1.0		
Hvul_g5993_1	OG0	1.0		
Plajan_Pjan_C566562_01	OG0	1.0		
Microa_EP00043_Microstomoeca_roanoka_P007540	OG0	1.0		
Mertsp_Mesp_sb563750	OG0	1.0		
Sros_EGD83111	OG0	1.0		
Pbac_sb2649232	OG0	1.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA153443	OG0	1.0		
Mbre_EDQ89397	OG0	1.0		
Choper_EP00045_Choanoeca_perplexa_P008550	OG0	1.0		
Bralan_BLAG01000205_1	OG0	1.0		
Spur_XM_030976479.1	OG0	1.0		
HoiH23_PlH23_006504-RA	OG0	1.0		
HoiH06_mRNA2923	OG0	1.0		
Morvir_scaffold481.g10.t1	OG0	1.0		
Beraby_Baby_sb346685	OG0	1.0		
Lcom_lcpid45436	OG0	1.0		
Rhoesc_Res_002336-T1	OG0	1.0		
Plespi_Pspi_scaffold20224_01	OG0	1.0		
TrH2_TrispH2_006941-RA	OG0	1.0		
Spolac_c100562_g1_i1_m.22839c100562-g1	OG0	1.0		
Chofle_EP00730_Choanoeca_flexa_P015355	OG0	1.0		
Horcal_Hcv1.av93.c7.g388.i1	OG0	1.0		
Coeast_Cast_sb783193	OG0	1.0		
Tetwil_g19628.t2	OG0	1.0		
Cscu_XM_023358084.1	OG0	1.0		
Tadh_TriadT64196	OG0	1.0		
Dpul_mRNA3886	OG0	1.0		
Gracom_Gcom_scaffold7630_01	OG0	1.0		
Mylflu_EP00047_Mylnosiga_fluctuans_P011287	OG0	1.0		
Aque_Aqu2.1.44674_001	OG0	1.0		
Hvul_g5991_1	OG0	1.0		
Bolinf_Binf_sb1237921	OG0	1.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P017375	OG0	1.0		
Acagra_model.g13845.t1	OG0	1.0		
Stedip_EP00041_Stephanoeca_diplocostata_P024277	OG0	1.0		
Tcas_TC008441_001	OG0	1.0		
Lcom_lcpid214130	OG0	1.0		
Salpun_EP00053_Salpingoeca_punica_P010390	OG0	1.0		
Vmul_sbMO484938	OG0	1.0		
Drygla_Dgla_sb293086	OG0	1.0		
Coemet_Cmet_C605394_01	OG0	1.0		
Spolac_c89305_g2_i1_m.5556c100562-g1	OG0	1.0		
Hhon_g11124.t1	OG0	1.0		
Clacor_Ccor_scaffold12076_01	OG0	1.0		
Helnan_EP00037_Helgoeca_nana_P017263	OG0	1.0		
Mlei_ML1207.g27.i1	OG0	1.0		
Drygla_Dgla_sb293087	OG0	1.0		
Lampan_Lpan_8557_01	OG0	1.0		
Salpun_EP00053_Salpingoeca_punica_P010391	OG0	1.0		
Aaur_scaffold96.g24.t1	OG0	1.0		
Codhol_EP00042_Codosiga_hollandica_P019961	OG0	1.0		
Pbac_sb2667406	OG0	1.0		
Salpun_EP00053_Salpingoeca_punica_P010389	OG0	1.0		
Nemnom_g8448.t1	OG0	1.0		
Vmul_sbMO390416	OG0	1.0		
Bolinf_Binf_sb1237922	OG0	1.0		
Clacor_Ccor_C525203_01	OG0	1.0		
Didcos_EP00039_Didymoeca_costata_P019602	OG0	1.0		
Cgig_XM_034444504.1	OG0	1.0		
Hsap_ENST00000647909	OG0	1.0		
Acaspe_EP00035_Acanthoeca_spectabilis_P022205	OG0	1.0		
Sanmal_Sma_017636-T1	OG0	1.0		
Drygla_Dgla_sb293085	OG0	1.0		
Diagra_EP00040_Diaphanoeca_grandis_P023260	OG0	1.0		
HoiH11_mRNA2779	OG0	1.0		
Spolac_c89305_g3_i1_m.5557c100562-g1	OG0	1.0		
Emue_Em0009g1306a.t1	OG0	1.0		
Mylflu_EP00047_Mylnosiga_fluctuans_P011286	OG0	1.0		
Gracom_Gcom_scaffold7629_01	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P009460	OG0	1.0		
Scil_scict009963.3	OG0	1.0		
HoiH04_mRNA15730	OG0	1.0		
Tetwil_g15190.t1	OG0	1.0		
Halamb_c50501_g1_i2m.28478	OG0	1.0		
Skow_XM_006816626.1	OG0	1.0		
Nvec_v1g128689	OG0	1.0		
Amil_Amillepora04193-RA	OG0	1.0		
Spis_XP_022779841_1	OG0	1.0		
Pocdam_XM_027184794.1	OG0	1.0		
Fspp_ffun1.m4.27649.m1	OG0	1.0		
Gfas_gfas1.m1.16142.m1	OG0	1.0		
Nvec_v1g247758	OG0	1.0		
Nvec_NVE11009	OG0	1.0		
Adig_XM_015919491.1	OG0	1.0		
Dgig_XM_028541363.1	OG0	1.0		
Nvec_v1g218444	OG0	1.0		
Gasp_gasp1.m3.8080.m1	OG0	1.0		
Nvec_NVE14799	OG0	1.0		
Exapal_XM_021047061.2	OG0	1.0		
