gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Salpun_EP00053_Salpingoeca_punica_P011654	OG0	1.0		
Cscu_XM_023376572.1	OG0	1.0		
Gfas_gfas1.m1.18176.m1	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P001004	OG0	1.0		
Mertsp_Mesp_sb584281	OG0	1.0		
Bolinf_Binf_sb1253546	OG0	1.0		
Bolinf_Binf_sb1253547	OG0	1.0		
Spur_XM_030986190.1	OG0	1.0		
Drygla_Dgla_sb293406	OG0	1.0		
Mertsp_Mesp_sb584285	OG0	1.0		
Cscu_XM_023376580.1	OG0	1.0		
Adig_XM_015914463.1	OG0	1.0		
Acagra_model.g1162.t1.1.5d3b82c0	OG0	1.0		
Mertsp_Mesp_sb582163	OG0	1.0		
Horcal_Hcv1.av93.c5.g1356.i1	OG0	1.0		
Morvir_scaffold4.g155.t2	OG0	1.0		
Eupdun_Edun_sb10652882	OG0	1.0		
Hvul_g24622_1	OG0	1.0		
Lcom_lcpid55003	OG0	1.0		
Drygla_Dgla_sb293404	OG0	1.0		
Leuniv_Lniv_C811734_01	OG0	1.0		
Dgig_XM_028535357.1	OG0	1.0		
Tadh_TriadT58632	OG0	1.0		
Eupdun_Edun_sb10652883	OG0	1.0		
Sanmal_Sma_008907-T1	OG0	1.0		
Aaur_scaffold329.g1.t1	OG0	1.0		
Tcas_TC012172_001	OG0	1.0		
Dpul_mRNA29647	OG0	1.0		
Chem_TCONS_00014484	OG0	1.0		
Coemet_Cmet_scaffold19876_01	OG0	1.0		
Drygla_Dgla_sb293401	OG0	1.0		
Beraby_Baby_sb336075	OG0	1.0		
Xesp_013839-T1	OG0	1.0		
Ocar_g655	OG0	1.0		
Amil_Amillepora04622-RA	OG0	1.0		
Mertsp_Mesp_sb584284	OG0	1.0		
Cscu_XM_023376579.1	OG0	1.0		
Stycar_maker-SC_scaffold2878-augustus-gene-0.20-mRNA-1	OG0	1.0		
Gasp_gasp1.m3.13460.m1	OG0	1.0		
Lampan_Lpan_13306_01	OG0	1.0		
Plespi_Pspi_scaffold10259_01	OG0	1.0		
Plajan_Pjan_C567012_01	OG0	1.0		
Spolac_c102722_g1_i1_m.30684c102722-g1	OG0	1.0		
Nemnom_g9823.t1	OG0	1.0		
Tetwil_g26270.t1	OG0	1.0		
TrH2_TrispH2_007094-RA	OG0	1.0		
HoiH23_PlH23_010541-RA	OG0	1.0		
Hhon_g04407.t1	OG0	1.0		
Cgig_XM_011440678.3	OG0	1.0		
Morvir_scaffold4.g156.t1	OG0	1.0		
Coeast_Cast_sb818506	OG0	1.0		
Mertsp_Mesp_sb584283	OG0	1.0		
Mertsp_Mesp_sb584282	OG0	1.0		
Coeast_Cast_sb818505	OG0	1.0		
Aque_Aqu2.1.16573_001	OG0	1.0		
Nvec_v1g85930	OG0	1.0		
Bralan_BLAG03000857_1	OG0	1.0		
Bolinf_Binf_sb1253548	OG0	1.0		
Eupdun_Edun_sb10652881	OG0	1.0		
Acagra_model.g1162.t1	OG0	1.0		
Gasp_gasp1.m3.31948.m1	OG0	1.0		
Adig_XM_015914457.1	OG0	1.0		
Horcal_Hcv1.av93.c5.g1356.i2	OG0	1.0		
Nemnom_g9822.t1	OG0	1.0		
Skow_XM_002733876.2	OG0	1.0		
Spis_XP_022790522_1	OG0	1.0		
Eupdun_Edun_sb10652885	OG0	1.0		
Scil_scict019843.1	OG0	1.0		
Drygla_Dgla_sb293405	OG0	1.0		
Eupdun_Edun_sb10652884	OG0	1.0		
HoiH04_mRNA1272	OG0	1.0		
Mertsp_Mesp_sb582162	OG0	1.0		
Rhoesc_Res_003357-T1	OG0	1.0		
Mlei_ML0033.g8.i1	OG0	1.0		
HoiH11_mRNA7237	OG0	1.0		
Fspp_ffun1.m4.30411.m1	OG0	1.0		
Mertsp_Mesp_sb582164	OG0	1.0		
Vmul_sbMO444688	OG0	1.0		
Exapal_XM_021036663.2	OG0	1.0		
Exapal_XM_021049314.2	OG0	1.0		
Pocdam_XM_027200031.1	OG0	1.0		
Bolinf_Binf_sb1250461	OG0	1.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA98316	OG0	1.0		
Drygla_Dgla_sb293402	OG0	1.0		
Drygla_Dgla_sb293403	OG0	1.0		
Gracom_Gcom_C556154_01	OG0	1.0		
Mertsp_Mesp_sb582165	OG0	1.0		
Vmul_sbMO435591	OG0	1.0		
Clacor_Ccor_scaffold15004_01	OG0	1.0		
Hsap_ENST00000642900	OG0	1.0		
HoiH06_mRNA3989	OG0	1.0		
Xestes_augustus_masked-XT_scaffold168353-processed-gene-0.0-mRNA-1	OG0	1.0		
Stedip_EP00041_Stephanoeca_diplocostata_P033523	OG0	1.0		
Choper_EP00045_Choanoeca_perplexa_P012452	OG0	1.0		
