in_gene	out_gene	branch_support	ev_type	sos
Acagra_model.g21831.t1	Sanmal_Sma_015200-T1	1.0	S	0.0
Acagra_model.g21831.t1	Emue_Em0021g951a.t1	1.0	S	0.0
Acagra_model.g21831.t1	Nemnom_g5559.t1	1.0	S	0.0
Acagra_model.g21831.t1	Codhol_EP00042_Codosiga_hollandica_P015577	1.0	S	0.0
Acagra_model.g21831.t1	Morvir_scaffold89.g4.t1	1.0	S	0.0
Acagra_model.g21831.t1	Codhol_EP00042_Codosiga_hollandica_P015578	1.0	S	0.0
Acagra_model.g21831.t1	Tcas_TC005833_001	1.0	S	0.0
Acagra_model.g21831.t1	Aque_Aqu2.1.31709_001	1.0	S	0.0
Acagra_model.g21831.t1	Stycar_maker-SC_scaffold5038-augustus-gene-0.33-mRNA-1	1.0	S	0.0
Acagra_model.g21831.t1	Tadh_TriadT32784	1.0	S	0.0
Acagra_model.g21831.t1	Aque_Aqu2.1.17468_001	1.0	S	0.0
Acagra_model.g21831.t1	HoiH06_mRNA518	1.0	S	0.0
Acagra_model.g21831.t1	Emue_Em0021g965a.t1	1.0	S	0.0
Acagra_model.g21831.t1	Salpun_EP00053_Salpingoeca_punica_P003440	1.0	S	0.0
Acagra_model.g21831.t1	Emue_Em0021g952a.t1	1.0	S	0.0
Acagra_model.g21831.t1	Tetwil_g17990.t1	1.0	S	0.0
Acagra_model.g21831.t1	Dpul_mRNA17342	1.0	S	0.0
Acagra_model.g21831.t1	TrH2_TrispH2_008124-RA	1.0	S	0.0
Acagra_model.g21831.t1	Choper_EP00045_Choanoeca_perplexa_P001558	1.0	S	0.0
Acagra_model.g21831.t1	Nvec_v1g243597	1.0	S	0.0
Acagra_model.g21831.t1	Saldol_EP00054_Salpingoeca_dolichothecata_P006206	1.0	S	0.0
Acagra_model.g21831.t1	Aaur_scaffold6046.g1.t1	1.0	S	0.0
Acagra_model.g21831.t1	Acaspe_EP00035_Acanthoeca_spectabilis_P015316	1.0	S	0.0
Acagra_model.g21831.t1	Sros_EGD73579	1.0	S	0.0
Acagra_model.g21831.t1	Amil_Amillepora24669-RA	1.0	S	0.0
Acagra_model.g21831.t1	HoiH04_mRNA16868	1.0	S	0.0
Acagra_model.g21831.t1	Spur_XM_784583.5	1.0	S	0.0
Acagra_model.g21831.t1	Aque_Aqu2.1.17001_001	1.0	S	0.0
Acagra_model.g21831.t1	Salmac_EP00052_Salpingoeca_macrocollata_P001872	1.0	S	0.0
Acagra_model.g21831.t1	Choper_EP00045_Choanoeca_perplexa_P001559	1.0	S	0.0
Acagra_model.g21831.t1	Dgig_XM_028549771.1	1.0	S	0.0
Acagra_model.g21831.t1	Mylflu_EP00047_Mylnosiga_fluctuans_P005045	1.0	S	0.0
Acagra_model.g21831.t1	Stedip_EP00041_Stephanoeca_diplocostata_P020882	1.0	S	0.0
Acagra_model.g21831.t1	Microa_EP00043_Microstomoeca_roanoka_P010685	1.0	S	0.0
Acagra_model.g21831.t1	Spolac_c97629_g1_i2_m.15438c97629-g1	1.0	S	0.0
Acagra_model.g21831.t1	Pocdam_XM_027192947.1	1.0	S	0.0
Acagra_model.g21831.t1	Aque_Aqu2.1.14780_001	1.0	S	0.0
Acagra_model.g21831.t1	Helnan_EP00037_Helgoeca_nana_P001025	1.0	S	0.0
Acagra_model.g21831.t1	Aque_Aqu2.1.17828_001	1.0	S	0.0
Acagra_model.g21831.t1	Dpul_mRNA7200	1.0	S	0.0
Acagra_model.g21831.t1	Aque_Aqu2.1.17003_001	1.0	S	0.0
Acagra_model.g21831.t1	Acaspe_EP00035_Acanthoeca_spectabilis_P015309	1.0	S	0.0
Acagra_model.g21831.t1	Aque_Aqu2.1.17002_001	1.0	S	0.0
Acagra_model.g21831.t1	Hhon_g05581.t1	1.0	S	0.0
Acagra_model.g21831.t1	Spolac_c97629_g1_i1_m.15437c97629-g1	1.0	S	0.0
Acagra_model.g21831.t1	Spis_XP_022792143_1	1.0	S	0.0
Acagra_model.g21831.t1	Adig_XM_015903660.1	1.0	S	0.0
Acagra_model.g21831.t1	Mbre_EDQ92738	1.0	S	0.0
Acagra_model.g21831.t1	Salkve_EP00050_Salpingoeca_kvevrii_P008475	1.0	S	0.0
Acagra_model.g21831.t1	Exapal_XM_021040866.2	1.0	S	0.0
Acagra_model.g21831.t1	HoiH23_PlH23_004958-RA	1.0	S	0.0
Acagra_model.g21831.t1	Fspp_ffun1.m4.31304.m1	1.0	S	0.0
Acagra_model.g21831.t1	Gasp_gasp1.m3.12114.m1	1.0	S	0.0
Acagra_model.g21831.t1	Hsap_ENST00000305784	1.0	S	0.0
Acagra_model.g21831.t1	Didcos_EP00039_Didymoeca_costata_P021997	1.0	S	0.0
Acagra_model.g21831.t1	Dpul_mRNA2350	1.0	S	0.0
Acagra_model.g21831.t1	Fspp_ffun1.m4.12225.m1	1.0	S	0.0
Acagra_model.g21831.t1	Codhol_EP00042_Codosiga_hollandica_P015579	1.0	S	0.0
Acagra_model.g21831.t1	Codhol_EP00042_Codosiga_hollandica_P015580	1.0	S	0.0
Acagra_model.g21831.t1	Stedip_EP00041_Stephanoeca_diplocostata_P020877	1.0	S	0.0
Acagra_model.g21831.t1	Gfas_gfas1.m1.13710.m1	1.0	S	0.0
Acagra_model.g21831.t1	Salinf_EP00049_Salpingoeca_infusionum_P012490	1.0	S	0.0
Acagra_model.g21831.t1	Rhoesc_Res_007901-T1	1.0	S	0.0
Acagra_model.g21831.t1	Diagra_EP00040_Diaphanoeca_grandis_P003315	1.0	S	0.0
Acagra_model.g21831.t1	Cscu_XM_023379013.1	1.0	S	0.0
Acagra_model.g21831.t1	Xestes_maker-XT_scaffold1806-augustus-gene-0.41-mRNA-1	1.0	S	0.0
Acagra_model.g21831.t1	Hvul_g26576_1	1.0	S	0.0
Acagra_model.g21831.t1	Exapal_XM_021043572.2	1.0	S	0.0
Acagra_model.g21831.t1	Dpul_mRNA8247	1.0	S	0.0
Acagra_model.g21831.t1	Salurc_EP00051_Salpingoeca_urceolata_P007442	1.0	S	0.0
Acagra_model.g21831.t1	Chofle_EP00730_Choanoeca_flexa_P012355	1.0	S	0.0
Bralan_BLAG14000666_2	Sanmal_Sma_015200-T1	1.0	S	0.0
Bralan_BLAG14000666_2	Emue_Em0021g951a.t1	1.0	S	0.0
Bralan_BLAG14000666_2	Nemnom_g5559.t1	1.0	S	0.0
Bralan_BLAG14000666_2	Codhol_EP00042_Codosiga_hollandica_P015577	1.0	S	0.0
Bralan_BLAG14000666_2	Morvir_scaffold89.g4.t1	1.0	S	0.0
Bralan_BLAG14000666_2	Codhol_EP00042_Codosiga_hollandica_P015578	1.0	S	0.0
Bralan_BLAG14000666_2	Tcas_TC005833_001	1.0	S	0.0
Bralan_BLAG14000666_2	Aque_Aqu2.1.31709_001	1.0	S	0.0
Bralan_BLAG14000666_2	Stycar_maker-SC_scaffold5038-augustus-gene-0.33-mRNA-1	1.0	S	0.0
Bralan_BLAG14000666_2	Tadh_TriadT32784	1.0	S	0.0
Bralan_BLAG14000666_2	Aque_Aqu2.1.17468_001	1.0	S	0.0
Bralan_BLAG14000666_2	HoiH06_mRNA518	1.0	S	0.0
Bralan_BLAG14000666_2	Emue_Em0021g965a.t1	1.0	S	0.0
