gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Salmac_EP00052_Salpingoeca_macrocollata_P016579	OG0	1.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA226015	OG0	1.0		
Pbac_sb2664612	OG0	1.0		
Aque_Aqu2.1.34274_001	OG0	1.0		
Spolac_c102702_g1_i2_m.30587c102702-g1	OG0	1.0		
Emue_Em0011g325a.t1	OG0	1.0		
Lcom_lcpid23148	OG0	1.0		
Fspp_ffun1.m4.21013.m1	OG0	1.0		
Morvir_scaffold360.g10.t2	OG0	1.0		
Tadh_TriadT57859	OG0	1.0		
Gracom_Gcom_C511458_01	OG0	1.0		
Eupdun_Edun_sb10664851	OG0	1.0		
Hvul_g1606_1	OG0	1.0		
HoiH04_mRNA8390	OG0	1.0		
Amil_Amillepora26018-RA	OG0	1.0		
Coeast_Cast_sb815937	OG0	1.0		
Cgig_XM_011416610.3	OG0	1.0		
Hsap_ENST00000403625	OG0	1.0		
Beraby_Baby_sb329328	OG0	1.0		
Spis_XP_022779699_1	OG0	1.0		
Cscu_XM_023358316.1	OG0	1.0		
Horcal_Hcv1.av93.c6.g1111.i2	OG0	1.0		
HoiH06_mRNA4857	OG0	1.0		
TrH2_TrispH2_001404-RA	OG0	1.0		
Coeast_Cast_sb815943	OG0	1.0		
HoiH23_PlH23_001541-RA	OG0	1.0		
Hhon_g03505.t1	OG0	1.0		
Leuniv_Lniv_scaffold21490_01	OG0	1.0		
Plajan_Pjan_scaffold15181_01	OG0	1.0		
Spolac_c102702_g1_i1_m.30584c102702-g1	OG0	1.0		
Plespi_Pspi_scaffold14038_01	OG0	1.0		
Leuniv_Lniv_scaffold21491_01	OG0	1.0		
Plajan_Pjan_scaffold15177_01	OG0	1.0		
Horcal_Hcv1.av93.c6.g1111.i1	OG0	1.0		
Dgig_XM_028548675.1	OG0	1.0		
Hsap_ENST00000262811	OG0	1.0		
Spur_XM_030996501.1	OG0	1.0		
Sanmal_Sma_011608-T1	OG0	1.0		
Chem_TCONS_00057099	OG0	1.0		
Vmul_sbMO403548	OG0	1.0		
Coemet_Cmet_scaffold11563_01	OG0	1.0		
Exapal_XM_021059806.2	OG0	1.0		
Bolinf_Binf_sb1192208	OG0	1.0		
Coeast_Cast_sb815940	OG0	1.0		
Tetwil_g14634.t2	OG0	1.0		
Hvul_g1607_1	OG0	1.0		
Xesp_000551-T1	OG0	1.0		
Scil_scict011603.2	OG0	1.0		
Gracom_Gcom_scaffold3250_01	OG0	1.0		
Nvec_v1g147631	OG0	1.0		
Nemnom_g12708.t1	OG0	1.0		
Pocdam_XM_027195255.1	OG0	1.0		
Bralan_BLAG13000736_2	OG0	1.0		
Bolinf_Binf_sb1200764	OG0	1.0		
Aaur_scaffold287.g1.t1	OG0	1.0		
Coemet_Cmet_scaffold11561_01	OG0	1.0		
Skow_XM_006815070.1	OG0	1.0		
Leuniv_Lniv_scaffold20586_01	OG0	1.0		
Adig_XM_015923920.1	OG0	1.0		
Coeast_Cast_sb815936	OG0	1.0		
Rhoesc_Res_016703-T1	OG0	1.0		
Xestes_maker-XT_scaffold2394-augustus-gene-0.11-mRNA-1	OG0	1.0		
Horcal_Hcv1.av93.c6.g1111.i3	OG0	1.0		
Scil_scict022684.1	OG0	1.0		
Spur_XM_030988478.1	OG0	1.0		
Plespi_Pspi_scaffold14037_01	OG0	1.0		
Halamb_c53449_g1_i1mm.5202	OG0	1.0		
Hsap_ENST00000361297	OG0	1.0		
Cscu_XM_023381578.1	OG0	1.0		
Halamb_c51736_g1_i1m.31267	OG0	1.0		
Nvec_v1g31039	OG0	1.0		
Opea_EP00118_Oscarella_pearsei_P000715	OG0	1.0		
Acagra_model.g11694.t1	OG0	1.0		
Gasp_gasp1.m3.15353.m1	OG0	1.0		
Mertsp_Mesp_sb552942	OG0	1.0		
Coeast_Cast_sb815939	OG0	1.0		
Ocar_g2389	OG0	1.0		
Gracom_Gcom_scaffold3251_01	OG0	1.0		
Hsap_ENST00000251472	OG0	1.0		
HoiH11_mRNA8637	OG0	1.0		
Coeast_Cast_sb815949	OG0	1.0		
Coeast_Cast_sb815944	OG0	1.0		
Coemet_Cmet_scaffold11562_01	OG0	1.0		
Eupdun_Edun_sb10664850	OG0	1.0		
Lcom_lcpid6087	OG0	1.0		
Tcas_TC004792_001	OG0	1.0		
Gracom_Gcom_scaffold3252_01	OG0	1.0		
Coeast_Cast_sb815945	OG0	1.0		
Coeast_Cast_sb815947	OG0	1.0		
Coeast_Cast_sb815941	OG0	1.0		
Plajan_Pjan_scaffold15178_01	OG0	1.0		
Coeast_Cast_sb815942	OG0	1.0		
Dpul_mRNA21144	OG0	1.0		
Cscu_XM_023374455.1	OG0	1.0		
Clacor_Ccor_C542667_01	OG0	1.0		
Coeast_Cast_sb815946	OG0	1.0		
Gfas_gfas1.m1.12923.m1	OG0	1.0		
Coeast_Cast_sb815938	OG0	1.0		
Gfas_gfas1.m1.22638.m1	OG0	1.0		
Bolinf_Binf_sb1200763	OG0	1.0		
Helnan_EP00037_Helgoeca_nana_P002584	OG0	1.0		
Salinf_EP00049_Salpingoeca_infusionum_P003204	OG0	1.0		
Mylflu_EP00047_Mylnosiga_fluctuans_P021572	OG0	1.0		
Helnan_EP00037_Helgoeca_nana_P034368	OG0	1.0		
Didcos_EP00039_Didymoeca_costata_P019283	OG0	1.0		
Salurc_EP00051_Salpingoeca_urceolata_P006859	OG0	1.0		
Chofle_EP00730_Choanoeca_flexa_P004578	OG0	1.0		
Salkve_EP00050_Salpingoeca_kvevrii_P010961	OG0	1.0		
Stedip_EP00041_Stephanoeca_diplocostata_P036013	OG0	1.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P022106	OG0	1.0		
Mylflu_EP00047_Mylnosiga_fluctuans_P021570	OG0	1.0		
Salpun_EP00053_Salpingoeca_punica_P014501	OG0	1.0		
Sros_EGD73511	OG0	1.0		
Microa_EP00043_Microstomoeca_roanoka_P024431	OG0	1.0		
Helnan_EP00037_Helgoeca_nana_P014281	OG0	1.0		
Choper_EP00045_Choanoeca_perplexa_P016796	OG0	1.0		
Codhol_EP00042_Codosiga_hollandica_P045036	OG0	1.0		
Mylflu_EP00047_Mylnosiga_fluctuans_P021571	OG0	1.0		
Codhol_EP00042_Codosiga_hollandica_P045038	OG0	1.0		
Codhol_EP00042_Codosiga_hollandica_P051005	OG0	1.0		
Codhol_EP00042_Codosiga_hollandica_P045037	OG0	1.0		
Didcos_EP00039_Didymoeca_costata_P006586	OG0	1.0		
Acaspe_EP00035_Acanthoeca_spectabilis_P023708	OG0	1.0		
Acaspe_EP00035_Acanthoeca_spectabilis_P009567	OG0	1.0		
Codhol_EP00042_Codosiga_hollandica_P046946	OG0	1.0		
Codhol_EP00042_Codosiga_hollandica_P050089	OG0	1.0		
Diagra_EP00040_Diaphanoeca_grandis_P009782	OG0	1.0		
Diagra_EP00040_Diaphanoeca_grandis_P029679	OG0	1.0		
Mbre_EDQ92348	OG0	1.0		
Codhol_EP00042_Codosiga_hollandica_P046949	OG0	1.0		
Acaspe_EP00035_Acanthoeca_spectabilis_P038478	OG0	1.0		
