gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Sros_EGD77825	OG0	89.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P026016	OG0	89.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P026017	OG0	89.0		
Stedip_EP00041_Stephanoeca_diplocostata_P031231	OG0	89.0		
Helnan_EP00037_Helgoeca_nana_P013912	OG0	89.0		
Acaspe_EP00035_Acanthoeca_spectabilis_P022484	OG0	89.0		
Salkve_EP00050_Salpingoeca_kvevrii_P019023	OG0	89.0		
Mylflu_EP00047_Mylnosiga_fluctuans_P011818	OG0	89.0		
Salmac_EP00052_Salpingoeca_macrocollata_P022089	OG0	89.0		
Salurc_EP00051_Salpingoeca_urceolata_P016044	OG0	89.0		
Stedip_EP00041_Stephanoeca_diplocostata_P031230	OG0	89.0		
Salpun_EP00053_Salpingoeca_punica_P020137	OG0	89.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P026020	OG0	89.0		
Salurc_EP00051_Salpingoeca_urceolata_P016045	OG0	89.0		
Didcos_EP00039_Didymoeca_costata_P033291	OG0	89.0		
Salmac_EP00052_Salpingoeca_macrocollata_P022088	OG0	89.0		
Salurc_EP00051_Salpingoeca_urceolata_P016043	OG0	89.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P026018	OG0	89.0		
Diagra_EP00040_Diaphanoeca_grandis_P028219	OG0	89.0		
Mbre_EDQ84375	OG0	89.0		
Salinf_EP00049_Salpingoeca_infusionum_P008909	OG0	89.0		
Lcom_lcpid197144	OG0	89.0		
Salinf_EP00049_Salpingoeca_infusionum_P008905	OG0	89.0		
Chofle_EP00730_Choanoeca_flexa_P020138	OG0	89.0		
Lcom_lcpid238747	OG0	89.0		
Microa_EP00043_Microstomoeca_roanoka_P008367	OG0	89.0		
Choper_EP00045_Choanoeca_perplexa_P017674	OG0	89.0		
Sros_EGD77826	OG0	89.0		
Microa_EP00043_Microstomoeca_roanoka_P026975	OG0	89.0		
Codhol_EP00042_Codosiga_hollandica_P058619	OG1	89.0		
Acagra_model.g15337.t1	OG1	89.0		
Spis_XP_022791278_1	OG1	89.0		
Stycar_maker-SC_scaffold1345-augustus-gene-0.27-mRNA-1	OG1	89.0		
Hsap_ENST00000404125	OG1	89.0		
