gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
Horcal_Hcv1.av93.c2.g329.i2	OG0	99.0		
Lcom_lcpid77774	OG0	99.0		
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA112863	OG0	99.0		
Nemnom_g8858.t1	OG0	99.0		
Hsap_ENST00000378875	OG0	99.0		
Rhoesc_Res_001238-T1	OG0	99.0		
Fspp_ffun1.m4.27919.m1	OG0	99.0		
Choper_EP00045_Choanoeca_perplexa_P012185	OG0	99.0		
Tadh_TriadT57191	OG0	99.0		
Sanmal_Sma_026553-T1	OG0	99.0		
Spur_XM_785473.5	OG0	99.0		
Salinf_EP00049_Salpingoeca_infusionum_P021707	OG0	99.0		
Spolac_c81535_g1_i2_m.2883c42865-g1	OG0	99.0		
Clacor_Ccor_C530565_01	OG0	99.0		
Gfas_gfas1.m1.8866.m1	OG0	99.0		
Nvec_v1g119331	OG0	99.0		
Mylflu_EP00047_Mylnosiga_fluctuans_P012765	OG0	99.0		
Emue_Em0019g656a.t1	OG0	99.0		
TrH2_TrispH2_003273-RA	OG0	99.0		
Aque_Aqu2.1.10092_001	OG0	99.0		
Tcas_TC000790_001	OG0	99.0		
Stycar_maker-SC_scaffold118009-snap-gene-0.9-mRNA-1	OG0	99.0		
Stycar_maker-SC_scaffold1511-snap-gene-0.19-mRNA-1	OG0	99.0		
Salmac_EP00052_Salpingoeca_macrocollata_P013189	OG0	99.0		
Pocdam_XM_027202360.1	OG0	99.0		
HoiH23_PlH23_010700-RA	OG0	99.0		
Plajan_Pjan_C529091_01	OG0	99.0		
Halamb_c51687_g1_i6mm.4109	OG0	99.0		
Salkve_EP00050_Salpingoeca_kvevrii_P006058	OG0	99.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P039090	OG0	99.0		
Amil_Amillepora15220-RA	OG0	99.0		
Amil_Amillepora36849-RA	OG0	99.0		
Acagra_model.g15246.t1	OG0	99.0		
Ocar_g4825	OG0	99.0		
Skow_XM_002740791.2	OG0	99.0		
Cgig_XM_011441326.3	OG0	99.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P039089	OG0	99.0		
Opea_EP00118_Oscarella_pearsei_P012531	OG0	99.0		
Cscu_XM_023373298.1	OG0	99.0		
Leuniv_Lniv_scaffold10316_01	OG0	99.0		
Salmac_EP00052_Salpingoeca_macrocollata_P013190	OG0	99.0		
Morvir_scaffold66.g62.t2	OG0	99.0		
Exapal_XM_021037881.2	OG0	99.0		
Codhol_EP00042_Codosiga_hollandica_P004627	OG0	99.0		
Gasp_gasp1.m3.28873.m1	OG0	99.0		
HoiH04_mRNA13917	OG0	99.0		
Choper_EP00045_Choanoeca_perplexa_P012186	OG0	99.0		
Opea_EP00118_Oscarella_pearsei_P012532	OG0	99.0		
Hvul_g25799_1	OG0	99.0		
Codhol_EP00042_Codosiga_hollandica_P014875	OG0	99.0		
Gracom_Gcom_scaffold14500_01	OG0	99.0		
Sros_EGD76974	OG0	99.0		
Chofle_EP00730_Choanoeca_flexa_P019177	OG0	99.0		
Chem_TCONS_00018906	OG0	99.0		
Adig_XM_015910496.1	OG0	99.0		
Dgig_XM_028543019.1	OG0	99.0		
Microa_EP00043_Microstomoeca_roanoka_P003393	OG0	99.0		
Stycar_maker-SC_scaffold3799-augustus-gene-0.51-mRNA-1	OG0	99.0		
Scil_scict014521.2	OG0	99.0		
Mbre_EDQ86838	OG0	99.0		
Plespi_Pspi_C593672_01	OG0	99.0		
Hhon_g04627.t1	OG0	99.0		
Xesp_012093-T1	OG0	99.0		
Spis_XP_022805687_1	OG0	99.0		
HoiH06_mRNA3736	OG0	99.0		
Salpun_EP00053_Salpingoeca_punica_P007570	OG0	99.0		
Salurc_EP00051_Salpingoeca_urceolata_P008734	OG0	99.0		
Tetwil_g4824.t2	OG0	99.0		
Bralan_BLAG90000818_1	OG0	99.0		
Aaur_scaffold307.g14.t1	OG0	99.0		
Salurc_EP00051_Salpingoeca_urceolata_P008733	OG0	99.0		
Dpul_mRNA24387	OG0	99.0		
Vmul_sbMO419245	OG0	99.0		
Mertsp_Mesp_sb551996	OG0	99.0		
Coemet_Cmet_scaffold3719_01	OG0	99.0		
Mertsp_Mesp_sb551995	OG0	99.0		
Pbac_sb2651311	OG0	99.0		
Bolinf_Binf_sb1195540	OG0	99.0		
Horcal_Hcv1.av93.c2.g329.i1	OG0	99.0		
Lampan_Lpan_12764_01	OG0	99.0		
Diagra_EP00040_Diaphanoeca_grandis_P029057	OG1	99.0		
Helnan_EP00037_Helgoeca_nana_P017601	OG1	99.0		
Didcos_EP00039_Didymoeca_costata_P024306	OG1	99.0		
Saldol_EP00054_Salpingoeca_dolichothecata_P035644	OG1	99.0		
Acaspe_EP00035_Acanthoeca_spectabilis_P005987	OG1	99.0		
Acaspe_EP00035_Acanthoeca_spectabilis_P005989	OG1	99.0		
Didcos_EP00039_Didymoeca_costata_P013476	OG2	1.0		
