gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Mylflu_EP00047_Mylnosiga_fluctuans_P022645	OG0	1	NA	NA	Mylflu	TRUE	TRUE	2.080761	139	Salmac	0.204435483870968	FALSE
Salurc_EP00051_Salpingoeca_urceolata_P001465	OG0	1	NA	NA	Salurc	TRUE	FALSE	1.548852	394	Salmac	0.0864864864864865	FALSE
Mertsp_Mesp_sb539853	OG0	1	NA	NA	Mertsp	TRUE	TRUE	2.4847364832	215	Bolinf	0.753424657534247	FALSE
Hvul_g2581_1	OG0	1	NA	NA	Hvul	TRUE	FALSE	2.3853928	334	Chem	0.788721804511278	FALSE
Exapal_XM_021057329.2	OG0	1	NA	NA	Exapal	TRUE	TRUE	2.1366423448	379	Spis	0.0153452685421995	FALSE
Choper_EP00045_Choanoeca_perplexa_P012656	OG0	1	NA	NA	Choper	TRUE	FALSE	3.239941	348	Chofle	0.9496139780577	FALSE
Bolinf_Binf_sb1236319	OG0	1	NA	NA	Bolinf	TRUE	TRUE	2.4678997435	228	Mertsp	0.664432742939205	FALSE
Gasp_gasp1.m3.1059.m1	OG0	1	NA	NA	Gasp	TRUE	FALSE	2.0890220348	480	Spis	0.0689026613197229	FALSE
Chofle_EP00730_Choanoeca_flexa_P002528	OG0	1	NA	NA	Chofle	TRUE	TRUE	3.281808	334	Choper	0.960848287112561	FALSE
Emue_Em0016g48a.t1	OG0	1	NA	NA	Emue	TRUE	TRUE	2.4633011	687	Spolac	0.933360927152318	FALSE
Mertsp_Mesp_sb591604	OG0	1	NA	NA	Mertsp	TRUE	TRUE	2.1801540033	328	Bolinf	0.753424657534247	FALSE
Stedip_EP00041_Stephanoeca_diplocostata_P019353	OG0	1	NA	NA	Stedip	TRUE	FALSE	2.0087858	279	Diagra	0.22478386167147	FALSE
Cgig_XM_011438549.3	OG0	1	NA	NA	Cgig	TRUE	FALSE	2.1096987348	342	Ctel	0.0995655322230268	FALSE
Bralan_BLAG08001175_1	OG0	1	NA	NA	Bralan	TRUE	FALSE	2.0237894348	387	Spur	0.101449275362319	FALSE
Opea_EP00118_Oscarella_pearsei_P014244	OG0	1	NA	NA	Opea	TRUE	TRUE	3.1444518	231	Ocar	0.713865391688121	FALSE
Mertsp_Mesp_sb591612	OG0	1	NA	NA	Mertsp	TRUE	TRUE	2.1801540033	328	Bolinf	0.753424657534247	FALSE
Hsap_ENST00000370812	OG0	1	NA	NA	Hsap	TRUE	FALSE	2.2732344348	395	Bralan	0.501451378809869	FALSE
Opea_EP00118_Oscarella_pearsei_P014243	OG0	1	NA	NA	Opea	TRUE	TRUE	2.51576	109	Ocar	0.713865391688121	FALSE
Lcom_lcpid85940	OG0	1	NA	NA	Lcom	TRUE	FALSE	2.1455579	374	Scil	0.203925845147219	FALSE
HoiH04_mRNA626	OG0	1	NA	NA	HoiH04	TRUE	TRUE	2.2316237951	383	Hhon	0.932933683027351	FALSE
Leuniv_Lniv_C802252_01	OG0	1	NA	NA	Leuniv	TRUE	FALSE	2.5121223	317	Scil	0.390832328106152	FALSE
Nvec_v1g112468	OG0	1	NA	NA	Nvec	TRUE	FALSE	2.1848951348	370	Exapal	0.795807734007951	FALSE
Salmac_EP00052_Salpingoeca_macrocollata_P025238	OG0	1	NA	NA	Salmac	TRUE	TRUE	1.5936136868	254	Salurc	0.0626934984520124	FALSE
Salkve_EP00050_Salpingoeca_kvevrii_P000404	OG0	1	NA	NA	Salkve	TRUE	TRUE	2.5702380003	160	Diagra	0.0117370892018779	FALSE
Salmac_EP00052_Salpingoeca_macrocollata_P025236	OG0	1	NA	NA	Salmac	TRUE	TRUE	1.3122456805	383	Salurc	0.0626934984520124	FALSE
HoiH11_mRNA9170	OG0	1	NA	NA	HoiH11	TRUE	FALSE	2.0842001348	336	HoiH23	0.35959595959596	FALSE
Pbac_sb2659229	OG0	1	NA	NA	Pbac	TRUE	TRUE	2.3807415319	129	Horcal	0.905352986811482	FALSE
Gfas_gfas1.m1.5138.m1	OG0	1	NA	NA	Gfas	TRUE	FALSE	2.3206118348	144	Amil	0.233284349742836	FALSE
Mertsp_Mesp_sb591614	OG0	1	NA	NA	Mertsp	TRUE	TRUE	2.1801540033	328	Bolinf	0.753424657534247	FALSE
Vmul_sbMO425731	OG0	1	NA	NA	Vmul	TRUE	TRUE	2.64324	153	Lampan	0.0310532941670164	FALSE
Drygla_Dgla_sb285171	OG0	1	NA	NA	Drygla	TRUE	TRUE	2.3679244093	332	Horcal	0.0381274131274131	FALSE
Chofle_EP00730_Choanoeca_flexa_P002526	OG0	1	NA	NA	Chofle	TRUE	TRUE	3.1317840788	326	Choper	0.960848287112561	FALSE
Mertsp_Mesp_sb591611	OG0	1	NA	NA	Mertsp	TRUE	TRUE	2.1801540033	328	Bolinf	0.753424657534247	FALSE
TrH2_TrispH2_008915-RA	OG0	1	NA	NA	TrH2	TRUE	FALSE	2.2507749348	393	Tadh	0.959603378626515	FALSE
Spolac_c101262_g1_i2_m.25062c101262-g1	OG0	1	NA	NA	Spolac	TRUE	TRUE	2.1549780003	390	Emue	0.829240649792218	FALSE
Xesp_008270-T1	OG0	1	NA	NA	Xesp	TRUE	FALSE	2.1883528348	226	Dgig	0.973204317082248	FALSE
Vmul_sbMO383290	OG0	1	NA	NA	Vmul	TRUE	TRUE	2.443665555	264	Bolinf	0.0155266470835082	FALSE
Emue_Em0016g58a.t1	OG0	1	NA	NA	Emue	TRUE	TRUE	2.2202046376	931	Spolac	0.933360927152318	FALSE
Salkve_EP00050_Salpingoeca_kvevrii_P000405	OG0	1	NA	NA	Salkve	TRUE	TRUE	2.91749	139	Diagra	0.0117370892018779	FALSE
Morvir_scaffold35.g49.t1	OG0	1	NA	NA	Morvir	TRUE	FALSE	2.3932926	364	Rhoesc	0.194726930320151	FALSE
Pbac_sb2649873	OG0	1	NA	NA	Pbac	TRUE	TRUE	2.2669173319	256	Horcal	0.905352986811482	FALSE
Mertsp_Mesp_sb591609	OG0	1	NA	NA	Mertsp	TRUE	TRUE	2.1801540033	328	Bolinf	0.753424657534247	FALSE
Helnan_EP00037_Helgoeca_nana_P024710	OG0	1	NA	NA	Helnan	TRUE	FALSE	2.3464468	367	Acaspe	0.950366151342555	FALSE
Spolac_c101262_g1_i3_m.25063c101262-g1	OG0	1	NA	NA	Spolac	TRUE	TRUE	2.1665087	289	Emue	0.829240649792218	FALSE
Salmac_EP00052_Salpingoeca_macrocollata_P025237	OG0	1	NA	NA	Salmac	TRUE	TRUE	1.628208	146	Salurc	0.0626934984520124	FALSE
Nemnom_g10581.t1	OG0	1	NA	NA	Nemnom	TRUE	FALSE	2.4111856	348	Rhoesc	0.971304031965129	FALSE
Didcos_EP00039_Didymoeca_costata_P030483	OG0	1	NA	NA	Didcos	TRUE	TRUE	2.565993	413	Diagra	0.289731051344743	FALSE
Chem_TCONS_00070308	OG0	1	NA	NA	Chem	TRUE	FALSE	2.3921958	340	Hvul	0.722287968441815	FALSE
Tcas_TC033585_001	OG0	1	NA	NA	Tcas	TRUE	FALSE	2.3924161348	338	Acagra	0.0360288230584468	FALSE
Salkve_EP00050_Salpingoeca_kvevrii_P000402	OG0	1	NA	NA	Salkve	TRUE	TRUE	2.5226333548	263	Diagra	0.0117370892018779	FALSE
Mertsp_Mesp_sb591608	OG0	1	NA	NA	Mertsp	TRUE	TRUE	2.1801540033	328	Bolinf	0.753424657534247	FALSE
Spur_XM_780142.5	OG0	1	NA	NA	Spur	TRUE	FALSE	2.3065314348	390	Bralan	0.178841309823678	FALSE
Clacor_Ccor_C531857_01	OG0	1	NA	NA	Clacor	TRUE	FALSE	2.3873839	261	Lcom	0.234600262123198	FALSE
Bolinf_Binf_sb1253338	OG0	1	NA	NA	Bolinf	TRUE	TRUE	2.1997408835	337	Mertsp	0.664432742939205	FALSE
Salkve_EP00050_Salpingoeca_kvevrii_P000406	OG0	1	NA	NA	Salkve	TRUE	TRUE	2.3041893551	306	Diagra	0.0117370892018779	FALSE
Bolinf_Binf_sb1253335	OG0	1	NA	NA	Bolinf	TRUE	TRUE	2.1997408835	337	Mertsp	0.664432742939205	FALSE
Ocar_g9358	OG0	1	NA	NA	Ocar	TRUE	TRUE	2.3937956718	69	Opea	0.96857855361596	FALSE
Stycar_maker-SC_scaffold4715-snap-gene-0.58-mRNA-1	OG0	1	NA	NA	Stycar	TRUE	TRUE	2.4755841	198	Spolac	0.144708423326134	FALSE
Spis_XP_022800354_1	OG0	1	NA	NA	Spis	TRUE	FALSE	2.0647904348	381	Pocdam	0.896676300578035	FALSE
Diagra_EP00040_Diaphanoeca_grandis_P021902	OG0	1	NA	NA	Diagra	TRUE	FALSE	1.880358	376	Stedip	0.546036829463571	FALSE
Mertsp_Mesp_sb591607	OG0	1	NA	NA	Mertsp	TRUE	TRUE	2.1801540033	328	Bolinf	0.753424657534247	FALSE
