gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Emue_Em0016g938a.t1	OG0	1	NA	NA	Emue	TRUE	TRUE	0.9469714	910	Spolac	0.933360927152318	FALSE
Gasp_gasp1.m3.3563.m1	OG0	1	NA	NA	Gasp	TRUE	FALSE	0.76009636	969	Gfas	0.0539555231498359	FALSE
Drygla_Dgla_sb307502	OG0	1	NA	NA	Drygla	TRUE	TRUE	1.2733087353	270	Beraby	0.233108108108108	FALSE
Gfas_gfas1.m1.6316.m1	OG0	1	NA	NA	Gfas	TRUE	TRUE	0.7126709	286	Adig	0.175238795003674	FALSE
Pbac_sb2661938	OG0	1	NA	NA	Pbac	TRUE	TRUE	1.4725852	373	Horcal	0.905352986811482	FALSE
TrH2_TrispH2_008507-RA	OG0	1	NA	NA	TrH2	TRUE	FALSE	1.29685902	910	Tadh	0.959603378626515	FALSE
Nvec_v1g223515	OG0	1	NA	NA	Nvec	TRUE	TRUE	0.7548674617	106	Exapal	0.795807734007951	FALSE
Salkve_EP00050_Salpingoeca_kvevrii_P021849	OG0	1	NA	NA	Salkve	TRUE	FALSE	1.609598	881	Saldol	0.166275430359937	FALSE
Chem_TCONS_00018101	OG0	1	NA	NA	Chem	TRUE	TRUE	0.927749	615	Hvul	0.722287968441815	FALSE
Pbac_sb2659551	OG0	1	NA	NA	Pbac	TRUE	TRUE	1.4100338	216	Horcal	0.905352986811482	FALSE
Spis_XP_022795089_1	OG0	1	NA	NA	Spis	TRUE	FALSE	0.75007541	1002	Gfas	0.0065028901734104	TRUE
Spur_XM_030979856.1	OG0	1	NA	NA	Spur	TRUE	FALSE	0.9455414	978	Bralan	0.178841309823678	FALSE
Lampan_Lpan_C416521_01	OG0	1	NA	NA	Lampan	TRUE	FALSE	1.1254749	645	Coemet	0.0980926430517711	FALSE
Aaur_scaffold1256.g3.t3	OG0	1	NA	NA	Aaur	TRUE	FALSE	0.8612317	679	Nemnom	0.198672356567093	FALSE
Pocdam_XM_027192136.1	OG0	1	NA	NA	Pocdam	TRUE	FALSE	1.08470261	980	Spis	0.934686346863469	FALSE
Bralan_BLAG90000708_1	OG0	1	NA	NA	Bralan	TRUE	TRUE	0.8570494	166	Spur	0.101449275362319	FALSE
Adig_XM_015916360.1	OG0	1	NA	NA	Adig	TRUE	FALSE	0.7634558	777	Gfas	0.0781367392937641	FALSE
Gfas_gfas1.m1.6318.m1	OG0	1	NA	NA	Gfas	TRUE	TRUE	0.7123294	456	Fspp	0.30712711241734	FALSE
