gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Helnan_EP00037_Helgoeca_nana_P012460	OG0	1	NA	NA	Helnan	TRUE	FALSE	2.6432184	501	Acaspe	0.950366151342555	FALSE
Aque_Aqu2.1.22048_001	OG0	1	NA	NA	Aque	TRUE	FALSE	1.0776479	513	Halamb	0.784065524944155	FALSE
Drygla_Dgla_sb304098	OG0	1	NA	NA	Drygla	TRUE	TRUE	1.3564127	204	Mlei	0.376447876447876	FALSE
Exapal_XM_028663773.1	OG0	1	NA	NA	Exapal	TRUE	FALSE	0.8965033	511	Nvec	0.815856777493606	FALSE
Bolinf_Binf_sb1269672	OG0	1	NA	NA	Bolinf	TRUE	TRUE	1.3057990103	316	Mertsp	0.664432742939205	FALSE
Hvul_g32477_1	OG0	1	NA	NA	Hvul	TRUE	FALSE	2.4478055	357	Chem	0.788721804511278	FALSE
Bolinf_Binf_sb1274563	OG0	1	NA	NA	Bolinf	TRUE	TRUE	1.1732049674	515	Mertsp	0.664432742939205	FALSE
Opea_EP00118_Oscarella_pearsei_P025846	OG0	1	NA	NA	Opea	TRUE	FALSE	0.6194715309	547	Ocar	0.713865391688121	FALSE
Sanmal_Sma_010220-T1	OG0	1	NA	NA	Sanmal	TRUE	TRUE	3.5697644282	358	Rhoesc	0.412898443291327	FALSE
Cgig_XM_034468669.1	OG0	1	NA	NA	Cgig	TRUE	TRUE	0.9361496	510	Lcom	0.0148443157132513	FALSE
Acagra_model.g9779.t1	OG0	1	NA	NA	Acagra	TRUE	FALSE	1.0475026	514	Cgig	0.738669590643275	FALSE
Coeast_Cast_sb818388	OG0	1	NA	NA	Coeast	TRUE	TRUE	1.5048912894	506	Coemet	0.851830663615561	FALSE
Bolinf_Binf_sb1269676	OG0	1	NA	NA	Bolinf	TRUE	TRUE	1.3057885	371	Mertsp	0.664432742939205	FALSE
Eupdun_Edun_sb10644096	OG0	1	NA	NA	Eupdun	TRUE	TRUE	1.2443956208	510	Mertsp	0.0877396862289367	FALSE
Eupdun_Edun_sb10644097	OG0	1	NA	NA	Eupdun	TRUE	TRUE	1.2443966991	400	Mertsp	0.0877396862289367	FALSE
Eupdun_Edun_sb10644099	OG0	1	NA	NA	Eupdun	TRUE	TRUE	1.2635876738	416	Mertsp	0.0877396862289367	FALSE
Bolinf_Binf_sb1269671	OG0	1	NA	NA	Bolinf	TRUE	TRUE	1.2843115876	449	Mertsp	0.664432742939205	FALSE
Scil_scict008553.1	OG0	1	NA	NA	Scil	TRUE	FALSE	1.3248835	442	Lcom	0.134615384615385	FALSE
Vmul_Simscaffold14452_01	OG0	1	NA	NA	Vmul	TRUE	TRUE	1.7983087863	512	Coemet	0.58581619806966	FALSE
Hhon_g05932.t1	OG0	1	NA	NA	Hhon	TRUE	FALSE	1.0114357	514	HoiH04	0.944380514000767	FALSE
Bolinf_Binf_sb1269666	OG0	1	NA	NA	Bolinf	TRUE	TRUE	1.3057990103	316	Mertsp	0.664432742939205	FALSE
Chem_TCONS_00008335	OG0	1	NA	NA	Chem	TRUE	FALSE	1.4199175	513	Morvir	0.100197238658777	FALSE
Coeast_Cast_sb818390	OG0	1	NA	NA	Coeast	TRUE	TRUE	1.5048961939	420	Coemet	0.851830663615561	FALSE
Bolinf_Binf_sb1269664	OG0	1	NA	NA	Bolinf	TRUE	TRUE	1.3111454268	368	Mertsp	0.664432742939205	FALSE
Bolinf_Binf_sb1274571	OG0	1	NA	NA	Bolinf	TRUE	TRUE	1.1864344839	255	Mertsp	0.664432742939205	FALSE
Tadh_TriadT63249	OG0	1	NA	NA	Tadh	TRUE	FALSE	1.0966371863	514	TrH2	0.977645305514158	FALSE
Bolinf_Binf_sb1269667	OG0	1	NA	NA	Bolinf	TRUE	TRUE	1.2843115876	449	Mertsp	0.664432742939205	FALSE
Horcal_Hcv1.av93.c5.g837.i1	OG0	1	NA	NA	Horcal	TRUE	FALSE	1.29754219	513	Pbac	0.863125242341993	FALSE
Coeast_Cast_sb818393	OG0	1	NA	NA	Coeast	TRUE	TRUE	1.5048920695	420	Coemet	0.851830663615561	FALSE
Bolinf_Binf_sb1269658	OG0	1	NA	NA	Bolinf	TRUE	TRUE	1.3057990103	316	Mertsp	0.664432742939205	FALSE
Mertsp_Mesp_sb579800	OG0	1	NA	NA	Mertsp	TRUE	TRUE	1.1815489663	227	Bolinf	0.753424657534247	FALSE
Spolac_c103916_g2_i4_m.37001c103916-g2	OG0	1	NA	NA	Spolac	TRUE	TRUE	1.20334899	118	Emue	0.829240649792218	FALSE
Mertsp_Mesp_sb579798	OG0	1	NA	NA	Mertsp	TRUE	TRUE	1.1732028	387	Bolinf	0.753424657534247	FALSE
Spis_XP_022781832_1	OG0	1	NA	NA	Spis	TRUE	FALSE	0.91682837	513	Pocdam	0.896676300578035	FALSE
