metacell	cell_type	color	transferred_annotation
1	1_darkmagenta	#8B008B	Peptidergic
2	1_darkmagenta	#8B008B	Peptidergic
3	1_darkmagenta	#8B008B	Peptidergic
4	1_darkmagenta	#8B008B	Peptidergic
5	1_darkmagenta	#8B008B	Peptidergic
6	1_darkmagenta	#8B008B	Peptidergic
7	1_darkmagenta	#8B008B	Peptidergic
8	1_darkmagenta	#8B008B	Peptidergic
9	1_darkmagenta	#8B008B	Peptidergic
10	1_darkmagenta	#8B008B	Peptidergic
11	1_darkmagenta	#8B008B	Peptidergic
12	1_darkmagenta	#8B008B	Peptidergic
13	1_darkmagenta	#8B008B	Peptidergic
14	1_darkmagenta	#8B008B	Peptidergic
15	1_darkmagenta	#8B008B	Peptidergic
16	1_darkmagenta	#8B008B	Peptidergic
17	1_darkmagenta	#8B008B	Peptidergic
18	1_darkmagenta	#8B008B	Peptidergic
19	1_darkmagenta	#8B008B	Peptidergic
20	1_darkmagenta	#8B008B	Peptidergic
21	1_darkmagenta	#8B008B	Peptidergic
22	1_darkmagenta	#8B008B	
23	1_darkmagenta	#8B008B	Epithelial
24	1_darkmagenta	#8B008B	Peptidergic
25	1_darkmagenta	#8B008B	Peptidergic
26	1_darkmagenta	#8B008B	Epithelial
27	1_darkmagenta	#8B008B	Peptidergic
28	1_darkmagenta	#8B008B	Peptidergic
29	1_darkmagenta	#8B008B	Peptidergic
30	1_darkmagenta	#8B008B	Peptidergic
31	1_darkmagenta	#8B008B	Epithelial
32	1_darkmagenta	#8B008B	Epithelial
33	1_darkmagenta	#8B008B	Peptidergic
34	1_darkmagenta	#8B008B	Peptidergic
35	1_darkmagenta	#8B008B	Epithelial
36	1_darkmagenta	#8B008B	Gland
37	1_darkmagenta	#8B008B	Peptidergic
38	1_darkmagenta	#8B008B	Gland
39	1_darkmagenta	#8B008B	Peptidergic
40	1_darkmagenta	#8B008B	Peptidergic
41	1_darkmagenta	#8B008B	Gland
42	1_darkmagenta	#8B008B	Gland
43	1_darkmagenta	#8B008B	Gland
44	1_darkmagenta	#8B008B	Epithelial
45	1_darkmagenta	#8B008B	Peptidergic
46	1_darkmagenta	#8B008B	Peptidergic
47	1_darkmagenta	#8B008B	Peptidergic
48	1_darkmagenta	#8B008B	Peptidergic
49	1_darkmagenta	#8B008B	Peptidergic
50	1_darkmagenta	#8B008B	Peptidergic
51	1_darkmagenta	#8B008B	Peptidergic
52	1_darkmagenta	#8B008B	Peptidergic
53	1_darkmagenta	#8B008B	Gland
54	1_darkmagenta	#8B008B	Peptidergic
55	1_darkmagenta	#8B008B	Peptidergic
56	1_darkmagenta	#8B008B	Peptidergic
57	1_darkmagenta	#8B008B	Peptidergic
58	1_darkmagenta	#8B008B	Peptidergic
59	1_darkmagenta	#8B008B	Peptidergic
60	1_darkmagenta	#8B008B	Gland
61	1_darkmagenta	#8B008B	Peptidergic
62	1_darkmagenta	#8B008B	Gland
63	1_darkmagenta	#8B008B	Gland
64	1_darkmagenta	#8B008B	Peptidergic
65	1_darkmagenta	#8B008B	Peptidergic
66	1_darkmagenta	#8B008B	Peptidergic
67	1_darkmagenta	#8B008B	Peptidergic
68	2_darkorange1	#FF7D10	Gland
69	2_darkorange1	#FF7D10	Gland
70	2_darkorange1	#FF7D10	Gland
71	2_darkorange1	#FF7D10	Gland
72	2_darkorange1	#FF7D10	Gland
73	2_darkorange1	#FF7D10	Gland
74	2_darkorange1	#FF7D10	Fiber
75	2_darkorange1	#FF7D10	Fiber
76	2_darkorange1	#FF7D10	Epithelial
77	2_darkorange1	#FF7D10	Gland
78	2_darkorange1	#FF7D10	Gland
79	2_darkorange1	#FF7D10	Gland
80	2_darkorange1	#FF7D10	Fiber
81	2_darkorange1	#FF7D10	Gland
82	2_darkorange1	#FF7D10	Gland
83	2_darkorange1	#FF7D10	Gland
84	2_darkorange1	#FF7D10	Gland
85	2_darkorange1	#FF7D10	Gland
86	2_darkorange1	#FF7D10	Fiber
87	2_darkorange1	#FF7D10	Gland
88	2_darkorange1	#FF7D10	Fiber
89	2_darkorange1	#FF7D10	Fiber
90	2_darkorange1	#FF7D10	Fiber
91	2_darkorange1	#FF7D10	Gland
92	2_darkorange1	#FF7D10	Fiber
93	2_darkorange1	#FF7D10	Gland
94	2_darkorange1	#FF7D10	Fiber
95	2_darkorange1	#FF7D10	Gland
96	2_darkorange1	#FF7D10	Fiber
97	2_darkorange1	#FF7D10	Gland
98	2_darkorange1	#FF7D10	Gland
99	2_darkorange1	#FF7D10	Gland
100	2_darkorange1	#FF7D10	Gland
101	2_darkorange1	#FF7D10	Gland
102	2_darkorange1	#FF7D10	Fiber
