metacell	cell_type	color	transferred_annotation
1	1_darkmagenta	#8B008B	Gland
2	1_darkmagenta	#8B008B	Fiber
3	1_darkmagenta	#8B008B	Gland
4	1_darkmagenta	#8B008B	Gland
5	1_darkmagenta	#8B008B	Fiber
6	1_darkmagenta	#8B008B	Gland
7	1_darkmagenta	#8B008B	Gland
8	1_darkmagenta	#8B008B	Epithelial
9	1_darkmagenta	#8B008B	Gland
10	1_darkmagenta	#8B008B	Gland
11	1_darkmagenta	#8B008B	Gland
12	1_darkmagenta	#8B008B	Gland
13	1_darkmagenta	#8B008B	Fiber
14	1_darkmagenta	#8B008B	Gland
15	1_darkmagenta	#8B008B	Gland
16	1_darkmagenta	#8B008B	Gland
17	1_darkmagenta	#8B008B	Gland
18	1_darkmagenta	#8B008B	Gland
19	1_darkmagenta	#8B008B	Gland
20	1_darkmagenta	#8B008B	Gland
21	1_darkmagenta	#8B008B	Gland
22	1_darkmagenta	#8B008B	Fiber
23	1_darkmagenta	#8B008B	Fiber
24	1_darkmagenta	#8B008B	Gland
25	1_darkmagenta	#8B008B	Gland
26	1_darkmagenta	#8B008B	Gland
27	1_darkmagenta	#8B008B	Gland
28	1_darkmagenta	#8B008B	Lipophil
29	1_darkmagenta	#8B008B	Gland
30	1_darkmagenta	#8B008B	Gland
31	1_darkmagenta	#8B008B	Gland
32	1_darkmagenta	#8B008B	Gland
33	1_darkmagenta	#8B008B	Gland
34	2_chocolate2	#FF621B	Lipophil
35	2_chocolate2	#FF621B	Lipophil
36	2_chocolate2	#FF621B	Lipophil
37	2_chocolate2	#FF621B	Lipophil
38	2_chocolate2	#FF621B	Lipophil
39	2_chocolate2	#FF621B	Lipophil
40	2_chocolate2	#FF621B	Lipophil
41	2_chocolate2	#FF621B	Lipophil
42	2_chocolate2	#FF621B	Lipophil
43	2_chocolate2	#FF621B	Lipophil
44	2_chocolate2	#FF621B	Lipophil
45	2_chocolate2	#FF621B	Lipophil
46	2_chocolate2	#FF621B	Lipophil
47	2_chocolate2	#FF621B	Lipophil
48	2_chocolate2	#FF621B	Lipophil
49	2_chocolate2	#FF621B	Lipophil
50	2_chocolate2	#FF621B	Lipophil
51	2_chocolate2	#FF621B	Lipophil
52	2_chocolate2	#FF621B	Lipophil
53	2_chocolate2	#FF621B	Lipophil
54	2_chocolate2	#FF621B	Lipophil
55	2_chocolate2	#FF621B	Lipophil
56	2_chocolate2	#FF621B	Lipophil
57	3_lightgoldenrod1	#FFEA7A	Peptidergic
58	3_lightgoldenrod1	#FFEA7A	Peptidergic
59	3_lightgoldenrod1	#FFEA7A	Peptidergic
60	3_lightgoldenrod1	#FFEA7A	Peptidergic
61	3_lightgoldenrod1	#FFEA7A	Lipophil
62	3_lightgoldenrod1	#FFEA7A	Peptidergic
63	3_lightgoldenrod1	#FFEA7A	Peptidergic
64	3_lightgoldenrod1	#FFEA7A	Peptidergic
65	3_lightgoldenrod1	#FFEA7A	Peptidergic
66	3_lightgoldenrod1	#FFEA7A	Peptidergic
67	3_lightgoldenrod1	#FFEA7A	Peptidergic
68	3_lightgoldenrod1	#FFEA7A	Peptidergic
69	3_lightgoldenrod1	#FFEA7A	Epithelial
70	3_lightgoldenrod1	#FFEA7A	Peptidergic
71	3_lightgoldenrod1	#FFEA7A	Lipophil
72	3_lightgoldenrod1	#FFEA7A	Peptidergic
73	3_lightgoldenrod1	#FFEA7A	Peptidergic
74	3_lightgoldenrod1	#FFEA7A	Epithelial
75	3_lightgoldenrod1	#FFEA7A	Epithelial
76	3_lightgoldenrod1	#FFEA7A	Peptidergic
77	3_lightgoldenrod1	#FFEA7A	Peptidergic
78	3_lightgoldenrod1	#FFEA7A	Peptidergic
79	3_lightgoldenrod1	#FFEA7A	Epithelial
80	3_lightgoldenrod1	#FFEA7A	Peptidergic
81	3_lightgoldenrod1	#FFEA7A	Epithelial
82	3_lightgoldenrod1	#FFEA7A	Epithelial
83	3_lightgoldenrod1	#FFEA7A	Epithelial
84	3_lightgoldenrod1	#FFEA7A	Epithelial
85	3_lightgoldenrod1	#FFEA7A	Peptidergic
86	3_lightgoldenrod1	#FFEA7A	Epithelial
87	3_lightgoldenrod1	#FFEA7A	Epithelial
88	3_lightgoldenrod1	#FFEA7A	Epithelial
89	4_springgreen3	#00C654	Peptidergic
90	4_springgreen3	#00C654	Peptidergic
91	4_springgreen3	#00C654	Peptidergic
92	4_springgreen3	#00C654	Gland
93	4_springgreen3	#00C654	Peptidergic
94	4_springgreen3	#00C654	Peptidergic
95	4_springgreen3	#00C654	Peptidergic
96	4_springgreen3	#00C654	Peptidergic
97	4_springgreen3	#00C654	Peptidergic
98	4_springgreen3	#00C654	Peptidergic
99	4_springgreen3	#00C654	Peptidergic
100	4_springgreen3	#00C654	Peptidergic
101	4_springgreen3	#00C654	Peptidergic
102	4_springgreen3	#00C654	Peptidergic
103	4_springgreen3	#00C654	Peptidergic
104	4_springgreen3	#00C654	Peptidergic
105	4_springgreen3	#00C654	Peptidergic
106	4_springgreen3	#00C654	Epithelial
107	4_springgreen3	#00C654	Peptidergic
108	4_springgreen3	#00C654	Peptidergic
109	4_springgreen3	#00C654	Peptidergic
110	4_springgreen3	#00C654	Peptidergic
111	4_springgreen3	#00C654	Peptidergic
112	4_springgreen3	#00C654	Peptidergic
113	4_springgreen3	#00C654	Peptidergic
114	4_springgreen3	#00C654	Peptidergic
115	4_springgreen3	#00C654	Epithelial
116	4_springgreen3	#00C654	Epithelial
117	4_springgreen3	#00C654	Peptidergic
118	4_springgreen3	#00C654	Peptidergic
119	4_springgreen3	#00C654	Epithelial
120	5_deepskyblue3	#00A4B6	Lipophil
121	5_deepskyblue3	#00A4B6	Lipophil
122	5_deepskyblue3	#00A4B6	Gland
123	5_deepskyblue3	#00A4B6	Gland
124	5_deepskyblue3	#00A4B6	Gland
125	5_deepskyblue3	#00A4B6	Lipophil
126	5_deepskyblue3	#00A4B6	Gland
127	5_deepskyblue3	#00A4B6	Gland
128	5_deepskyblue3	#00A4B6	Gland
129	5_deepskyblue3	#00A4B6	Epithelial
130	5_deepskyblue3	#00A4B6	Peptidergic
131	5_deepskyblue3	#00A4B6	Epithelial
132	5_deepskyblue3	#00A4B6	Epithelial
133	5_deepskyblue3	#00A4B6	Peptidergic
134	5_deepskyblue3	#00A4B6	Epithelial
135	6_lightskyblue	#82D2F7	Peptidergic
136	6_lightskyblue	#82D2F7	Gland
137	6_lightskyblue	#82D2F7	Gland
138	6_lightskyblue	#82D2F7	Gland
139	6_lightskyblue	#82D2F7	Gland
140	6_lightskyblue	#82D2F7	Gland
141	6_lightskyblue	#82D2F7	Gland
142	6_lightskyblue	#82D2F7	Gland
143	6_lightskyblue	#82D2F7	Fiber
144	6_lightskyblue	#82D2F7	Gland
145	6_lightskyblue	#82D2F7	Gland
146	6_lightskyblue	#82D2F7	Peptidergic
147	6_lightskyblue	#82D2F7	Gland
148	6_lightskyblue	#82D2F7	Peptidergic
149	6_lightskyblue	#82D2F7	Peptidergic
150	6_lightskyblue	#82D2F7	Peptidergic
151	6_lightskyblue	#82D2F7	Peptidergic
152	6_lightskyblue	#82D2F7	Epithelial
153	6_lightskyblue	#82D2F7	Peptidergic
154	6_lightskyblue	#82D2F7	Peptidergic
155	6_lightskyblue	#82D2F7	Gland
156	6_lightskyblue	#82D2F7	Epithelial
157	6_lightskyblue	#82D2F7	Epithelial
158	6_lightskyblue	#82D2F7	Epithelial
159	6_lightskyblue	#82D2F7	Epithelial
160	6_lightskyblue	#82D2F7	Epithelial
161	6_lightskyblue	#82D2F7	Epithelial
162	6_lightskyblue	#82D2F7	Epithelial
163	7_purple3	#5400D0	Lipophil
164	7_purple3	#5400D0	Lipophil
165	7_purple3	#5400D0	Lipophil
166	7_purple3	#5400D0	Lipophil
167	7_purple3	#5400D0	Lipophil
168	7_purple3	#5400D0	Lipophil
169	7_purple3	#5400D0	Lipophil
170	7_purple3	#5400D0	Lipophil
171	7_purple3	#5400D0	Lipophil
172	7_purple3	#5400D0	Lipophil
173	7_purple3	#5400D0	Lipophil
174	7_purple3	#5400D0	Lipophil
175	7_purple3	#5400D0	Lipophil
176	8_violet	#EE82EE	Epithelial
177	8_violet	#EE82EE	Peptidergic
178	8_violet	#EE82EE	
179	8_violet	#EE82EE	Lipophil
180	8_violet	#EE82EE	Lipophil
181	8_violet	#EE82EE	Epithelial
182	8_violet	#EE82EE	Epithelial
183	8_violet	#EE82EE	Epithelial
184	8_violet	#EE82EE	Epithelial
185	8_violet	#EE82EE	Epithelial
186	8_violet	#EE82EE	Epithelial
187	8_violet	#EE82EE	Epithelial
188	8_violet	#EE82EE	Epithelial
189	8_violet	#EE82EE	Epithelial
190	8_violet	#EE82EE	Epithelial
191	8_violet	#EE82EE	Epithelial
192	8_violet	#EE82EE	Epithelial
193	8_violet	#EE82EE	Epithelial
194	8_violet	#EE82EE	Epithelial
195	8_violet	#EE82EE	Epithelial
196	8_violet	#EE82EE	Epithelial
197	8_violet	#EE82EE	Epithelial
198	8_violet	#EE82EE	Epithelial
199	8_violet	#EE82EE	Epithelial
200	8_violet	#EE82EE	Epithelial
201	8_violet	#EE82EE	Epithelial
202	8_violet	#EE82EE	Epithelial
203	8_violet	#EE82EE	Epithelial
