metacell	num_cells	tot_umis	cell_size_mean	cell_size_Q1	cell_size_Q2	cell_size_Q3	log2_fc_mean	log2_fc_Q1	log2_fc_Q2	log2_fc_Q3	log2_fc_Qp95
4	90	33835	508.955056179775	420	332.5	600	0.57898052693716	0.0974855395046541	0.199018167649346	0.413349070208539	1.02769134678141
5	106	68207	700.67816091954	559.5	571.5	782	0.546375112221695	0.0739977860323333	0.155757669184381	0.316689486869087	0.967857695283195
18	125	383391	616	435	2709	701	0.904294033192867	0.0186909519364849	0.0372447918590434	0.0845896373588801	0.524305090721023
13	90	78635	375.944444444444	234	810	472.5	0.512237185515757	0.0609168786783035	0.107615055268643	0.220313725254004	0.617176507909241
8	79	63738	643.462264150943	375.25	633	801.25	0.377579058062077	0.064584499036186	0.121447639761197	0.246215507646433	0.669744820790171
6	88	43147	490.306818181818	331.25	442.5	567	0.481517533073622	0.0807257073355402	0.161355744842473	0.325146410957735	0.870025712278257
7	81	63194	780.172839506173	535	676	863	0.596123991832086	0.0474834915121008	0.110003444642739	0.227979279328612	0.838392686017633
16	73	99494	806.810126582278	465.5	1022	959.5	0.269284345120468	0.0600073911278059	0.111059512935184	0.204751443737628	0.546501940406593
1	89	45297	602.717948717949	346.5	525	709	0.686130508212824	0.0642605156747077	0.151199802149877	0.347096324227823	1.21404770085368
2	87	60959	679.661971830986	534	655	853	0.480353438498508	0.0595664291922344	0.128012123130324	0.273817259673241	0.831045843323147
3	61	37576	767.377777777778	566.25	622	925	0.621395119934027	0.0803302857857512	0.180701624152712	0.347510308030454	0.971139250975982
10	71	48256	833.5	528.75	673	1054.25	0.39539430289431	0.0991884372702863	0.19335571404849	0.353173247477273	0.827196170298739
11	90	69064	873.722222222222	652.25	742	1022.75	0.34800599387449	0.0915556882457659	0.17984029250957	0.322508558413661	0.753504921796367
17	78	64446	737.838709677419	555.5	691.5	880	0.386184618986314	0.0625401735738907	0.111946157015548	0.229400139883313	0.782781836288114
19	64	77072	663.472727272727	441	937	785	0.489968269452144	0.0623335062427389	0.109808948573176	0.237146520732367	0.76058433951615
15	55	36491	1362.93150684932	456	574	1818	0.438573982094973	0.0978840776065689	0.189770677188305	0.361305915446646	0.908117018550785
9	39	23506	826.230769230769	445.75	430	1071.75	0.559295377810695	0.13103341580964	0.244914855592111	0.423248086272948	1.02191896388118
20	69	23139	3067.128	1794	246	4161	0.513695279852421	0.136516855962514	0.259509613366583	0.425587506600426	0.898281916347161
14	62	45746	1204.25	630.75	663	1461.5	0.376823596703917	0.0973536344965152	0.186657476562574	0.362695680020471	0.935476890549763
12	74	61679	335.347826086957	189	781.5	338	0.612480149516736	0.058363867655459	0.112646551964988	0.233655629940842	0.757708429548497
