metacell	num_cells	tot_umis	cell_size_mean	cell_size_Q1	cell_size_Q2	cell_size_Q3	log2_fc_mean	log2_fc_Q1	log2_fc_Q2	log2_fc_Q3	log2_fc_Qp95
4	86	67617	581.477272727273	469.25	700.5	664.75	0.574319635083955	0.0849940814897882	0.167237094268034	0.342625555489977	1.07641335370756
5	68	55234	848.793103448276	693.5	735	986	0.519816731705131	0.109807815219567	0.208417468962319	0.38908939083894	0.985606771233553
6	115	236281	650.730769230769	542.75	1914	709.75	0.803551740950184	0.033971441362209	0.0492243310470507	0.100187691646758	0.477988341462226
18	85	83134	786.244186046512	496.25	817	1048	0.476296673728469	0.070060966296223	0.124665967531534	0.235013255828283	0.580982778665928
8	53	36393	812.264705882353	576.75	648	937	0.451879856085962	0.107584219258058	0.208194166203568	0.392346138200948	0.921129328223416
11	82	66195	2054.61739130435	1215.5	759.5	2892.5	0.56346980454027	0.0697076756321147	0.127163615471957	0.300209344266084	1.00400601538566
12	70	39878	519.861538461538	410	557	612	0.471043043858183	0.105784262845162	0.192854636067232	0.362737361020302	0.846994946367452
19	67	74235	686.660377358491	557	1099	794	0.926695205767221	0.0648780548257506	0.116292036973165	0.247722140640348	0.749275647520617
1	88	51170	1351.56862745098	808.5	557.5	1651	0.813271711126289	0.0815870838279606	0.174276195995568	0.394721126516401	1.26101312773774
2	58	49230	1400.53731343284	668.5	799.5	1788	0.674203809296997	0.088273178134865	0.166574355277891	0.335063171557617	0.802967532300135
3	52	33838	807.256097560976	614.25	644.5	902.75	0.927382334544636	0.0949866644403989	0.222784868837067	0.411023319714616	1.21632503334118
9	51	68930	569.685714285714	447	1163	682.5	0.330477080135721	0.0825412885274398	0.137176558586103	0.26729692562459	0.689948574314641
16	68	49416	1021.01550387597	719	734.5	1252	0.38202241475146	0.109714514121223	0.211182528366975	0.375746686925227	0.866925222899947
14	32	25590	799.6875	442.75	764	967	0.526240808678615	0.135582029413823	0.272410071698964	0.449315638206965	1.04548128903799
17	52	43631	819.409090909091	605.75	712	941.25	0.76191694263504	0.0823813759079154	0.175689905974446	0.317016716366414	0.802600596202706
22	83	82340	726.705882352941	561	838	823.25	0.555884870257845	0.0735068025579297	0.136796474953107	0.263005933993196	0.783499961132768
21	64	39889	839.057692307692	570	532.5	1017.5	0.442038880388581	0.0939577739329394	0.190900524426412	0.361198544182559	0.822987922839121
7	65	33791	978.047058823529	672	512	1060	0.586023234530757	0.110536923624963	0.222796077709834	0.41767873180921	0.993759732608693
10	67	93836	1107.98507462687	784	1062	1328.5	0.270275556638702	0.0745648640450176	0.133392976532494	0.24154698971463	0.574434077103357
20	41	29868	728.487804878049	530	754	857	0.482588528879467	0.156346790320154	0.291937945542384	0.564720746347512	1.17668103330029
15	66	54081	623.265625	422	773.5	629.25	0.410628800642865	0.108124820681984	0.194941353479709	0.373442222630378	1.01057421446617
13	129	131711	992.048192771084	699	959	1088	0.593727531183041	0.0533703854593329	0.0995848586484061	0.206959719558571	0.842928798787746
