metacell	num_cells	tot_umis	cell_size_mean	cell_size_Q1	cell_size_Q2	cell_size_Q3	log2_fc_mean	log2_fc_Q1	log2_fc_Q2	log2_fc_Q3	log2_fc_Qp95
13	85	77966	788.707692307692	592	869	950	0.540691610739982	0.0866784962605521	0.181353423689953	0.386554116817915	1.13618509787484
15	61	67509	759.31914893617	665	1108	891.5	0.59466079307009	0.088809033155258	0.190805803487129	0.411144371289642	1.19307757110862
7	83	422846	780.014285714286	634.75	4908	943.75	1.98811946559154	0.022569866825794	0.044976995861659	0.0893175425802712	0.621740527643212
8	61	121855	1289.45544554455	874	1924	1439	1.11426416985004	0.0378199656366948	0.0769641960491028	0.190265830953012	0.718374147081936
20	100	95991	754.020408163265	650	899	885	0.599077201147403	0.0569871818141787	0.112755974524825	0.251333648527656	0.780134181940202
16	77	64061	775.706666666667	664.5	786	883.5	0.568507364674854	0.0762882178188997	0.156580373577435	0.326330011031389	0.962424326590289
17	85	72508	5094.53012048193	3649.5	845	6678.5	0.826439949580384	0.0667637748190116	0.127475166034948	0.295164577291194	1.13145280407373
14	59	91636	1997.62295081967	1310	1308	2423	0.750030103445438	0.0517906824845561	0.102049534398092	0.239284588924513	0.916149108587741
1	65	51266	2382.41860465116	1380.5	777	3024.25	0.628377066723403	0.0854279551166537	0.179574702307202	0.379235860826791	1.11506420739847
2	47	35688	955.792452830189	728	781	1178	0.545995842760458	0.125189175340581	0.247825997361854	0.462175219731693	1.12940115471858
3	70	54601	1087.05839416058	695	767	1278	0.649557857520388	0.0891306379283479	0.171495085143395	0.3478452002857	1.12237192320354
5	49	36947	854.106060606061	700.25	793	996.5	0.552444961488458	0.141868386687915	0.270724447193805	0.489071663407541	1.06417610691773
6	75	58178	917.247058823529	584	783	1163	0.439187963600267	0.122161447543292	0.234020105843721	0.423757138571286	0.971604872535468
18	105	131034	1553.15254237288	868.5	1195	2001.5	0.519972856419664	0.0715379191266741	0.140136355055219	0.263162194988924	0.739743636757468
19	56	86223	1106.70491803279	636	1269.5	1423	0.70699323012944	0.0683921019725184	0.12592835703527	0.259875676361624	0.7783345714302
11	137	148927	831.961038961039	682	972	904	0.350148788354229	0.0617138179313713	0.12381806437118	0.238958991420314	0.691642636914148
12	66	56371	853.035294117647	675	851.5	998	0.438265386743497	0.0913605115554592	0.170761276972732	0.34844434595783	0.94217333160867
10	53	50657	1247.94285714286	912	998	1521	0.439156568292959	0.120541827767444	0.23522762561418	0.485219714777417	1.14632145263364
4	101	130235	1539.69642857143	969.25	1108	1807.75	0.397099943032028	0.0719752290124647	0.153158742630948	0.307376649567298	0.922570314650697
9	86	204888	959.91	665.75	2056.5	1163	0.608425751684124	0.046191474597952	0.0913063799423263	0.200570170062796	0.693190566617852
