4	5	18	13	8	6	7	16	1	2	3	10	11	17	19	15	9	20	14	12
TrH2_TrispH2_000469	0	1	0	0	1	0	0	1	0	0	2	1	3	0	2	2	1	0	1	1
TrH2_TrispH2_000470	1	1	2	4	0	1	4	0	0	1	1	3	5	0	2	0	0	0	1	1
TrH2_TrispH2_000472	1	0	2	0	1	0	0	1	0	0	3	0	1	0	1	0	0	1	0	0
TrH2_TrispH2_000474	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
TrH2_TrispH2_000477	5	14	5	5	4	0	1	4	1	3	2	1	1	1	8	1	0	0	0	2
TrH2_TrispH2_000480	1	1	5	2	0	5	1	3	1	0	0	5	3	3	1	1	0	0	2	1
TrH2_TrispH2_000483	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_000484	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0
TrH2_TrispH2_000487	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0
TrH2_TrispH2_000488	1	5	2	1	3	0	0	2	0	0	0	0	1	1	1	1	0	0	1	0
TrH2_TrispH2_000490	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_orphan_1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_000498	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0
TrH2_TrispH2_000499	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_000501	23	32	53	27	15	10	12	39	8	7	13	15	23	7	24	14	7	5	19	9
TrH2_TrispH2_000503	0	1	1	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0
TrH2_TrispH2_000508	0	2	1	0	0	0	0	0	0	3	1	2	3	1	0	0	0	0	0	0
TrH2_TrispH2_000509	0	0	4	2	5	0	0	6	3	8	3	2	3	2	8	1	4	4	0	29
TrH2_TrispH2_000510	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0
TrH2_TrispH2_000513	38	125	62	17	22	18	24	42	15	39	15	15	20	37	36	39	8	15	31	15
TrH2_TrispH2_000514	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_000519	5	6	12	4	5	3	1	10	1	5	1	7	6	4	2	5	2	1	5	2
TrH2_TrispH2_000521	2	1	5	4	1	1	2	5	3	1	0	2	1	0	2	0	0	0	0	0
TrH2_TrispH2_000522	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_000524	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_000525	1	0	12	0	1	2	1	35	0	1	0	1	2	6	0	1	0	0	0	1
TrH2_TrispH2_000527	6	12	3	0	4	0	4	2	1	2	0	0	0	7	8	19	1	0	9	2
TrH2_TrispH2_000530	11	26	14	19	5	7	1	14	21	10	12	12	15	23	6	16	8	1	8	6
TrH2_TrispH2_000532	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1
TrH2_TrispH2_000533	1	2	4	0	0	0	1	4	1	0	1	0	1	1	4	0	1	0	0	1
TrH2_TrispH2_000535	0	0	2	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	1	0
TrH2_TrispH2_000536	2	0	0	2	1	0	1	4	1	0	0	0	0	0	0	2	0	2	2	1
TrH2_TrispH2_000538	2	19	15	7	8	4	1	14	3	6	7	8	9	4	8	8	5	2	3	6
TrH2_orphan_3	2	3	3	0	3	2	0	0	0	0	0	1	3	0	0	2	1	1	1	2
TrH2_TrispH2_000540	1	0	2	0	1	1	1	0	0	1	0	0	1	1	2	0	0	0	0	0
TrH2_TrispH2_000541	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	5	0	1
TrH2_TrispH2_000543	2	0	36	10	10	5	5	0	0	0	0	2	0	30	18	4	0	0	5	10
TrH2_orphan_4	0	1	1	1	2	0	1	7	1	1	2	0	1	1	0	1	0	1	0	1
TrH2_TrispH2_000544	2	4	8	2	3	2	1	10	8	4	9	4	1	3	1	4	4	5	2	5
TrH2_TrispH2_000547	0	0	1	1	0	0	1	1	1	1	0	4	2	0	1	0	1	1	0	1
TrH2_TrispH2_000551	0	2	8	2	2	4	2	7	2	7	1	7	1	0	1	2	1	1	1	3
TrH2_TrispH2_000554	0	0	6	14	2	3	3	9	7	7	3	4	5	1	1	1	0	1	6	13
TrH2_TrispH2_000557	0	1	0	0	2	0	0	1	0	1	1	0	1	1	4	0	3	3	1	0
TrH2_TrispH2_000559	2	9	19	11	4	6	2	12	3	4	2	10	9	7	3	1	3	1	6	2
TrH2_TrispH2_000560	6	7	8	7	4	3	2	6	1	2	2	3	2	3	4	1	2	2	4	2
TrH2_TrispH2_000562	0	0	4	0	0	0	0	1	1	0	0	1	2	1	2	1	0	2	2	0
TrH2_TrispH2_000564	1	7	34	11	3	16	39	10	29	43	16	7	4	10	5	5	3	2	20	12
TrH2_TrispH2_000566	1	4	10	5	6	3	5	6	7	6	7	1	8	3	12	4	2	4	4	8
TrH2_orphan_8	0	0	0	2	1	0	0	0	0	0	1	0	0	2	1	0	0	0	3	1
TrH2_TrispH2_000568	2	0	0	7	4	0	15	0	6	13	4	1	1	8	0	0	1	0	42	3
TrH2_TrispH2_000574	1	7	2	1	3	3	1	8	4	6	1	0	4	6	7	1	1	0	6	4
TrH2_TrispH2_000575	0	0	3	1	3	0	0	1	0	0	0	1	2	13	1	0	3	0	0	23
TrH2_TrispH2_000577	0	4	9	5	9	6	2	14	2	12	7	9	14	4	8	5	1	5	9	2
TrH2_TrispH2_000579	1	1	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0
TrH2_TrispH2_000581	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
TrH2_TrispH2_000583	3	8	25	3	12	3	4	7	6	9	3	11	5	11	7	4	0	1	16	8
TrH2_TrispH2_000586	0	1	1	1	1	0	0	2	0	1	1	0	2	0	0	0	0	0	0	0
TrH2_TrispH2_000587	1	4	7	5	0	2	6	2	6	3	4	0	9	1	2	1	0	0	2	5
TrH2_TrispH2_000590	45	79	218	54	42	25	30	126	23	45	27	43	63	46	59	28	19	25	38	54
