metacell	num_cells	tot_umis	cell_size_mean	cell_size_Q1	cell_size_Q2	cell_size_Q3	log2_fc_mean	log2_fc_Q1	log2_fc_Q2	log2_fc_Q3	log2_fc_Qp95
1	52	24929	479.403846153846	360.75	459.5	557.25	0.626268805113805	0.145437577092619	0.238248397071584	0.445227544243395	1.19837422303693
2	69	49820	722.028985507246	560	683	865	0.491137701849045	0.107830493678945	0.167584729198133	0.359244559905422	1.14659099534573
3	47	29981	637.893617021277	427.5	542	720.5	0.531185151938471	0.134445448598334	0.200892001171432	0.415567618053177	1.06630510199354
4	74	38495	520.202702702703	399.75	493	621.5	0.478557213036193	0.129349566450715	0.191940150739554	0.366459806306154	0.940161582286796
5	70	27226	388.942857142857	322.25	400.5	466.5	0.537263889848924	0.167772967406119	0.241013319265388	0.457519205245746	1.00690693359686
6	40	23179	579.475	422.5	543	679	0.519947265141035	0.167577444332982	0.255203174924053	0.501487268682402	1.08942782819037
7	72	47665	662.013888888889	474.75	567.5	807.5	0.46407191160136	0.129265137302793	0.206528044553909	0.39118374736192	1.06988615231047
22	77	65068	330.033898305085	268	857	381.5	0.676510698073679	0.0692931072615597	0.0957817681308202	0.186385666052488	0.637779361371807
23	75	120468	633.906976744186	522	1614	700.5	1.07272827489965	0.0525287195642131	0.0525287195642131	0.10367420117286	0.534626466924847
25	52	210205	643.934782608696	562	3707.5	717.5	1.13128386523289	0.0303991598062852	0.0303991598062852	0.060566331820755	0.383533399082289
26	102	582706	461.835820895522	316.5	5798.5	586.5	0.9957998550739	0.011004240632847	0.0219993643547641	0.0394077342930134	0.203737819916549
29	113	87106	441.65671641791	281	738	589.5	0.448047476586511	0.0720421243593482	0.112769131876485	0.21337418502001	0.702540208121354
30	40	35271	449.68	349.5	772.5	509.75	0.879660934264571	0.0915852487073621	0.172698289971276	0.283264509732532	0.664288987789084
14	57	30481	534.754385964912	397	564	634	0.512832421065161	0.136262519917358	0.197572963989963	0.373320493363378	0.892016497634213
15	46	25159	546.934782608696	357.75	555.5	649.25	0.55435515842501	0.13962830387162	0.236429258893022	0.43654336172982	0.968596802743676
16	66	32405	490.984848484848	336.5	487.5	627.5	0.455171107626471	0.14421583368039	0.21015256966465	0.392898485158708	0.884359195216534
17	90	62280	692	441.5	666	753.25	0.449391216848383	0.0943488599287085	0.138970220565132	0.275867865071689	0.773230656764093
18	64	55995	874.921875	585	773.5	977.5	0.596823349028675	0.0802121826487697	0.110817577461378	0.218123244154729	0.749120376165457
24	66	75099	822.742647058824	464	1034.5	992	0.62057626548426	0.0778984629693005	0.104804412998959	0.230146954891178	0.788913380182234
8	59	19472	413.957746478873	297	326	508	0.766406689859782	0.140548448839088	0.298305127467201	0.461750241285293	1.27474348397512
9	43	27258	532.2	317.75	621	616.75	0.663658331554684	0.132369421597287	0.219645455700661	0.445420962974222	1.09003859619021
10	92	59242	845.038961038961	592	624.5	1093	0.587011998615781	0.0920847330457303	0.138457116274955	0.290491356752857	0.789593135224225
11	67	30943	1606.24	1061	411	2036.5	0.683409333043267	0.115809604575907	0.194647884461895	0.367809081939188	0.936583208735474
12	67	29591	1137.86363636364	811.75	404	1501.5	0.577848869122259	0.131444902671873	0.202943515852064	0.401598010505153	1.00032764215696
13	50	22484	4042.40384615385	2202.5	405	5343.25	0.65852166561523	0.146906487601945	0.261998785783387	0.44843004667736	1.23366285440288
34	68	40451	5712.80392156863	3790.5	601.5	7523	0.389682340664154	0.151189464913846	0.2533196438479	0.416690041413928	0.841642308869177
37	87	72661	639.046875	453	746	769.75	0.33624353857646	0.0860217727356068	0.16783306507928	0.277972653038213	0.662960309867235
38	50	31668	1185.64705882353	947.5	621	1256.75	0.562441145804086	0.130331234891591	0.190787861369604	0.361484743777723	0.811894542808146
27	64	40899	770.849557522124	529	606	917	0.745530208913181	0.101541340766201	0.14966168662524	0.290390135161761	0.833506048468389
28	102	120936	881.775	597.25	1155	1060.75	0.574403025743364	0.0522661765707626	0.0975301918863828	0.184405865752404	0.666107146528781
20	71	29391	532.402985074627	348	382	730.5	0.542752363225883	0.11126509521496	0.204175616188977	0.363311485984603	0.873247388729124
21	50	26610	770.861538461538	619	519.5	914	0.629717976170794	0.114605171873534	0.224363267255322	0.364121293293314	0.892005773429442
19	136	111893	801.545454545455	328	677.5	878.5	0.290011152230026	0.056361668051077	0.0942889917736003	0.163668738626789	0.535739994030215
33	66	52902	594.867647058824	400.25	478.5	775	0.264526601788236	0.101742548480577	0.12545909155158	0.2580488879589	0.61895289114395
35	66	42502	643.969696969697	429.25	547	808.75	0.397542369177266	0.144267419894404	0.232122571419919	0.454442915002404	1.03727632438209
31	67	35671	1088.46153846154	763.5	437	1296	0.414442552386954	0.155763876347847	0.223422914379959	0.406788105447353	0.880637529896417
32	65	50106	835.183908045977	449.5	766	1042	0.371593648601062	0.123290380496516	0.208279777533997	0.348296882289182	0.817500751466923
36	91	99050	633.36	492.5	1055	765.75	0.660120046887906	0.0635893988835535	0.0808283662807193	0.17334569959092	0.571556017012554
