metacell	cell_type	color	broad_cell_type	metacell_it2
1	lipophil_1	khaki2	lipophil	1
2	lipophil_1	khaki2	lipophil	2
3	lipophil_1	khaki2	lipophil	3
4	lipophil_1	khaki2	lipophil	4
5	lipophil_1	khaki2	lipophil	5
6	lipophil_1	khaki2	lipophil	6
7	lipophil_1	khaki2	lipophil	7
8	lipophil_1	khaki2	lipophil	8
9	lipophil_1	khaki2	lipophil	9
10	lipophil_1	khaki2	lipophil	10
11	lipophil_1	khaki2	lipophil	11
12	lipophil_1	khaki2	lipophil	12
13	lipophil_1	khaki2	lipophil	13
14	trans_lipophil_1_gland	gray75	lipophil	14
15	trans_lipophil_1_epithelia	gray80	lipophil	15
16	lipophil_2	khaki3	lipophil	16
17	lipophil_2	khaki3	lipophil	17
18	lipophil_2	khaki3	lipophil	18
19	lipophil_2	khaki3	lipophil	19
20	trans_lipophil_2_epithelia	gray40	trans	20
21	trans_lipophil_2_epithelia	gray40	trans	21
22	trans_lipophil_2_epithelia	gray40	trans	22
23	unknown_1	darkolivegreen2	unknown_1	23
24	unknown_1	darkolivegreen2	unknown_1	24
25	unknown_1	darkolivegreen2	unknown_1	25
26	fibre	chartreuse3	fibre	26
27	fibre	chartreuse3	fibre	27
28	fibre	chartreuse3	fibre	28
29	fibre	chartreuse3	fibre	29
30	fibre	chartreuse3	fibre	30
31	fibre	chartreuse3	fibre	31
32	fibre	chartreuse3	fibre	32
33	fibre	chartreuse3	fibre	33
34	fibre	chartreuse3	fibre	34
35	fibre	chartreuse3	fibre	35
36	fibre	chartreuse3	fibre	36
37	fibre	chartreuse3	fibre	37
38	fibre	chartreuse3	fibre	38
39	fibre	chartreuse3	fibre	39
40	fibre	chartreuse3	fibre	40
41	fibre	chartreuse3	fibre	41
42	fibre	chartreuse3	fibre	42
43	fibre	chartreuse3	fibre	43
44	fibre	chartreuse3	fibre	44
45	fibre	chartreuse3	fibre	45
46	trans_fibre_gland	gray55	trans	46
47	gland_1	darkorange3	gland	48
48	gland_1	darkorange3	gland	49
49	gland_1	darkorange3	gland	50
50	gland_1	darkorange3	gland	51
51	gland_1	darkorange3	gland	52
52	gland_1	darkorange3	gland	53
53	gland_1	darkorange3	gland	54
54	gland_1	darkorange3	gland	55
55	gland_1	darkorange3	gland	56
56	gland_1	darkorange3	gland	57
57	gland_1	darkorange3	gland	58
58	gland_1	darkorange3	gland	59
59	gland_1	darkorange3	gland	60
60	gland_1	darkorange3	gland	61
61	gland_1	darkorange3	gland	62
62	gland_1	darkorange3	gland	63
63	gland_1	darkorange3	gland	64
64	gland_1	darkorange3	gland	65
65	gland_1	darkorange3	gland	66
66	gland_1	darkorange3	gland	67
67	gland_1	darkorange3	gland	68
68	gland_1	darkorange3	gland	69
69	gland_1	darkorange3	gland	70
70	gland_1	darkorange3	gland	71
71	gland_1	darkorange3	gland	72
72	gland_1	darkorange3	gland	73
73	gland_1	darkorange3	gland	74
74	gland_1	darkorange3	gland	75
75	gland_1	darkorange3	gland	76
76	gland_1	darkorange3	gland	77
77	gland_1	darkorange3	gland	78
78	gland_1	darkorange3	gland	79
79	gland_1	darkorange3	gland	80
80	gland_1	darkorange3	gland	81
81	gland_1	darkorange3	gland	82
82	gland_1	darkorange3	gland	83
83	gland_1	darkorange3	gland	84
84	gland_1	darkorange3	gland	85
85	gland_1	darkorange3	gland	86
86	gland_1	darkorange3	gland	87
87	gland_1_like	darkorange3	gland	47
88	trans_gland_epithelia_ventral	gray65	trans	88
89	trans_gland_epithelia_dorsal	gray50	trans	89
90	epithelia_gland_like	orange	epithelia_gland_like	90
91	epithelia_gland_like	orange	epithelia_gland_like	91
92	epithelia_gland_like	orange	epithelia_gland_like	92
93	epithelia_gland_like	orange	epithelia_gland_like	93
94	epithelia_gland_like	orange	epithelia_gland_like	94
95	epithelia_gland_like	orange	epithelia_gland_like	95
96	epithelia_gland_like	orange	epithelia_gland_like	96
97	epithelia_gland_like	orange	epithelia_gland_like	97
98	epithelia_gland_like	orange	epithelia_gland_like	98
99	epithelia_gland_like	orange	epithelia_gland_like	99
100	epithelia_gland_like	orange	epithelia_gland_like	100
101	epithelia_gland_like	orange	epithelia_gland_like	101
102	epithelia_gland_like	orange	epithelia_gland_like	102
103	epithelia_gland_like	orange	epithelia_gland_like	103
104	epithelia_gland_like	orange	epithelia_gland_like	104
105	epithelia_gland_like	orange	epithelia_gland_like	105
106	epithelia_gland_like	orange	epithelia_gland_like	106
107	epithelia_gland_like	orange	epithelia_gland_like	107
108	epithelia_gland_like	orange	epithelia_gland_like	108
109	epithelia_ventral	orchid1	epithelia	109
110	epithelia_ventral	orchid1	epithelia	110
111	epithelia_ventral	orchid1	epithelia	111
112	epithelia_ventral	orchid1	epithelia	112
113	epithelia_ventral	orchid1	epithelia	113
114	epithelia_ventral	orchid1	epithelia	114
115	epithelia_ventral	orchid1	epithelia	115
116	epithelia_ventral	orchid1	epithelia	116
117	epithelia_ventral	orchid1	epithelia	117
118	epithelia_ventral	orchid1	epithelia	118
119	epithelia_ventral	orchid1	epithelia	119
120	epithelia_ventral	orchid1	epithelia	120
121	epithelia_ventral	orchid1	epithelia	121
122	epithelia_ventral	orchid1	epithelia	122
123	epithelia_ventral	orchid1	epithelia	123
124	epithelia_ventral	orchid1	epithelia	124
125	epithelia_ventral	orchid1	epithelia	125
126	epithelia_ventral	orchid1	epithelia	126
127	epithelia_ventral	orchid1	epithelia	127
128	epithelia_ventral	orchid1	epithelia	128
129	epithelia_ventral	orchid1	epithelia	129
130	epithelia_ventral	orchid1	epithelia	130
131	epithelia_ventral	orchid1	epithelia	131
132	epithelia_ventral	orchid1	epithelia	132
133	epithelia_ventral	orchid1	epithelia	133
134	epithelia_ventral	orchid1	epithelia	134
135	epithelia_ventral	orchid1	epithelia	135
136	epithelia_ventral	orchid1	epithelia	136
137	epithelia_ventral	orchid1	epithelia	137
