metacell	cell_type	color	broad_cell_type	metacell_it2
1	lipophil	khaki2	lipophil	171
2	lipophil	khaki2	lipophil	169
3	lipophil	khaki2	lipophil	168
4	lipophil	khaki2	lipophil	167
5	lipophil	khaki2	lipophil	173
6	lipophil	khaki2	lipophil	175
7	lipophil	khaki2	lipophil	176
8	lipophil	khaki2	lipophil	177
9	lipophil	khaki2	lipophil	174
10	lipophil	khaki2	lipophil	170
11	lipophil	khaki2	lipophil	182
12	lipophil	khaki2	lipophil	161
13	lipophil	khaki2	lipophil	163
14	lipophil	khaki2	lipophil	162
15	lipophil	khaki2	lipophil	164
16	lipophil	khaki2	lipophil	165
17	lipophil	khaki2	lipophil	166
18	lipophil	khaki2	lipophil	160
19	lipophil	khaki2	lipophil	181
20	trans_lipophil_1_gland	gray75	trans	180
21	trans_lipophil_1_gland	gray75	trans	184
22	trans_lipophil_1_gland	gray75	trans	179
23	trans_lipophil_1_epithelia	gray80	trans	183
24	trans_lipophil_1_epithelia	gray80	trans	178
25	trans_lipophil_1_epithelia	gray80	trans	172
187	unknown_2.1	darkolivegreen3	unknown_2	186
188	unknown_2.2	darkolivegreen3	unknown_2	185
189	unknown_2.2	darkolivegreen3	unknown_2	187
26	fibre	chartreuse3	fibre	149
27	fibre	chartreuse3	fibre	151
28	fibre	chartreuse3	fibre	150
29	fibre	chartreuse3	fibre	156
30	fibre	chartreuse3	fibre	155
31	fibre	chartreuse3	fibre	157
32	fibre	chartreuse3	fibre	158
33	fibre	chartreuse3	fibre	152
34	fibre	chartreuse3	fibre	159
35	fibre	chartreuse3	fibre	153
36	fibre	chartreuse3	fibre	154
37	trans_fibre_gland	gray55	trans	147
38	trans_fibre_gland	gray55	trans	148
39	gland_1	darkorange3	gland	26
40	gland_1	darkorange3	gland	22
41	gland_1	darkorange3	gland	25
42	gland_1	darkorange3	gland	2
43	gland_1	darkorange3	gland	3
44	gland_1	darkorange3	gland	14
45	gland_1	darkorange3	gland	23
46	gland_1	darkorange3	gland	35
47	gland_1	darkorange3	gland	33
48	gland_1	darkorange3	gland	37
49	gland_1	darkorange3	gland	24
50	gland_1	darkorange3	gland	27
51	gland_1	darkorange3	gland	29
52	gland_1	darkorange3	gland	6
53	gland_1	darkorange3	gland	28
54	gland_1	darkorange3	gland	5
55	gland_1	darkorange3	gland	7
56	gland_1	darkorange3	gland	8
57	gland_1	darkorange3	gland	4
58	gland_1	darkorange3	gland	10
59	gland_1	darkorange3	gland	9
60	gland_1	darkorange3	gland	11
61	gland_1	darkorange3	gland	13
62	gland_1	darkorange3	gland	12
63	gland_1	darkorange3	gland	21
64	gland_1	darkorange3	gland	19
65	gland_1	darkorange3	gland	20
66	gland_1	darkorange3	gland	15
67	gland_1	darkorange3	gland	36
68	gland_1	darkorange3	gland	34
69	gland_1	darkorange3	gland	16
70	gland_1	darkorange3	gland	17
71	gland_1	darkorange3	gland	18
72	trans_gland_epithelia	gray45	trans	30
73	trans_gland_epithelia	gray45	trans	32
74	trans_gland_epithelia	gray45	trans	31
75	trans_gland_epithelia	gray45	trans	1
76	epithelia_gland_like	orange	epithelia_gland_like	39
77	epithelia_gland_like	orange	epithelia_gland_like	40
78	epithelia_gland_like	orange	epithelia_gland_like	42
79	epithelia_gland_like	orange	epithelia_gland_like	38
80	epithelia_gland_like	orange	epithelia_gland_like	43
81	epithelia_gland_like	orange	epithelia_gland_like	48
82	epithelia_gland_like	orange	epithelia_gland_like	44
83	epithelia_gland_like	orange	epithelia_gland_like	45
84	epithelia_gland_like	orange	epithelia_gland_like	46
85	epithelia_gland_like	orange	epithelia_gland_like	49
