metacell	cell_type	color	broad_cell_type	metacell_it2
1	lipophil	khaki2	lipophil	1
2	lipophil	khaki2	lipophil	2
3	lipophil	khaki2	lipophil	3
4	lipophil	khaki2	lipophil	4
5	lipophil	khaki2	lipophil	5
6	lipophil	khaki2	lipophil	6
7	lipophil	khaki2	lipophil	7
8	lipophil	khaki2	lipophil	8
9	lipophil	khaki2	lipophil	9
10	lipophil	khaki2	lipophil	10
11	lipophil	khaki2	lipophil	11
12	lipophil	khaki2	lipophil	12
13	lipophil	khaki2	lipophil	13
14	lipophil	khaki2	lipophil	14
15	lipophil	khaki2	lipophil	15
16	lipophil	khaki2	lipophil	16
17	lipophil	khaki2	lipophil	17
18	lipophil	khaki2	lipophil	18
19	lipophil	khaki2	lipophil	19
20	lipophil	khaki2	lipophil	20
21	lipophil	khaki2	lipophil	21
22	lipophil	khaki2	lipophil	22
23	lipophil	khaki2	lipophil	23
24	lipophil	khaki2	lipophil	24
25	lipophil	khaki2	lipophil	25
26	lipophil	khaki2	lipophil	26
27	lipophil	khaki2	lipophil	27
28	lipophil	khaki2	lipophil	28
29	lipophil	khaki2	lipophil	29
30	lipophil	khaki2	lipophil	30
31	lipophil	khaki2	lipophil	31
32	lipophil	khaki2	lipophil	32
33	lipophil	khaki2	lipophil	33
34	lipophil	khaki2	lipophil	34
35	lipophil	khaki2	lipophil	35
36	lipophil	khaki2	lipophil	36
37	trans_lipophil_1_fibre	gray90	trans	84
38	trans_lipophil_1_gland	gray75	trans	53
39	trans_lipophil_1_gland	gray75	trans	54
40	trans_lipophil_1_epithelia	gray80	trans	52
41	unknown_1	darkolivegreen2	unknown_1	200
42	unknown_1	darkolivegreen2	unknown_1	201
43	unknown_1	darkolivegreen2	unknown_1	202
44	unknown_1	darkolivegreen2	unknown_1	203
45	unknown_1	darkolivegreen2	unknown_1	204
205	unknown_2.1	darkolivegreen3	unknown_2	205
206	unknown_2.2	darkolivegreen3	unknown_2	206
207	unknown_2.2	darkolivegreen3	unknown_2	209
208	unknown_2.2	darkolivegreen3	unknown_2	207
209	unknown_2.2	darkolivegreen3	unknown_2	208
210	unknown_2.3	darkolivegreen3	unknown_2	210
211	unknown_2.4	darkolivegreen3	unknown_2	211
212	unknown_2.4	darkolivegreen3	unknown_2	212
213	unknown_2.4	darkolivegreen3	unknown_2	213
214	unknown_2.4	darkolivegreen3	unknown_2	214
215	unknown_2.4	darkolivegreen3	unknown_2	215
216	unknown_2.4	darkolivegreen3	unknown_2	216
217	unknown_2.4	darkolivegreen3	unknown_2	217
46	fibre	chartreuse3	fibre	66
47	fibre	chartreuse3	fibre	68
48	fibre	chartreuse3	fibre	69
49	fibre	chartreuse3	fibre	70
50	fibre	chartreuse3	fibre	71
51	fibre	chartreuse3	fibre	72
52	fibre	chartreuse3	fibre	73
53	fibre	chartreuse3	fibre	74
54	fibre	chartreuse3	fibre	75
55	fibre	chartreuse3	fibre	76
56	fibre	chartreuse3	fibre	77
57	fibre	chartreuse3	fibre	78
58	fibre	chartreuse3	fibre	79
59	fibre	chartreuse3	fibre	80
60	fibre	chartreuse3	fibre	81
61	fibre	chartreuse3	fibre	82
62	fibre	chartreuse3	fibre	83
63	fibre	chartreuse3	fibre	87
64	fibre	chartreuse3	fibre	88
65	fibre	chartreuse3	fibre	89
66	fibre	chartreuse3	fibre	90
67	fibre	chartreuse3	fibre	91
68	fibre	chartreuse3	fibre	92
69	fibre	chartreuse3	fibre	93
70	fibre	chartreuse3	fibre	94
71	fibre	chartreuse3	fibre	95
72	fibre	chartreuse3	fibre	96
73	fibre	chartreuse3	fibre	97
74	fibre	chartreuse3	fibre	98
75	fibre	chartreuse3	fibre	99
76	fibre	chartreuse3	fibre	100
77	fibre	chartreuse3	fibre	101
78	trans_fibre_gland	gray55	trans	55
79	trans_fibre_epithelia	gray85	trans	85
80	trans_fibre_epithelia	gray85	trans	86
81	gland_1	darkorange3	gland	37
82	gland_1	darkorange3	gland	38
83	gland_1	darkorange3	gland	39
84	gland_1	darkorange3	gland	40
85	gland_1	darkorange3	gland	41
86	gland_1	darkorange3	gland	42
87	gland_1	darkorange3	gland	43
88	gland_1	darkorange3	gland	44
89	gland_1	darkorange3	gland	45
90	gland_1	darkorange3	gland	46
91	gland_1	darkorange3	gland	47
92	gland_1	darkorange3	gland	48
93	gland_1	darkorange3	gland	49
94	gland_1	darkorange3	gland	50
95	gland_1	darkorange3	gland	51
96	gland_1	darkorange3	gland	56
97	gland_1	darkorange3	gland	57
98	gland_1	darkorange3	gland	58
99	gland_1	darkorange3	gland	59
100	gland_1	darkorange3	gland	60
101	gland_1	darkorange3	gland	61
102	gland_1	darkorange3	gland	62
103	gland_1	darkorange3	gland	63
104	gland_1	darkorange3	gland	64
105	gland_1	darkorange3	gland	65
106	gland_1	darkorange3	gland	67
107	epithelia_gland_like	orange	epithelia_gland_like	132
108	epithelia_gland_like	orange	epithelia_gland_like	133
109	epithelia_gland_like	orange	epithelia_gland_like	134
110	epithelia_gland_like	orange	epithelia_gland_like	135
111	epithelia_gland_like	orange	epithelia_gland_like	136
112	epithelia_gland_like	orange	epithelia_gland_like	137
113	epithelia_gland_like	orange	epithelia_gland_like	138
114	epithelia_gland_like	orange	epithelia_gland_like	139
115	epithelia_gland_like	orange	epithelia_gland_like	140
116	epithelia_gland_like	orange	epithelia_gland_like	141
117	epithelia_unknown_1	plum3	epithelia	146
118	epithelia_ventral	orchid1	epithelia	144
119	epithelia_ventral	orchid1	epithelia	145
120	epithelia_ventral	orchid1	epithelia	147
121	epithelia_ventral	orchid1	epithelia	148
122	epithelia_ventral	orchid1	epithelia	149
123	epithelia_ventral	orchid1	epithelia	150
124	epithelia_ventral	orchid1	epithelia	151
125	epithelia_ventral	orchid1	epithelia	152
126	epithelia_ventral	orchid1	epithelia	153
127	epithelia_ventral	orchid1	epithelia	154
128	epithelia_ventral	orchid1	epithelia	155
129	epithelia_ventral	orchid1	epithelia	156
130	epithelia_ventral	orchid1	epithelia	158
131	epithelia_ventral	orchid1	epithelia	159
132	epithelia_ventral	orchid1	epithelia	160
133	epithelia_ventral	orchid1	epithelia	161
134	epithelia_ventral	orchid1	epithelia	162
135	epithelia_ventral	orchid1	epithelia	163
136	epithelia_ventral	orchid1	epithelia	164
137	epithelia_ventral	orchid1	epithelia	165
138	epithelia_ventral	orchid1	epithelia	166
139	epithelia_ventral	orchid1	epithelia	167
140	epithelia_ventral	orchid1	epithelia	171
141	epithelia_ventral	orchid1	epithelia	172
142	epithelia_ventral	orchid1	epithelia	174
143	epithelia_ventral	orchid1	epithelia	175
144	trans_epithelia_ventral_peptidergic	gray60	trans	168
145	trans_epithelia_ventral_peptidergic	gray60	trans	173
146	trans_epithelia_dorsal_ventral	gray95	trans	169
147	trans_epithelia_dorsal_ventral	gray95	trans	170
148	trans_epithelia_dorsal_ventral	gray95	trans	176
149	trans_epithelia_dorsal_ventral	gray95	trans	177
150	trans_epithelia_dorsal_ventral	gray95	trans	178
151	epithelia_dorsal_like	mediumorchid4	epithelia	118
152	epithelia_dorsal_like	mediumorchid4	epithelia	119
153	epithelia_dorsal_like	mediumorchid4	epithelia	120
154	epithelia_dorsal_like	mediumorchid4	epithelia	121
155	epithelia_dorsal_like	mediumorchid4	epithelia	122
156	epithelia_dorsal_like	mediumorchid4	epithelia	123
157	epithelia_dorsal_like	mediumorchid4	epithelia	124
158	epithelia_dorsal_like	mediumorchid4	epithelia	125
159	epithelia_dorsal_like	mediumorchid4	epithelia	126
160	epithelia_dorsal_like	mediumorchid4	epithelia	127
161	epithelia_dorsal_like	mediumorchid4	epithelia	128
162	epithelia_dorsal_like	mediumorchid4	epithelia	129
163	epithelia_dorsal_like	mediumorchid4	epithelia	130
164	epithelia_dorsal_like	mediumorchid4	epithelia	131
165	epithelia_dorsal	mediumorchid3	epithelia	102
166	epithelia_dorsal	mediumorchid3	epithelia	103
167	epithelia_dorsal	mediumorchid3	epithelia	104
