metacell	num_cells	tot_umis	cell_size_mean	cell_size_Q1	cell_size_Q2	cell_size_Q3	log2_fc_mean	log2_fc_Q1	log2_fc_Q2	log2_fc_Q3	log2_fc_Qp95
1	78	181678	2329.20512820513	1683	2249	2879.25	0.5529407130889	0.0542546588440154	0.158332982351643	0.373176164301357	1.30121802284706
2	99	190567	1924.91919191919	1361	1749	2379	0.553118148986153	0.0517208347147143	0.146045192811877	0.366954404205991	1.36593105162641
3	69	199519	2891.57971014493	2329	2910	3493	0.557435537030202	0.0598732371002953	0.148429845893745	0.375087105239601	1.2828898381429
4	138	533135	3863.29710144928	2899.25	3702.5	4660	0.460893956905978	0.0437594121148662	0.121026201077062	0.318864966337186	1.15713236893799
5	106	468672	4421.43396226415	3017.75	4098	5604.5	0.4987999429825	0.0423270072750201	0.116532696234174	0.312975282233765	1.29420899770097
6	86	423933	4929.45348837209	3080	4129	6451.5	0.457800176249884	0.0467924537896206	0.115594755168975	0.314852884090579	1.20112442260354
7	88	669548	7608.5	5789.25	7671	9054.5	0.459898307694101	0.0342826645968465	0.10828480341607	0.324270234052112	1.22202851766353
8	45	176657	3925.71111111111	2718	3878	5022	0.506826818937169	0.0635307536412113	0.164107567701095	0.379945182142729	1.20779029253194
9	86	393641	4577.22093023256	3349.25	4423.5	5620.5	0.494339030423884	0.0503311784424029	0.124117896308096	0.33991033459984	1.30757161427098
10	57	83638	1467.33333333333	996	1406	1865	0.621840840523054	0.115540186445986	0.221924200399753	0.421902843993886	1.22612297120921
11	83	96770	1165.90361445783	850	1113	1431	0.61009644523411	0.1002083241087	0.192887955472829	0.368882783414114	1.15497922570702
12	86	197124	2292.13953488372	1567.25	2110.5	2750.5	0.56948601667223	0.0500559708075018	0.126772723735659	0.313261258428266	1.22079612713538
13	99	254463	2570.33333333333	1866.5	2593	3218.5	0.508450289991592	0.0486233252596449	0.124784066489664	0.320911910546785	1.28841057171145
14	75	314706	4196.08	3318	3934	5026	0.509247395397033	0.0498622675964026	0.12399670254559	0.321176409836337	1.30768591096737
15	82	177359	2162.91463414634	1635.5	2046	2619.25	0.516468758645876	0.0555389102646277	0.135379542594566	0.346810642186773	1.24858280487522
16	102	286313	2806.99019607843	2092.5	2710	3365.5	0.470424616892595	0.0510469772668712	0.124822372098163	0.310072926666973	1.18201790856284
17	121	297302	2457.04132231405	1892	2377	2993	0.470415812287365	0.0398628649585066	0.114229250045365	0.30214685336403	1.15221108262638
18	77	117526	1526.31168831169	1119	1441	1935	0.535659792552992	0.0830355771124889	0.162241793320597	0.352133270214345	1.14983553920286
19	63	22781	361.603174603175	242	347	471	0.719200622401811	0.252566384411117	0.385094632663301	0.66828868700852	1.3688617597118
20	51	89735	1759.50980392157	968.5	1442	2387.5	0.399510010186497	0.108050799701728	0.147422646116882	0.306286136780793	0.957587059476126
21	50	28766	575.32	313.5	568	789.25	0.550251873657938	0.196224100108159	0.313406690778782	0.51136401681305	1.15435370493058
22	86	415811	4835.01162790698	2835.25	4203.5	5875.75	0.256013090361559	0.0239467207393745	0.0712393055877744	0.154109994968284	0.587466891808244
23	38	72704	1913.26315789474	996.75	1640	2491.25	0.339677021695663	0.0978742476524097	0.143261616132872	0.281559975251114	0.716472593935888
24	46	194992	4238.95652173913	2744.25	3716.5	5280.25	0.342477372420807	0.0507686400447504	0.100543182031954	0.244405175374601	0.866337911510266
25	21	87272	4155.80952380952	2953	4328	4873	0.480403194657454	0.106936313579943	0.169366506966832	0.352768695585753	1.13878778119546
26	92	147757	1606.05434782609	1266.75	1512	1865.5	0.467438952924613	0.0706675774161084	0.191987570757039	0.401075471053042	1.03790455546303
27	56	107353	1917.01785714286	1525.75	1842	2212.75	0.4207153395404	0.0908105510370315	0.230667009255902	0.452050865195354	1.08693066287618
28	90	300972	3344.13333333333	2542.5	3111	4039	0.380125881167823	0.074446282977066	0.19293255484006	0.427929577257579	1.0741085196345
29	85	231272	2720.84705882353	1710	2223	3246	0.511514323022494	0.042775456823116	0.104297852026276	0.25041959895899	0.955766046898545
30	50	154910	3098.2	1761.5	2994	3930	0.71045823990562	0.0635812763762041	0.125310490974423	0.320371544407218	1.14368950388942
31	93	121769	1309.34408602151	765	1287	1818	0.637329421365974	0.0801606916456847	0.139909140051915	0.297180544861742	1.12616661895093
32	66	306092	4637.75757575758	3162.5	4354.5	5507.75	0.521543698262309	0.0324738349920429	0.0962844123268325	0.235211749570806	0.933394696394407
33	63	171458	2721.55555555556	1809	2350	3286.5	0.547405000458845	0.0574847332269998	0.11336635701209	0.269209460575483	1.0226449307888
34	70	275528	3936.11428571429	3036.5	3871.5	4787.25	0.581755088811634	0.0360207953839094	0.0965309832166797	0.241236688617877	1.00782053577631
35	109	845905	7760.59633027523	5275	6991	10039	0.431876237183945	0.0236002196188189	0.0683990190293022	0.196911336832052	0.853748609708633
36	74	335445	4533.04054054054	3240.25	4200.5	5807	0.656431304699957	0.0327499559047695	0.0902053552563253	0.245917404696277	0.992482903266728
37	19	63567	3345.63157894737	2662	3055	4205.5	0.714123597746394	0.109218327427909	0.206680570339281	0.439632598339426	1.34769891878672
38	57	194043	3404.26315789474	2284	3257	4540	0.679059994380752	0.0509396052781649	0.122527359785746	0.289646324359878	1.07919259993682
39	35	36351	1038.6	480	1206	1413	0.773016071489039	0.141714252173334	0.254088966705118	0.474064032394702	1.22661826942182
40	79	314141	3976.46835443038	2492.5	3725	5549	0.331947820903419	0.0316237581390634	0.0659904893260594	0.154168343432113	0.647409371613214
41	39	276707	7095.05128205128	4729.5	6677	8843.5	0.379042920715311	0.036009221146092	0.0799762949423682	0.200343421526848	0.75922236808856
42	98	211791	2161.13265306122	1712.25	2082.5	2546	0.378557959045124	0.0466222285925303	0.0733600273435707	0.140557869519494	0.528062151344028
43	53	73747	1391.45283018868	911	1387	1745	0.518207200497346	0.0740222242482578	0.13041322672993	0.228115907462442	0.554839710244586
44	99	296775	2997.72727272727	2241.5	2738	3546.5	0.323930987863662	0.0334236179679038	0.0663173174475724	0.137736996240084	0.505404177262121
45	50	117391	2347.82	1730.75	2143	3006.5	0.366505795387533	0.0813860233026689	0.121389474515551	0.239854002896369	0.674358252728654
46	104	239616	2304	1601.25	1988.5	2741.25	0.342461028761244	0.0412766724007366	0.0816697829261518	0.155661061865864	0.477110556243464
47	48	44244	921.75	743.5	827.5	1090.25	0.57966182591682	0.0943758750116828	0.196478359265121	0.306165411247466	0.676558155091831
48	109	71581	656.706422018349	422	566	907	0.352213736127478	0.0815077828239365	0.133750927220167	0.246190861151438	0.505746445500456
49	39	68803	1764.17948717949	1129	1531	2102	0.516587775265946	0.0729740899140097	0.139658520621331	0.269166438100216	0.736797437896929
50	82	165480	2018.0487804878	1229.5	1789	2472.75	0.436832940260853	0.0594447200300613	0.0931207895479658	0.227017747769451	0.869072749461895
51	61	133555	2189.4262295082	1437	2204	2845	0.421488080748823	0.0692506746135579	0.0974084441031795	0.197845869182347	0.63101225430558
52	36	69514	1930.94444444444	1577	1807	2273.5	0.439357939922453	0.0754100554076925	0.138394383542499	0.238481694926416	0.500408861133356
53	110	236645	2151.31818181818	1605.75	2125.5	2609	0.435126622481775	0.0417799597559465	0.065788859517514	0.122616526908601	0.402633272080532
