OG_1	74	76	99	1.0
OG_3	79	94	110	1.0
OG_4	74	85	97	0.9109
OG_5	78	99	108	1.0
OG_7	73	87	106	1.0
OG_8	72	83	90	1.0
OG_10	75	90	113	1.0
OG_12	77	92	100	1.0
OG_13	67	70	88	1.0
OG_15	77	90	108	1.0
OG_16	76	92	97	0.9599
OG_17	77	93	109	1.0
OG_18	66	81	99	1.0
OG_19	68	86	93	0.9551
OG_23	76	88	98	1.0
OG_25	63	77	92	1.0
OG_27	76	86	91	0.977
OG_28	74	85	101	1.0
OG_33	74	86	100	1.0
OG_37	71	114	128	1.0
OG_38	69	72	78	1.0
OG_40	73	96	109	0.9596
OG_41	72	82	96	1.0
OG_42	66	91	110	1.0
OG_43	76	80	90	1.0
OG_44	76	87	106	1.0
OG_49	76	92	106	0.9577
OG_50	80	116	158	0.9829
OG_51	78	87	114	1.0
OG_52	77	81	102	1.0
OG_53	62	64	79	1.0
OG_54	69	81	118	1.0
OG_56	79	104	125	0.9823
OG_57	68	72	77	1.0
OG_60	62	65	68	1.0
OG_61	73	84	99	0.9796
OG_64	69	84	92	1.0
OG_65	69	99	119	0.9827
OG_66	76	81	89	1.0
OG_68	69	74	79	1.0
OG_69	76	89	104	1.0
OG_72	78	88	98	1.0
OG_75	69	89	95	1.0
OG_76	72	77	88	0.9788
OG_77	70	72	81	1.0
OG_78	78	88	100	1.0
OG_80	75	89	100	1.0
OG_83	73	84	100	0.9765
OG_84	70	80	92	1.0
OG_85	76	91	103	1.0
OG_86	75	85	93	1.0
OG_87	74	76	84	1.0
OG_88	63	71	74	1.0
OG_90	73	80	91	0.9769
OG_92	81	98	111	1.0
OG_94	71	81	93	1.0
OG_96	76	83	93	1.0
OG_97	71	74	82	1.0
OG_99	72	115	130	1.0
OG_100	71	76	82	1.0
OG_101	76	86	96	1.0
OG_104	72	80	96	1.0
OG_106	79	100	127	0.982
OG_107	61	69	70	1.0
OG_108	66	172	186	0.9889
OG_110	78	83	93	1.0
OG_112	79	104	128	0.9968
OG_114	66	71	71	1.0
OG_115	78	105	135	1.0
OG_117	76	103	124	1.0
OG_121	71	82	102	1.0
OG_123	72	76	85	1.0
OG_127	73	89	97	1.0
OG_128	71	79	95	1.0
OG_130	77	90	127	1.0
OG_131	69	75	77	1.0
OG_132	65	74	80	1.0
OG_133	66	87	109	0.9791
OG_134	80	95	113	1.0
OG_135	67	78	93	1.0
OG_137	79	102	109	0.981
OG_138	79	92	107	1.0
OG_139	73	139	147	1.0
OG_140	63	72	89	1.0
OG_141	74	82	93	0.9759
OG_142	79	117	163	1.0
OG_143	65	68	79	1.0
OG_144	71	77	80	0.9747
OG_145	70	75	85	1.0
OG_147	79	91	114	0.9797
OG_148	71	76	85	0.9253
OG_150	77	113	135	0.9959
OG_153	78	96	111	1.0
OG_154	69	91	98	1.0
OG_155	80	101	131	1.0
OG_156	74	79	91	1.0
OG_157	79	96	142	1.0
OG_158	78	90	98	1.0
OG_160	67	74	80	1.0
OG_162	72	76	82	1.0
OG_163	75	88	104	1.0
OG_164	77	93	104	1.0
OG_169	76	93	122	1.0
OG_172	77	99	122	1.0
OG_173	71	78	80	1.0
OG_174	78	96	119	0.9559
OG_175	80	90	101	0.9795
OG_177	76	87	102	1.0
OG_178	68	127	142	1.0
OG_181	67	69	74	1.0
OG_182	73	76	94	1.0
OG_183	75	76	85	1.0
OG_184	75	82	90	1.0
OG_185	68	71	74	1.0
OG_186	78	95	117	0.9617
OG_192	68	73	87	1.0
OG_194	61	64	78	1.0
OG_195	71	75	82	1.0
OG_196	80	92	113	1.0
OG_197	75	96	113	0.9592
OG_200	75	98	113	1.0
OG_203	78	94	111	1.0
OG_204	67	86	105	1.0
OG_205	72	84	104	1.0
OG_208	70	79	96	1.0
OG_209	72	74	81	1.0
OG_210	73	88	99	1.0
OG_212	74	80	93	0.9778
OG_214	77	84	125	1.0
OG_215	64	70	81	1.0
OG_217	66	72	82	1.0
OG_218	76	101	110	1.0
OG_219	66	80	93	1.0
OG_220	75	85	95	1.0
OG_221	77	88	102	1.0
OG_224	75	116	135	1.0
OG_226	76	83	126	1.0
OG_229	77	94	118	1.0
OG_230	65	74	77	0.9811
OG_231	71	72	83	1.0
OG_232	70	76	78	1.0
OG_233	73	93	110	0.9935
OG_234	77	84	90	1.0
OG_235	71	140	164	1.0
OG_237	75	87	93	1.0
OG_238	74	79	85	1.0
OG_239	69	75	82	1.0
OG_240	74	78	102	0.9747
OG_241	70	94	116	0.9961
OG_242	78	86	96	0.9743
OG_244	73	80	93	1.0
OG_245	75	100	113	0.9267
OG_246	77	88	111	1.0
OG_247	78	91	101	1.0
OG_248	71	82	94	1.0
OG_249	73	77	91	1.0
OG_251	69	75	87	1.0
OG_253	61	76	83	1.0
OG_255	76	81	90	1.0
OG_256	77	82	129	0.9807
OG_257	80	100	119	0.9804
OG_258	76	85	100	1.0
OG_260	75	83	94	1.0
OG_261	76	85	102	1.0
OG_264	77	87	99	0.9548
OG_265	68	74	84	1.0
OG_266	64	72	93	1.0
OG_269	61	68	78	1.0
OG_270	76	87	103	0.9773
OG_271	65	76	85	0.9509
OG_272	80	89	108	1.0
OG_273	77	96	152	1.0
OG_274	67	88	111	0.9788
OG_275	75	93	106	0.9787
OG_276	76	129	160	0.9916
OG_277	76	82	90	1.0
OG_278	76	85	87	1.0
OG_279	70	81	92	1.0
OG_280	73	81	100	1.0
OG_281	77	83	96	1.0
OG_285	79	120	147	0.9678
OG_286	65	71	79	1.0
OG_288	69	75	80	0.9748
OG_289	66	76	89	1.0
OG_290	69	75	86	0.9488
OG_291	69	73	79	1.0
OG_293	74	82	93	1.0
OG_295	76	91	102	1.0
OG_296	70	71	88	1.0
OG_297	79	89	96	1.0
OG_298	71	78	86	1.0
OG_299	66	67	72	0.9729
OG_300	65	78	92	1.0
OG_301	70	77	93	1.0
OG_302	67	70	79	1.0
OG_304	79	95	113	0.9187
OG_305	73	83	91	0.9994
OG_307	79	97	116	1.0
OG_309	74	82	90	1.0
OG_311	67	71	73	1.0
OG_312	77	92	115	1.0
OG_316	76	84	103	1.0
