metacell	cell_type	color	transferred_annotation
1	1_darkmagenta	#8B008B	Gland
2	1_darkmagenta	#8B008B	Peptidergic
3	1_darkmagenta	#8B008B	Gland
4	1_darkmagenta	#8B008B	Gland
5	1_darkmagenta	#8B008B	Gland
6	1_darkmagenta	#8B008B	Gland
7	1_darkmagenta	#8B008B	Peptidergic
8	1_darkmagenta	#8B008B	Peptidergic
9	1_darkmagenta	#8B008B	Peptidergic
10	1_darkmagenta	#8B008B	Peptidergic
11	1_darkmagenta	#8B008B	Peptidergic
12	1_darkmagenta	#8B008B	Peptidergic
13	1_darkmagenta	#8B008B	Peptidergic
14	1_darkmagenta	#8B008B	Peptidergic
15	1_darkmagenta	#8B008B	Peptidergic
16	1_darkmagenta	#8B008B	Peptidergic
17	1_darkmagenta	#8B008B	Gland
18	1_darkmagenta	#8B008B	Peptidergic
19	1_darkmagenta	#8B008B	Peptidergic
20	1_darkmagenta	#8B008B	Peptidergic
21	1_darkmagenta	#8B008B	Peptidergic
22	1_darkmagenta	#8B008B	Peptidergic
23	1_darkmagenta	#8B008B	Peptidergic
24	1_darkmagenta	#8B008B	Peptidergic
25	1_darkmagenta	#8B008B	Peptidergic
26	1_darkmagenta	#8B008B	Peptidergic
27	1_darkmagenta	#8B008B	Gland
28	1_darkmagenta	#8B008B	Gland
29	1_darkmagenta	#8B008B	Gland
30	1_darkmagenta	#8B008B	Peptidergic
31	1_darkmagenta	#8B008B	Peptidergic
32	1_darkmagenta	#8B008B	Peptidergic
33	1_darkmagenta	#8B008B	Gland
34	1_darkmagenta	#8B008B	Peptidergic
35	1_darkmagenta	#8B008B	Peptidergic
36	1_darkmagenta	#8B008B	Peptidergic
37	1_darkmagenta	#8B008B	Peptidergic
38	1_darkmagenta	#8B008B	Epithelial
39	1_darkmagenta	#8B008B	Epithelial
40	1_darkmagenta	#8B008B	Peptidergic
41	1_darkmagenta	#8B008B	Peptidergic
42	1_darkmagenta	#8B008B	Peptidergic
43	1_darkmagenta	#8B008B	Epithelial
44	1_darkmagenta	#8B008B	Epithelial
45	1_darkmagenta	#8B008B	Peptidergic
46	1_darkmagenta	#8B008B	Peptidergic
47	1_darkmagenta	#8B008B	Peptidergic
48	1_darkmagenta	#8B008B	Peptidergic
49	1_darkmagenta	#8B008B	Peptidergic
50	1_darkmagenta	#8B008B	Peptidergic
51	1_darkmagenta	#8B008B	Peptidergic
52	1_darkmagenta	#8B008B	Peptidergic
53	1_darkmagenta	#8B008B	Peptidergic
54	1_darkmagenta	#8B008B	Peptidergic
55	1_darkmagenta	#8B008B	Peptidergic
56	1_darkmagenta	#8B008B	Peptidergic
57	1_darkmagenta	#8B008B	Epithelial
58	1_darkmagenta	#8B008B	Epithelial
59	1_darkmagenta	#8B008B	Epithelial
60	1_darkmagenta	#8B008B	Peptidergic
61	1_darkmagenta	#8B008B	Peptidergic
62	1_darkmagenta	#8B008B	Epithelial
63	1_darkmagenta	#8B008B	Peptidergic
64	1_darkmagenta	#8B008B	Peptidergic
65	1_darkmagenta	#8B008B	Peptidergic
66	1_darkmagenta	#8B008B	Peptidergic
67	1_darkmagenta	#8B008B	Peptidergic
68	1_darkmagenta	#8B008B	Peptidergic
69	1_darkmagenta	#8B008B	Peptidergic
70	2_darkorange1	#FF7D10	Fiber
71	2_darkorange1	#FF7D10	Gland
72	2_darkorange1	#FF7D10	Gland
73	2_darkorange1	#FF7D10	Gland
74	2_darkorange1	#FF7D10	Lipophil
75	2_darkorange1	#FF7D10	Gland
76	2_darkorange1	#FF7D10	Fiber
