gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Bolinf_Binf_sb1229240	OG0	1	NA	NA	Bolinf	TRUE	TRUE	2.1539907353	222	Mertsp	0.642651296829971	FALSE
Gfas_gfas1.m1.4601.m1	OG0	1	NA	NA	Gfas	TRUE	FALSE	0.9910268	704	Gasp	0.193523214982442	FALSE
Leuniv_Lniv_scaffold14088_01	OG0	1	NA	NA	Leuniv	TRUE	FALSE	1.7772375	440	Gracom	0.34610806950726	FALSE
Aque_Aqu2.1.34871_001	OG0	1	NA	NA	Aque	TRUE	FALSE	1.7195445513	668	Halamb	0.727544910179641	FALSE
Adig_XM_015895599.1	OG0	1	NA	NA	Adig	TRUE	FALSE	1.1956398	831	Amil	0.86253807106599	FALSE
Spolac_c102935_g1_i1_m.31728c102935-g1	OG0	1	NA	NA	Spolac	TRUE	TRUE	1.347181	472	Emue	0.822030141843972	FALSE
Scil_scict023727.1	OG0	1	NA	NA	Scil	TRUE	FALSE	1.784886	625	Leuniv	0.348998887652948	FALSE
Skow_XM_006819510.1	OG0	1	NA	NA	Skow	TRUE	FALSE	1.0914743	560	Bralan	0.320788177339902	FALSE
Stycar_maker-SC_scaffold2125-snap-gene-0.143-mRNA-1	OG0	1	NA	NA	Stycar	TRUE	TRUE	1.4965616	446	Tetwil	0.601032448377581	FALSE
Emue_Em0010g903a.t1	OG0	1	NA	NA	Emue	TRUE	FALSE	1.2954537	812	Spolac	0.900997150997151	FALSE
Tcas_TC015943_001	OG0	1	NA	NA	Tcas	TRUE	FALSE	1.523307	643	Dpul	0.442573099415205	FALSE
Dpul_mRNA2572	OG0	1	NA	NA	Dpul	TRUE	FALSE	1.713579	621	Tcas	0.451187955775112	FALSE
Rhoesc_Res_000023-T1	OG0	1	NA	NA	Rhoesc	TRUE	FALSE	2.0242668	688	Nemnom	0.929907462098838	FALSE
Nvec_v1g179005	OG0	1	NA	NA	Nvec	TRUE	FALSE	0.9169679	732	Exapal	0.758012516593969	FALSE
Spis_XP_022781216_1	OG0	1	NA	NA	Spis	TRUE	FALSE	1.0931845	665	Pocdam	0.88306299509619	FALSE
Dgig_XM_028542923.1	OG0	1	NA	NA	Dgig	TRUE	FALSE	1.2700277	648	Xesp	0.893244041756943	FALSE
Sanmal_Sma_011016-T1	OG0	1	NA	NA	Sanmal	TRUE	FALSE	1.6416268	668	Aaur	0.413905265297825	FALSE
Aaur_scaffold1137.g4.t1	OG0	1	NA	NA	Aaur	TRUE	FALSE	1.7392178	684	Rhoesc	0.629385386441572	FALSE
Stycar_maker-SC_scaffold85973-snap-gene-0.5-mRNA-1	OG0	1	NA	NA	Stycar	TRUE	TRUE	1.4540573	302	Tetwil	0.601032448377581	FALSE
Gasp_gasp1.m3.2778.m1	OG0	1	NA	NA	Gasp	TRUE	FALSE	0.9465875	720	Fspp	0.781888246628131	FALSE
Tetwil_g5245.t2	OG0	1	NA	NA	Tetwil	TRUE	FALSE	1.1999511	893	Emue	0.0972501676727029	FALSE
Hvul_g11203_1	OG0	1	NA	NA	Hvul	TRUE	FALSE	2.1574338	878	Sanmal	0.0428507992895204	FALSE
Xesp_012408-T1	OG0	1	NA	NA	Xesp	TRUE	FALSE	1.3725847	620	Dgig	0.95399216009903	FALSE
Plespi_Pspi_scaffold17899_01	OG0	1	NA	NA	Plespi	TRUE	TRUE	1.0515397	472	Exapal	0.00306466441924609	TRUE
Acagra_model.g24435.t1.1.5d3b8b1a	OG0	1	NA	NA	Acagra	TRUE	TRUE	1.0801431002	849	Cgig	0.684659654693392	FALSE
Exapal_XM_021042278.1	OG0	1	NA	NA	Exapal	TRUE	FALSE	0.8570669	683	Nvec	0.809667067789811	FALSE
Nemnom_g16207.t1	OG0	1	NA	NA	Nemnom	TRUE	FALSE	2.0568888	667	Rhoesc	0.967415502934629	FALSE
Lcom_lcpid155923	OG0	1	NA	NA	Lcom	TRUE	TRUE	2.33392	203	Cscu	0.0100441944556047	FALSE
Xestes_maker-XT_scaffold3920-snap-gene-0.19-mRNA-1	OG0	1	NA	NA	Xestes	TRUE	FALSE	1.454723	736	Halamb	0.544645265713515	FALSE
Spolac_c85537_g1_i1_m.3755c102935-g1	OG0	1	NA	NA	Spolac	TRUE	TRUE	1.9688592306	235	Emue	0.822030141843972	FALSE
Spur_XM_030983087.1	OG0	1	NA	NA	Spur	TRUE	TRUE	1.33235786	746	Skow	0.591797623610579	FALSE
Lcom_lcpid41257	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.724531	598	Leuniv	0.296102852551225	FALSE
Acagra_model.g24435.t1	OG0	1	NA	NA	Acagra	TRUE	TRUE	1.0801431002	883	Cgig	0.684659654693392	FALSE
Spur_XM_030983090.1	OG0	1	NA	NA	Spur	TRUE	TRUE	1.3447817	766	Skow	0.591797623610579	FALSE
Clacor_Ccor_C532909_01	OG0	1	NA	NA	Clacor	TRUE	FALSE	1.496491	254	Lcom	0.233854166666667	FALSE
Gracom_Gcom_C557994_01	OG0	1	NA	NA	Gracom	TRUE	FALSE	1.8427395	631	Leuniv	0.368180780643689	FALSE
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA152919	OG0	1	NA	NA	Ctel	TRUE	FALSE	1.168878	608	Cgig	0.263623844186504	FALSE
Plespi_Pspi_C592740_01	OG0	1	NA	NA	Plespi	TRUE	TRUE	1.7101163	225	Tetwil	0.238124425375421	FALSE
Amil_Amillepora18462-RA	OG0	1	NA	NA	Amil	TRUE	FALSE	1.2133739	378	Adig	0.848497074843655	FALSE
Cscu_XM_023383627.1	OG0	1	NA	NA	Cscu	TRUE	TRUE	1.1004297028	289	Cgig	0.0746203904555315	FALSE
Fspp_ffun1.m4.168.m1	OG0	1	NA	NA	Fspp	TRUE	FALSE	0.9774415	643	Gasp	0.762288786482335	FALSE
Morvir_scaffold39.g87.t1	OG0	1	NA	NA	Morvir	TRUE	FALSE	1.4057348	693	Sanmal	0.284405496912966	FALSE
Pocdam_XM_027185164.1	OG0	1	NA	NA	Pocdam	TRUE	FALSE	1.2729633	157	Spis	0.930586117223445	FALSE
Halamb_c39649_g1_i1m.11938	OG0	1	NA	NA	Halamb	TRUE	TRUE	1.5547705513	548	Aque	0.785418821096174	FALSE
Cscu_XM_023384338.1	OG0	1	NA	NA	Cscu	TRUE	TRUE	1.2339031	182	Cgig	0.0746203904555315	FALSE
Cscu_XM_023357594.1	OG0	1	NA	NA	Cscu	TRUE	TRUE	1.561672	310	Skow	0.0950108459869848	FALSE
Spolac_c85537_g1_i2_m.3759c102935-g1	OG0	1	NA	NA	Spolac	TRUE	TRUE	1.9984431	119	Emue	0.822030141843972	FALSE
Hsap_ENST00000621632	OG0	1	NA	NA	Hsap	TRUE	FALSE	1.1548374	859	Bralan	0.476932176656151	FALSE
Bralan_BLAG02000897_1	OG0	1	NA	NA	Bralan	TRUE	FALSE	0.9249494	897	Hsap	0.222881193801416	FALSE
Halamb_c13229_g1_i1m.2146	OG0	1	NA	NA	Halamb	TRUE	TRUE	2.454083	121	Aque	0.785418821096174	FALSE
Cgig_XM_034455079.1	OG0	1	NA	NA	Cgig	TRUE	FALSE	1.0779601	897	Acagra	0.698916408668731	FALSE
Horcal_Hcv1.av93.c1.g412.i2	OG0	1	NA	NA	Horcal	TRUE	TRUE	2.1651652	613	Pbac	0.865379975874548	FALSE
Mertsp_Mesp_sb577728	OG0	1	NA	NA	Mertsp	TRUE	TRUE	2.0675319002	750	Bolinf	0.747428166016318	FALSE
Bolinf_Binf_sb1258681	OG0	1	NA	NA	Bolinf	TRUE	TRUE	2.0675319002	877	Mertsp	0.642651296829971	FALSE
Coeast_Cast_sb755430	OG0	1	NA	NA	Coeast	TRUE	FALSE	2.4041388	168	Coemet	0.834557402396598	FALSE
Opea_EP00118_Oscarella_pearsei_P009035	OG0	1	NA	NA	Opea	TRUE	FALSE	0.9085107	660	Plajan	0.222833843017329	FALSE
Pbac_sb2661357	OG0	1	NA	NA	Pbac	TRUE	FALSE	2.1454835	1257	Horcal	0.898232202580029	FALSE
Beraby_Baby_sb344112	OG0	1	NA	NA	Beraby	TRUE	TRUE	2.22345474	270	Drygla	0.125765976072367	FALSE
Tadh_TriadT58110	OG0	1	NA	NA	Tadh	TRUE	FALSE	1.4594505	685	TrH2	0.967782426778243	FALSE
TrH2_TrispH2_000579-RA	OG0	1	NA	NA	TrH2	TRUE	FALSE	1.4091077288	719	Tadh	0.951310088714669	FALSE
Plajan_Pjan_C570808_01	OG0	1	NA	NA	Plajan	TRUE	FALSE	0.9024357	669	Opea	0.59010152284264	FALSE
Hhon_g00109.t1	OG0	1	NA	NA	Hhon	TRUE	FALSE	1.57234008	685	HoiH04	0.933318900194847	FALSE
Lampan_Lpan_13484_01	OG0	1	NA	NA	Lampan	TRUE	FALSE	2.1007558	533	Bolinf	0.193955907852366	FALSE
Drygla_Dgla_sb305041	OG0	1	NA	NA	Drygla	TRUE	FALSE	2.137194	538	Mertsp	0.105568072095269	FALSE
Bolinf_Binf_sb1229239	OG0	1	NA	NA	Bolinf	TRUE	TRUE	2.1380178438	323	Mertsp	0.642651296829971	FALSE
Vmul_sbMO433458	OG0	1	NA	NA	Vmul	TRUE	FALSE	2.2321278	712	Coemet	0.586772342169992	FALSE
HoiH23_PlH23_002832-RA	OG0	1	NA	NA	HoiH23	TRUE	FALSE	1.5396352	709	HoiH06	0.810816368496813	FALSE
Beraby_Baby_sb344108	OG0	1	NA	NA	Beraby	TRUE	TRUE	2.2074771926	692	Drygla	0.125765976072367	FALSE
Mertsp_Mesp_sb533476	OG0	1	NA	NA	Mertsp	TRUE	TRUE	2.1322061552	193	Bolinf	0.747428166016318	FALSE
Mertsp_Mesp_sb531434	OG0	1	NA	NA	Mertsp	TRUE	TRUE	2.1056054002	189	Bolinf	0.747428166016318	FALSE
Coemet_Cmet_C605124_01	OG0	1	NA	NA	Coemet	TRUE	FALSE	2.3108051	801	Coeast	0.553218774044627	FALSE
Mlei_ML0479.g4.i1	OG0	1	NA	NA	Mlei	TRUE	FALSE	2.1154537653	814	Mertsp	0.106201756720788	FALSE
Eupdun_Edun_sb10664700	OG0	1	NA	NA	Eupdun	TRUE	TRUE	2.4315927	468	Bolinf	0.106508875739645	FALSE
HoiH06_mRNA13944	OG0	1	NA	NA	HoiH06	TRUE	FALSE	1.5418907	689	HoiH23	0.936170212765957	FALSE
Eupdun_Edun_sb10664701	OG0	1	NA	NA	Eupdun	TRUE	TRUE	1.9984689307	368	Bolinf	0.106508875739645	FALSE
Horcal_Hcv1.av93.c1.g412.i1	OG0	1	NA	NA	Horcal	TRUE	TRUE	2.1480222002	729	Pbac	0.865379975874548	FALSE
Bolinf_Binf_sb1297799	OG0	1	NA	NA	Bolinf	TRUE	TRUE	2.1056054002	245	Mertsp	0.642651296829971	FALSE
HoiH04_mRNA12408	OG0	1	NA	NA	HoiH04	TRUE	FALSE	1.5630488002	685	Hhon	0.926658163265306	FALSE
Beraby_Baby_sb344109	OG0	1	NA	NA	Beraby	TRUE	TRUE	2.2124162402	578	Drygla	0.125765976072367	FALSE
