gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Pbac_sb2661222	OG0	1	NA	NA	Pbac	TRUE	TRUE	1.7203874	196	Horcal	0.898232202580029	FALSE
Dgig_XM_028557398.1	OG0	1	NA	NA	Dgig	TRUE	FALSE	1.7305158	1411	Xesp	0.893244041756943	FALSE
Spolac_c91421_g1_i1_m.6862c91421-g1	OG0	1	NA	NA	Spolac	TRUE	TRUE	2.3242464	111	Emue	0.822030141843972	FALSE
Fspp_ffun1.m4.16566.m1	OG0	1	NA	NA	Fspp	TRUE	TRUE	1.6562749	1056	Gasp	0.762288786482335	FALSE
Leuniv_Lniv_scaffold14140_01	OG0	1	NA	NA	Leuniv	TRUE	FALSE	2.2420667	1037	Lcom	0.240418947869555	FALSE
Lcom_lcpid98914	OG0	1	NA	NA	Lcom	TRUE	TRUE	2.6827913	368	Gracom	0.188830855765368	FALSE
HoiH11_mRNA1849	OG0	1	NA	NA	HoiH11	TRUE	FALSE	2.2283715922	1036	HoiH23	0.352755905511811	FALSE
Lcom_lcpid188585	OG0	1	NA	NA	Lcom	TRUE	TRUE	2.1637106226	150	Gracom	0.188830855765368	FALSE
Plajan_Pjan_scaffold15814_01	OG0	1	NA	NA	Plajan	TRUE	FALSE	1.45697	1439	Ocar	0.263959390862944	FALSE
Dpul_mRNA3900	OG0	1	NA	NA	Dpul	TRUE	FALSE	2.0858532	1354	Tcas	0.451187955775112	FALSE
Chem_TCONS_00014933	OG0	1	NA	NA	Chem	TRUE	TRUE	2.5096714	327	Hvul	0.648217843701572	FALSE
Sanmal_Sma_012806-T1	OG0	1	NA	NA	Sanmal	TRUE	TRUE	2.0992943	1057	Aaur	0.413905265297825	FALSE
Spis_XP_022795424_1	OG0	1	NA	NA	Spis	TRUE	FALSE	1.7023369	1400	Pocdam	0.88306299509619	FALSE
Adig_XM_015912749.1	OG0	1	NA	NA	Adig	TRUE	TRUE	1.66852649	779	Amil	0.86253807106599	FALSE
Xestes_snap_masked-XT_scaffold4437-processed-gene-0.7-mRNA-1	OG0	1	NA	NA	Xestes	TRUE	FALSE	2.5404463	1162	Aque	0.293768545994065	FALSE
Nvec_v1g220534	OG0	1	NA	NA	Nvec	TRUE	TRUE	1.8087676	221	Exapal	0.758012516593969	FALSE
Emue_Em0005g1649a.t1	OG0	1	NA	NA	Emue	TRUE	FALSE	2.2617609	1292	Spolac	0.900997150997151	FALSE
Tadh_TriadT62122	OG0	1	NA	NA	Tadh	TRUE	FALSE	2.1834893922	1115	TrH2	0.967782426778243	FALSE
Morvir_scaffold90.g56.t1	OG0	1	NA	NA	Morvir	TRUE	FALSE	1.9865578	1238	Aaur	0.229834694284007	FALSE
Adig_XM_015912776.1	OG0	1	NA	NA	Adig	TRUE	TRUE	1.65427637	786	Amil	0.86253807106599	FALSE
Spur_XM_030984114.1	OG0	1	NA	NA	Spur	TRUE	FALSE	1.7842244	1533	Skow	0.591797623610579	FALSE
Gfas_gfas1.m1.4956.m1	OG0	1	NA	NA	Gfas	TRUE	FALSE	1.7214356	1173	Fspp	0.306086617245416	FALSE
TrH2_TrispH2_008907-RA	OG0	1	NA	NA	TrH2	TRUE	FALSE	2.1691280022	1152	Tadh	0.951310088714669	FALSE
Adig_XM_015912750.1	OG0	1	NA	NA	Adig	TRUE	TRUE	1.66953588	183	Amil	0.86253807106599	FALSE
Opea_EP00118_Oscarella_pearsei_P027969	OG0	1	NA	NA	Opea	TRUE	FALSE	1.6594424439	1254	Ocar	0.626095820591233	FALSE
HoiH23_PlH23_007976-RA	OG0	1	NA	NA	HoiH23	TRUE	FALSE	2.2792909922	1187	HoiH06	0.810816368496813	FALSE
Aque_Aqu2.1.43096_001	OG0	1	NA	NA	Aque	TRUE	FALSE	2.7102953	1168	Halamb	0.727544910179641	FALSE
Bralan_BLAG09000136_1	OG0	1	NA	NA	Bralan	TRUE	FALSE	1.7345892	1414	Skow	0.414960780562464	FALSE
Hsap_ENST00000375248	OG0	1	NA	NA	Hsap	TRUE	FALSE	1.9152883	1366	Skow	0.220031545741325	FALSE
Rhoesc_Res_014103-T1	OG0	1	NA	NA	Rhoesc	TRUE	FALSE	2.0100036	1291	Nemnom	0.929907462098838	FALSE
Fspp_ffun1.m4.16569.m1	OG0	1	NA	NA	Fspp	TRUE	TRUE	1.8107877	179	Spis	0.0687403993855607	FALSE
Nemnom_g9139.t1	OG0	1	NA	NA	Nemnom	TRUE	FALSE	2.0537878	1565	Rhoesc	0.967415502934629	FALSE
Exapal_XM_021045726.2	OG0	1	NA	NA	Exapal	TRUE	FALSE	1.7861048	1385	Nvec	0.809667067789811	FALSE
Ocar_g4526	OG0	1	NA	NA	Ocar	TRUE	FALSE	1.659441	86	Opea	0.956778606965174	FALSE
