gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Lampan_Lpan_C402571_01	OG0	1	NA	NA	Lampan	TRUE	FALSE	0.718054	199	Bolinf	0.193955907852366	FALSE
Hsap_ENST00000325307	OG0	1	NA	NA	Hsap	TRUE	TRUE	1.2652131	200	Clacor	0.0041403785488959	TRUE
Xestes_maker-XT_scaffold2421-augustus-gene-0.26-mRNA-1	OG0	1	NA	NA	Xestes	TRUE	TRUE	1.303969	441	Aque	0.293768545994065	FALSE
Sanmal_Sma_011145-T1	OG0	1	NA	NA	Sanmal	TRUE	FALSE	1.3010468	176	Rhoesc	0.400081317340923	FALSE
Lcom_lcpid151059	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.7190278	159	Cscu	0.0100441944556047	FALSE
Lcom_lcpid231738	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.4440529	113	Bralan	0.0196866211329851	FALSE
Lcom_lcpid103769	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.6825566	178	Scil	0.231820008035356	FALSE
Plespi_Pspi_C609442_01	OG0	1	NA	NA	Plespi	TRUE	TRUE	1.8881849	406	Stycar	0.309224639901931	FALSE
Tcas_TC007692_001	OG0	1	NA	NA	Tcas	TRUE	FALSE	1.4215213	505	Dpul	0.442573099415205	FALSE
Tetwil_g7002.t1	OG0	1	NA	NA	Tetwil	TRUE	TRUE	1.5842784	188	Stycar	0.561368209255533	FALSE
Cscu_XM_023366783.1	OG0	1	NA	NA	Cscu	TRUE	FALSE	1.2781743	217	Tcas	0.196963123644252	FALSE
Halamb_c44882_g1_i1m.18138	OG0	1	NA	NA	Halamb	TRUE	TRUE	1.6132042	151	Aque	0.785418821096174	FALSE
Lcom_lcpid249847	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.5392092	102	Leuniv	0.296102852551225	FALSE
Scil_scict009983.1	OG0	1	NA	NA	Scil	TRUE	TRUE	1.5628166	183	Lcom	0.171301446051168	FALSE
Spur_NM_214543.1	OG0	1	NA	NA	Spur	TRUE	FALSE	1.8790432	200	Skow	0.591797623610579	FALSE
Gfas_gfas1.m1.1832.m1	OG0	1	NA	NA	Gfas	TRUE	FALSE	1.3361345	196	Adig	0.175380413577838	FALSE
Cgig_XM_011430243.2	OG0	1	NA	NA	Cgig	TRUE	FALSE	1.3618093	201	Ctel	0.118034055727554	FALSE
Tetwil_g13054.t1	OG0	1	NA	NA	Tetwil	TRUE	TRUE	2.1353237	134	Stycar	0.561368209255533	FALSE
Dpul_mRNA10822	OG0	1	NA	NA	Dpul	TRUE	TRUE	1.4892883	190	Tcas	0.451187955775112	FALSE
Chem_TCONS_00054808	OG0	1	NA	NA	Chem	TRUE	FALSE	1.3416633	172	Hvul	0.648217843701572	FALSE
Spolac_c103236_g1_i1_m.33173c103236-g1	OG0	1	NA	NA	Spolac	TRUE	TRUE	1.6228616	460	Emue	0.822030141843972	FALSE
Halamb_c33464_g1_i1m.7666	OG0	1	NA	NA	Halamb	TRUE	TRUE	1.6748756	361	Aque	0.785418821096174	FALSE
Morvir_scaffold287.g4.t1	OG0	1	NA	NA	Morvir	TRUE	FALSE	1.2286428	227	Rhoesc	0.179844652459669	FALSE
Ocar_g10790	OG0	1	NA	NA	Ocar	TRUE	FALSE	1.6313468	97	Opea	0.956778606965174	FALSE
Tetwil_g7001.t1	OG0	1	NA	NA	Tetwil	TRUE	TRUE	1.0961314	196	Hsap	0.000223563603845294	TRUE
Lcom_lcpid78388	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.5825436	183	Leuniv	0.296102852551225	FALSE
Hsap_ENST00000519684	OG0	1	NA	NA	Hsap	TRUE	TRUE	2.1063557	186	Clacor	0.0041403785488959	TRUE
Lcom_lcpid155276	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.5692351	201	Clacor	0.0233025311370028	FALSE
Spolac_c110092_g1_i1_m.45512c110092-g1	OG0	1	NA	NA	Spolac	TRUE	TRUE	1.2696497891	209	Emue	0.822030141843972	FALSE
Fspp_ffun1.m4.9822.m1	OG0	1	NA	NA	Fspp	TRUE	FALSE	1.3889388	201	Gasp	0.762288786482335	FALSE
Pocdam_XM_027204103.1	OG0	1	NA	NA	Pocdam	TRUE	FALSE	1.4050251	197	Spis	0.930586117223445	FALSE
Gracom_Gcom_scaffold15111_01	OG0	1	NA	NA	Gracom	TRUE	FALSE	1.8933663	189	Scil	0.448755991782698	FALSE
Aque_Aqu2.1.41331_001	OG0	1	NA	NA	Aque	TRUE	TRUE	1.7309339	311	Halamb	0.727544910179641	FALSE
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA158220	OG0	1	NA	NA	Ctel	TRUE	FALSE	1.3337903	198	Cgig	0.263623844186504	FALSE
Skow_NM_001184804.1	OG0	1	NA	NA	Skow	TRUE	FALSE	1.4768382	215	Acagra	0.0403940886699507	FALSE
Nemnom_g7369.t1	OG0	1	NA	NA	Nemnom	TRUE	FALSE	1.4316848	300	Rhoesc	0.967415502934629	FALSE
Lcom_lcpid230647	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.9045611	113	Clacor	0.0233025311370028	FALSE
Opea_EP00118_Oscarella_pearsei_P028704	OG0	1	NA	NA	Opea	TRUE	FALSE	1.6313487302	203	Ocar	0.626095820591233	FALSE
Aque_Aqu2.1.41302_001	OG0	1	NA	NA	Aque	TRUE	TRUE	1.289041	211	Halamb	0.727544910179641	FALSE
Lcom_lcpid121443	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.7727011	321	Clacor	0.0233025311370028	FALSE
Dgig_XM_028556955.1	OG0	1	NA	NA	Dgig	TRUE	FALSE	1.5118994	208	Xesp	0.893244041756943	FALSE
Emue_Em0022g523a.t1	OG0	1	NA	NA	Emue	TRUE	TRUE	1.6847565	465	Spolac	0.900997150997151	FALSE
Stycar_maker-SC_scaffold6117-snap-gene-0.36-mRNA-1	OG0	1	NA	NA	Stycar	TRUE	TRUE	1.2292724	192	Emue	0.0852999016715831	FALSE
Hvul_g6960_1	OG0	1	NA	NA	Hvul	TRUE	FALSE	1.5213253	177	Chem	0.740674955595027	FALSE
Clacor_Ccor_C529961_01	OG0	1	NA	NA	Clacor	TRUE	TRUE	1.4450876	240	Leuniv	0.240104166666667	FALSE
Lcom_lcpid220052	OG0	1	NA	NA	Lcom	TRUE	TRUE	2.0900066	120	Hsap	0.00743270389714745	TRUE
Lcom_lcpid97894	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.6087111	182	Leuniv	0.296102852551225	FALSE
Acagra_model.g9152.t1	OG0	1	NA	NA	Acagra	TRUE	FALSE	1.3706012	226	Cscu	0.0285770986306807	FALSE
Lcom_lcpid78389	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.5911997831	182	Leuniv	0.296102852551225	FALSE
Bralan_BLAG06000553_1	OG0	1	NA	NA	Bralan	TRUE	FALSE	1.3666219	224	Lcom	0.00459154390663861	TRUE
Dpul_mRNA21658	OG0	1	NA	NA	Dpul	TRUE	TRUE	1.7164043	191	Tcas	0.451187955775112	FALSE
Emue_Em0022g519a.t1	OG0	1	NA	NA	Emue	TRUE	TRUE	1.2333093	209	Spolac	0.900997150997151	FALSE
Adig_XM_015914780.1	OG0	1	NA	NA	Adig	TRUE	FALSE	1.4602144	199	Gfas	0.0856852791878173	FALSE
Plespi_Pspi_C593270_01	OG0	1	NA	NA	Plespi	TRUE	TRUE	1.2442658	156	Tetwil	0.238124425375421	FALSE
Rhoesc_Res_017394-T1	OG0	1	NA	NA	Rhoesc	TRUE	FALSE	1.281349	183	Nemnom	0.929907462098838	FALSE
Spis_XP_022807598_1	OG0	1	NA	NA	Spis	TRUE	FALSE	1.418978	198	Pocdam	0.88306299509619	FALSE
Lcom_lcpid132775	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.8720596	203	Hsap	0.00743270389714745	TRUE
Xestes_maker-XT_scaffold2074-augustus-gene-0.5-mRNA-1	OG0	1	NA	NA	Xestes	TRUE	TRUE	1.6873808	196	Halamb	0.544645265713515	FALSE
Hsap_ENST00000296503	OG0	1	NA	NA	Hsap	TRUE	TRUE	1.1975863	209	Clacor	0.0041403785488959	TRUE
Halamb_c12886_g1_i1m.2089	OG0	1	NA	NA	Halamb	TRUE	TRUE	1.3692212	165	Aque	0.785418821096174	FALSE
Nvec_v1g43780	OG0	1	NA	NA	Nvec	TRUE	FALSE	1.2167248	192	Morvir	0.00246538972122132	TRUE
Emue_Em0022g522a.t1	OG0	1	NA	NA	Emue	TRUE	TRUE	1.6847565	470	Spolac	0.900997150997151	FALSE
Scil_scict019234.1	OG0	1	NA	NA	Scil	TRUE	TRUE	1.6108087	179	Lcom	0.171301446051168	FALSE
Gasp_gasp1.m3.26187.m1	OG0	1	NA	NA	Gasp	TRUE	FALSE	1.3751874	200	Fspp	0.781888246628131	FALSE
Xesp_014023-T1	OG0	1	NA	NA	Xesp	TRUE	FALSE	1.5199594	192	Dgig	0.95399216009903	FALSE
Lcom_lcpid110314	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.6108087	179	Scil	0.231820008035356	FALSE
Clacor_Ccor_scaffold14026_01	OG0	1	NA	NA	Clacor	TRUE	TRUE	1.2725611	193	Cscu	0.00208333333333333	TRUE
Leuniv_Lniv_C795338_01	OG0	1	NA	NA	Leuniv	TRUE	FALSE	1.5235546	179	Lcom	0.240418947869555	FALSE
Stycar_maker-SC_scaffold6221-augustus-gene-0.48-mRNA-1	OG0	1	NA	NA	Stycar	TRUE	TRUE	1.7321837	499	Tetwil	0.601032448377581	FALSE
Hsap_ENST00000339872	OG0	1	NA	NA	Hsap	TRUE	TRUE	1.1755139	215	Clacor	0.0041403785488959	TRUE
Plajan_Pjan_scaffold18080_01	OG0	1	NA	NA	Plajan	TRUE	FALSE	1.529125	299	Tetwil	0.0065989847715736	TRUE
Spolac_c106407_g1_i1_m.45086c106407-g1	OG0	1	NA	NA	Spolac	TRUE	TRUE	1.2830188	155	Emue	0.822030141843972	FALSE
Coeast_Cast_sb755607	OG0	1	NA	NA	Coeast	TRUE	FALSE	0.8092285	163	Coemet	0.834557402396598	FALSE
Beraby_Baby_sb340616	OG0	1	NA	NA	Beraby	TRUE	FALSE	0.983552	207	Bolinf	0.206302888824044	FALSE
Horcal_Hcv1.av93.c7.g514.i1	OG0	1	NA	NA	Horcal	TRUE	FALSE	1.249271	190	Pbac	0.865379975874548	FALSE
Drygla_Dgla_sb294173	OG0	1	NA	NA	Drygla	TRUE	FALSE	1.114622	217	Bolinf	0.168329578371419	FALSE
Bolinf_Binf_sb1191812	OG0	1	NA	NA	Bolinf	TRUE	TRUE	1.08691277	156	Drygla	0.0233749599743836	FALSE
Pbac_sb2652563	OG0	1	NA	NA	Pbac	TRUE	FALSE	1.2634179	478	Horcal	0.898232202580029	FALSE
Coemet_Cmet_scaffold9187_01	OG0	1	NA	NA	Coemet	TRUE	FALSE	0.763312399	194	Coeast	0.553218774044627	FALSE
Mertsp_Mesp_sb546386	OG0	1	NA	NA	Mertsp	TRUE	FALSE	0.856898	215	Bolinf	0.747428166016318	FALSE
Bolinf_Binf_sb1193272	OG0	1	NA	NA	Bolinf	TRUE	TRUE	0.856898	219	Mertsp	0.642651296829971	FALSE
Mlei_ML0854.g7.i1	OG0	1	NA	NA	Mlei	TRUE	FALSE	1.4678465	1250	Bolinf	0.278147458078254	FALSE
