gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Cscu_XM_023383794.1	OG0	1	NA	NA	Cscu	TRUE	TRUE	1.4080538	99	Dpul	0.175704989154013	FALSE
Amil_Amillepora06538-RA	OG0	1	NA	NA	Amil	TRUE	FALSE	1.06938258	443	Adig	0.848497074843655	FALSE
Chem_TCONS_00009839	OG0	1	NA	NA	Chem	TRUE	FALSE	1.8346287	542	Hvul	0.648217843701572	FALSE
Pocdam_XM_027181477.1	OG0	1	NA	NA	Pocdam	TRUE	FALSE	0.9652116	493	Spis	0.930586117223445	FALSE
Spis_XP_022781122_1	OG0	1	NA	NA	Spis	TRUE	FALSE	0.9970909	493	Pocdam	0.88306299509619	FALSE
Opea_EP00118_Oscarella_pearsei_P006658	OG0	1	NA	NA	Opea	TRUE	FALSE	1.2515966	478	Ocar	0.626095820591233	FALSE
Xestes_maker-XT_scaffold4737-augustus-gene-0.17-mRNA-1	OG0	1	NA	NA	Xestes	TRUE	FALSE	1.11024	648	Halamb	0.544645265713515	FALSE
Aque_Aqu2.1.43766_001	OG0	1	NA	NA	Aque	TRUE	FALSE	1.1087223	481	Halamb	0.727544910179641	FALSE
Morvir_scaffold492.g7.t1	OG0	1	NA	NA	Morvir	TRUE	FALSE	1.6004417	771	Rhoesc	0.179844652459669	FALSE
Emue_Em0004g999a.t1	OG0	1	NA	NA	Emue	TRUE	TRUE	1.0935398	476	Spolac	0.900997150997151	FALSE
Tadh_TriadT13008	OG0	1	NA	NA	Tadh	TRUE	FALSE	1.6189850061	461	TrH2	0.967782426778243	FALSE
Gfas_gfas1.m1.7002.m1	OG0	1	NA	NA	Gfas	TRUE	FALSE	1.02802877	494	Gasp	0.193523214982442	FALSE
Gracom_Gcom_scaffold18449_01	OG0	1	NA	NA	Gracom	TRUE	FALSE	1.4572512	632	Leuniv	0.368180780643689	FALSE
Hvul_g14510_1	OG0	1	NA	NA	Hvul	TRUE	FALSE	1.8964007	425	Chem	0.740674955595027	FALSE
Dgig_XM_028541901.1	OG0	1	NA	NA	Dgig	TRUE	FALSE	1.272718	512	Xesp	0.893244041756943	FALSE
Xesp_016136-T1	OG0	1	NA	NA	Xesp	TRUE	FALSE	1.483229	503	Dgig	0.95399216009903	FALSE
Nemnom_g8082.t1	OG0	1	NA	NA	Nemnom	TRUE	FALSE	1.60362	531	Rhoesc	0.967415502934629	FALSE
Fspp_ffun1.m4.21152.m1	OG0	1	NA	NA	Fspp	TRUE	FALSE	1.0083036	430	Gasp	0.762288786482335	FALSE
Hhon_g06374.t1	OG0	1	NA	NA	Hhon	TRUE	FALSE	1.66221316	451	HoiH04	0.933318900194847	FALSE
Halamb_c44541_g2_i1m.17643	OG0	1	NA	NA	Halamb	TRUE	FALSE	1.0728373	495	Aque	0.785418821096174	FALSE
Rhoesc_Res_000845-T1	OG0	1	NA	NA	Rhoesc	TRUE	FALSE	1.4686123	552	Nemnom	0.929907462098838	FALSE
