gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Mertsp_Mesp_sb627773	OG0	1	NA	NA	Mertsp	TRUE	TRUE	1.2394597	230	Bolinf	0.747428166016318	FALSE
Aaur_scaffold514.g2.t1	OG0	1	NA	NA	Aaur	TRUE	FALSE	1.8641807	473	Rhoesc	0.629385386441572	FALSE
Sanmal_Sma_018673-T1	OG0	1	NA	NA	Sanmal	TRUE	TRUE	1.9004497	285	Aaur	0.413905265297825	FALSE
Plespi_Pspi_C582122_01	OG0	1	NA	NA	Plespi	TRUE	FALSE	1.6940429	183	Gfas	0.00582286239656758	TRUE
Leuniv_Lniv_C768145_01	OG0	1	NA	NA	Leuniv	TRUE	TRUE	2.4491909	214	Gracom	0.34610806950726	FALSE
Stycar_maker-SC_scaffold102919-snap-gene-0.10-mRNA-1	OG0	1	NA	NA	Stycar	TRUE	TRUE	1.9874791481	205	Spolac	0.143313667649951	FALSE
Cscu_XM_023361458.1	OG0	1	NA	NA	Cscu	TRUE	TRUE	1.7733682	463	Skow	0.0950108459869848	FALSE
Gfas_gfas1.m1.7999.m1	OG0	1	NA	NA	Gfas	TRUE	FALSE	1.5594844	482	Fspp	0.306086617245416	FALSE
Morvir_scaffold3.g164.t1	OG0	1	NA	NA	Morvir	TRUE	FALSE	1.662648	462	Sanmal	0.284405496912966	FALSE
Dpul_mRNA24611	OG0	1	NA	NA	Dpul	TRUE	FALSE	1.774927	465	Skow	0.0348153375676311	FALSE
Pocdam_XM_027201785.1	OG0	1	NA	NA	Pocdam	TRUE	FALSE	1.6844231	476	Spis	0.930586117223445	FALSE
Spolac_c93867_g1_i1_m.9362c90097-g1	OG0	1	NA	NA	Spolac	TRUE	TRUE	2.0672509	123	Emue	0.822030141843972	FALSE
Spolac_c90097_g1_i1_m.6091c90097-g1	OG0	1	NA	NA	Spolac	TRUE	TRUE	1.9979866	111	Emue	0.822030141843972	FALSE
HoiH11_mRNA9697	OG0	1	NA	NA	HoiH11	TRUE	FALSE	1.9584642	264	HoiH23	0.352755905511811	FALSE
Gracom_Gcom_C558270_01	OG0	1	NA	NA	Gracom	TRUE	FALSE	2.1450853	752	Leuniv	0.368180780643689	FALSE
Cscu_XM_023360650.1	OG0	1	NA	NA	Cscu	TRUE	TRUE	2.2747266	455	Tcas	0.196963123644252	FALSE
Lcom_lcpid52223	OG0	1	NA	NA	Lcom	TRUE	FALSE	2.3181094	901	Leuniv	0.296102852551225	FALSE
Nvec_v1g134992	OG0	1	NA	NA	Nvec	TRUE	FALSE	1.8404309	296	Exapal	0.758012516593969	FALSE
Aque_Aqu2.1.15461_001	OG0	1	NA	NA	Aque	TRUE	TRUE	2.10374214	467	Halamb	0.727544910179641	FALSE
Ocar_g7805	OG0	1	NA	NA	Ocar	TRUE	TRUE	1.9207469892	273	Opea	0.956778606965174	FALSE
Ocar_g10027	OG0	1	NA	NA	Ocar	TRUE	TRUE	1.9654316133	291	Opea	0.956778606965174	FALSE
Amil_Amillepora22437-RA	OG0	1	NA	NA	Amil	TRUE	TRUE	1.7486958302	477	Gfas	0.0998587855557797	FALSE
Rhoesc_Res_006311-T1	OG0	1	NA	NA	Rhoesc	TRUE	FALSE	1.9029987	474	Aaur	0.0421342784012601	FALSE
Hsap_ENST00000572919	OG0	1	NA	NA	Hsap	TRUE	FALSE	1.8043312	478	Bralan	0.476932176656151	FALSE
Opea_EP00118_Oscarella_pearsei_P013611	OG0	1	NA	NA	Opea	TRUE	TRUE	1.9207469892	456	Ocar	0.626095820591233	FALSE
Gasp_gasp1.m3.8377.m1	OG0	1	NA	NA	Gasp	TRUE	TRUE	1.59667829	211	Fspp	0.781888246628131	FALSE
HoiH06_mRNA892	OG0	1	NA	NA	HoiH06	TRUE	FALSE	1.9663164	469	HoiH23	0.936170212765957	FALSE
Skow_XM_002735933.2	OG0	1	NA	NA	Skow	TRUE	FALSE	1.7366847	469	Acagra	0.0403940886699507	FALSE
Tadh_TriadT18186	OG0	1	NA	NA	Tadh	TRUE	TRUE	2.0483416209	467	TrH2	0.967782426778243	FALSE
Hvul_g30832_1	OG0	1	NA	NA	Hvul	TRUE	FALSE	1.793682	1150	Chem	0.740674955595027	FALSE
TrH2_TrispH2_005248-RA	OG0	1	NA	NA	TrH2	TRUE	FALSE	2.05441542	467	Tadh	0.951310088714669	FALSE
Scil_scict020045.1	OG0	1	NA	NA	Scil	TRUE	FALSE	2.225274	819	Leuniv	0.348998887652948	FALSE
Fspp_ffun1.m4.8783.m1	OG0	1	NA	NA	Fspp	TRUE	FALSE	1.57063329	481	Gasp	0.762288786482335	FALSE
Leuniv_Lniv_scaffold18729_01	OG0	1	NA	NA	Leuniv	TRUE	TRUE	2.1974568	600	Gracom	0.34610806950726	FALSE
Tcas_TC012506_001	OG0	1	NA	NA	Tcas	TRUE	FALSE	1.9506196	471	Cscu	0.271345029239766	FALSE
HoiH23_PlH23_007347-RA	OG0	1	NA	NA	HoiH23	TRUE	FALSE	1.9662493	469	HoiH06	0.810816368496813	FALSE
