gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Morvir_scaffold156.g20.t1	OG0	70	NA	NA	Morvir	FALSE	FALSE	1.113152	242	Sanmal	0.284405496912966	FALSE
Skow_XM_006814258.1	OG0	70	NA	NA	Skow	FALSE	FALSE	1.243133	199	Spur	0.415566502463054	FALSE
Spur_XM_030988204.1	OG0	70	NA	NA	Spur	FALSE	FALSE	1.4021855	191	Skow	0.591797623610579	FALSE
Acagra_model.g6635.t1	OG0	70	NA	NA	Acagra	FALSE	FALSE	1.826387	631	Cgig	0.684659654693392	FALSE
Aque_Aqu2.1.07477_001	OG0	70	NA	NA	Aque	FALSE	FALSE	3.0075202	103	Xestes	0.173438836612489	FALSE
Spolac_c63201_g1_i1_m.1686c63201-g1	OG0	70	NA	NA	Spolac	FALSE	FALSE	2.408967	164	Emue	0.822030141843972	FALSE
Emue_Em0011g1188a.t1	OG0	70	NA	NA	Emue	FALSE	FALSE	2.263588	143	Spolac	0.900997150997151	FALSE
Xestes_maker-XT_scaffold132587-snap-gene-0.37-mRNA-1	OG0	70	NA	NA	Xestes	FALSE	FALSE	2.4019877	162	Aque	0.293768545994065	FALSE
Aque_Aqu2.1.10593_001	OG0	70	NA	NA	Aque	FALSE	FALSE	2.7594358	102	Xestes	0.173438836612489	FALSE
Cgig_XM_034475387.1	OG0	70	NA	NA	Cgig	FALSE	FALSE	1.946077	352	Acagra	0.698916408668731	FALSE
Stycar_maker-SC_scaffold16497-snap-gene-0.14-mRNA-1	OG0	70	NA	NA	Stycar	FALSE	FALSE	1.3869037	158	Tetwil	0.601032448377581	FALSE
Aque_Aqu2.1.06121_001	OG0	70	NA	NA	Aque	FALSE	FALSE	2.7570597	102	Xestes	0.173438836612489	FALSE
Tetwil_g22407.t1	OG0	70	NA	NA	Tetwil	FALSE	FALSE	1.8413897	157	Stycar	0.561368209255533	FALSE
Aque_Aqu2.1.25406_001	OG0	70	NA	NA	Aque	FALSE	FALSE	2.6376558541	156	Xestes	0.173438836612489	FALSE
Spur_XM_030987752.1	OG0	70	NA	NA	Spur	FALSE	FALSE	1.35419474	191	Skow	0.591797623610579	FALSE
Nemnom_g18431.t1	OG1	70	NA	NA	Nemnom	TRUE	FALSE	0.9328027	168	Rhoesc	0.967415502934629	FALSE
Leuniv_Lniv_scaffold19978_01	OG1	70	NA	NA	Leuniv	TRUE	FALSE	1.8674368	267	Scil	0.363722923113544	FALSE
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA156723	OG1	70	NA	NA	Ctel	TRUE	FALSE	1.330616	221	Cgig	0.263623844186504	FALSE
HoiH23_PlH23_002173-RA	OG1	70	NA	NA	HoiH23	TRUE	TRUE	1.3661408272	188	Hhon	0.119267941599835	FALSE
Spis_XP_022783475_1	OG1	70	NA	NA	Spis	TRUE	FALSE	0.7958254	238	Pocdam	0.88306299509619	FALSE
Plajan_Pjan_scaffold21773_01	OG1	70	NA	NA	Plajan	TRUE	FALSE	1.4720981	311	Opea	0.59010152284264	FALSE
Ocar_g4844	OG1	70	NA	NA	Ocar	TRUE	FALSE	1.2034141	217	Opea	0.956778606965174	FALSE
Gfas_gfas1.m1.17786.m1	OG1	70	NA	NA	Gfas	TRUE	FALSE	0.7506545	237	Amil	0.223761217323449	FALSE
HoiH04_mRNA15118	OG1	70	NA	NA	HoiH04	TRUE	TRUE	2.0194043	185	Hhon	0.926658163265306	FALSE
Clacor_Ccor_C534779_01	OG1	70	NA	NA	Clacor	TRUE	FALSE	1.4282731	239	Scil	0.1515625	FALSE
Amil_Amillepora32887-RA	OG1	70	NA	NA	Amil	TRUE	FALSE	0.81498454	237	Adig	0.848497074843655	FALSE
Xesp_012933-T1	OG1	70	NA	NA	Xesp	TRUE	FALSE	1.7726423	258	Dgig	0.95399216009903	FALSE
Mlei_ML1998.g18.i1	OG1	70	NA	NA	Mlei	TRUE	FALSE	2.5332593	223	Bolinf	0.278147458078254	FALSE
Hhon_g04731.t1	OG1	70	NA	NA	Hhon	TRUE	TRUE	1.3004155202	188	HoiH04	0.933318900194847	FALSE
TrH2_TrispH2_011208-RA	OG1	70	NA	NA	TrH2	TRUE	TRUE	2.0970789	99	Tadh	0.951310088714669	FALSE
HoiH04_mRNA3179	OG1	70	NA	NA	HoiH04	TRUE	TRUE	1.3004155202	188	Hhon	0.926658163265306	FALSE
Dgig_XM_028538233.1	OG1	70	NA	NA	Dgig	TRUE	FALSE	1.5186753	252	Xesp	0.893244041756943	FALSE
Scil_scict008406.1	OG1	70	NA	NA	Scil	TRUE	FALSE	1.7477834	254	Gracom	0.4293659621802	FALSE
TrH2_TrispH2_002190-RA	OG1	70	NA	NA	TrH2	TRUE	TRUE	1.4047587	188	Tadh	0.951310088714669	FALSE
Adig_XM_015899123.1	OG1	70	NA	NA	Adig	TRUE	FALSE	0.8184939	237	Amil	0.86253807106599	FALSE
Tadh_TriadT54819	OG1	70	NA	NA	Tadh	TRUE	TRUE	1.4047587	188	TrH2	0.967782426778243	FALSE
TrH2_TrispH2_004692-RA	OG1	70	NA	NA	TrH2	TRUE	TRUE	2.1309422	118	Tadh	0.951310088714669	FALSE
Lcom_lcpid76230	OG1	70	NA	NA	Lcom	TRUE	FALSE	1.7566371	258	Scil	0.231820008035356	FALSE
Opea_EP00118_Oscarella_pearsei_P000604	OG1	70	NA	NA	Opea	TRUE	FALSE	1.2034141	218	Ocar	0.626095820591233	FALSE
Hhon_g01765.t1	OG1	70	NA	NA	Hhon	TRUE	TRUE	2.0194043	197	HoiH04	0.933318900194847	FALSE
Cgig_XM_011447616.3	OG1	70	NA	NA	Cgig	TRUE	FALSE	1.1269644	222	Acagra	0.698916408668731	FALSE
Pbac_sb2647332	OG1	70	NA	NA	Pbac	TRUE	TRUE	2.88772076	614	Horcal	0.898232202580029	FALSE
Acagra_model.g30530.t1	OG1	70	NA	NA	Acagra	TRUE	FALSE	1.3768964	217	Cgig	0.684659654693392	FALSE
