term	pval	ontology	fg	oe	symbol	size
GO:0002181 | cytoplasmic translation	1e-30	BP	79	6.51815181518152	17	0.902288463552635
GO:0046540 | U4/U6 x U5 tri-snRNP complex	1e-30	CC	47	12.6005361930295	17	1.0489942927047
GO:0071005 | U2-type precatalytic spliceosome	1e-30	CC	48	9.32038834951456	17	0.984598399518502
LSM	1e-30	Pfam	37	35726.96875	17	2.13377509829572
GO:0003735 | structural constituent of ribosome	1.6e-25	MF	68	4.53938584779706	20	0.81055357586207
GO:0005687 | U4 snRNP	1.7e-25	CC	21	23.5955056179775	20	1.17167797968939
GO:0003723 | RNA binding	4.7e-25	MF	237	3.14490445859873	20	0.705412968568967
Proteasome	3.09824210060488e-24	Pfam	23	25381.3214285714	20	2.0986934576148
GO:0022625 | cytosolic large ribosomal subunit	6.2e-24	CC	39	7.91075050709939	20	0.947743471488603
GO:0005685 | U1 snRNP	1.2e-23	CC	25	15.2439024390244	20	1.08770223895345
GO:0034709 | methylosome	3.2e-23	CC	21	19.811320754717	20	1.13882106999702
GO:0140242 | translation at postsynapse	3.8e-23	BP	37	8.09628008752735	20	0.953040148155966
GO:0005654 | nucleoplasm	6.3e-23	CC	364	1.79257362355954	20	0.503464995606385
GO:0140236 | translation at presynapse	1e-22	BP	36	8.18181818181818	20	0.955431747578601
GO:0005686 | U2 snRNP	1.2e-22	CC	27	12.4423963133641	20	1.0463766197266
GO:0071007 | U2-type catalytic step 2 spliceosome	3.2e-22	CC	31	9.77917981072555	20	0.995139403107183
GO:0005689 | U12-type spliceosomal complex	1.1e-21	CC	28	10.9375	20	1.0192733029126
GO:0005688 | U6 snRNP	2e-20	CC	17	22.6666666666667	20	1.16421117413748
GO:0120115 | Lsm2-8 complex	2e-20	CC	17	22.6666666666667	20	1.16421117413748
GO:0034715 | pICln-Sm protein complex	2.3e-20	CC	16	25	20	1.18234513094614
GO:1990446 | U1 snRNP binding	4.9e-19	MF	17	19.7674418604651	20	1.13839820367686
Proteasome_A_N	8.59388583874694e-17	Pfam	14	30899	20	2.11894889611803
GO:0000387 | spliceosomal snRNP assembly	2.6e-16	BP	29	8.57988165680473	20	0.966168358838821
GO:0005682 | U5 snRNP	5.5e-16	CC	19	11.9496855345912	20	1.03795783952547
RRM_1	6.78100725297329e-16	Pfam	38	6451.43956043956	20	1.95183417148884
GO:0051082 | unfolded protein binding	2.9e-15	MF	32	5.60420315236427	20	0.865166960808177
GO:0005730 | nucleolus	3.5e-15	CC	145	2.29394083214681	20	0.600484980584204
GO:0019773 | proteasome core complex, alpha-subunit c...	4.2e-15	CC	14	17.9487179487179	20	1.11983634205528
GO:0071013 | catalytic step 2 spliceosome	2.2e-14	CC	60	7.20288115246098	20	0.926016332996808
GO:0034719 | SMN-Sm protein complex	2.6e-14	CC	18	10.7784431137725	20	1.01614764377807
GO:0000398 | mRNA splicing, via spliceosome	3.2e-14	BP	100	5.08905852417303	20	0.840617300136367
GO:0003743 | translation initiation factor activity	5.6e-14	MF	27	6.08108108108108	20	0.885426899322789
GO:0022627 | cytosolic small ribosomal subunit	1.1e-13	CC	25	6.45994832041344	20	0.900127237479861
GO:0005683 | U7 snRNP	2.1e-13	CC	12	18.75	20	1.12827358032692
GO:1990726 | Lsm1-7-Pat1 complex	4.5e-13	CC	11	20.7547169811321	20	1.14765709842158
GO:0042788 | polysomal ribosome	8.9e-12	CC	20	6.89655172413793	20	0.915768528485788
GO:0005662 | DNA replication factor A complex	2.2e-11	CC	14	10.6870229007634	20	1.01432575636354
GO:0006298 | mismatch repair	5.4e-11	BP	18	7.14285714285714	20	0.924051927286428
GO:0048026 | positive regulation of mRNA splicing, vi...	2.7e-10	BP	15	8.19672131147541	20	0.955845264321193
GO:1900264 | positive regulation of DNA-directed DNA ...	3e-10	BP	13	10	20	1
Cpn60_TCP1	7.96101663198545e-10	Pfam	12	13992	20	2.03614336343751
GO:0006457 | protein folding	1.9e-09	BP	43	3.73588184187663	20	0.756566673829739
GO:0048025 | negative regulation of mRNA splicing, vi...	3.1e-09	BP	12	9.44881889763779	20	0.987612031666113
GO:0005832 | chaperonin-containing T-complex	6.9e-09	CC	10	11.6279069767442	20	1.03223134459114
GO:0070652 | HAUS complex	6.9e-09	CC	10	11.6279069767442	20	1.03223134459114
GO:0031390 | Ctf18 RFC-like complex	6.9e-09	CC	10	11.6279069767442	20	1.03223134459114
