GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0007189	adenylate cyclase-activating G protein-c...	133	14	0.52	1.3e-17	1.60121e-13	BP
GO:0007186	G protein-coupled receptor signaling pat...	554	27	2.17	2.2e-09	1.35487e-05	BP
GO:0007190	activation of adenylate cyclase activity	44	6	0.17	1.4e-08	5.74793333333333e-05	BP
GO:0007200	phospholipase C-activating G protein-cou...	79	8	0.31	3.1e-08	9.545675e-05	BP
GO:0007166	cell surface receptor signaling pathway	1020	17	4	4.2e-07	0.001034628	BP
GO:0009755	hormone-mediated signaling pathway	105	6	0.41	2.6e-06	0.00533736666666667	BP
GO:1904588	cellular response to glycoprotein	29	4	0.11	4.2e-06	0.00574793333333333	BP
GO:1905229	cellular response to thyrotropin-releasi...	29	4	0.11	4.2e-06	0.00574793333333333	BP
GO:0038194	thyroid-stimulating hormone signaling pa...	29	4	0.11	4.2e-06	0.00574793333333333	BP
GO:0008284	positive regulation of cell population p...	393	11	1.54	5.1e-06	0.00628167	BP
GO:0040018	positive regulation of multicellular org...	70	5	0.27	6.6e-06	0.0073902	BP
GO:0071542	dopaminergic neuron differentiation	38	4	0.15	1.3e-05	0.012317	BP
GO:0090103	cochlea morphogenesis	38	4	0.15	1.3e-05	0.012317	BP
GO:0060122	inner ear receptor cell stereocilium org...	49	4	0.19	3.6e-05	0.0316722857142857	BP
GO:0007202	activation of phospholipase C activity	19	3	0.07	5e-05	0.0410566666666667	BP
GO:0007193	adenylate cyclase-inhibiting G protein-c...	57	4	0.22	6.5e-05	0.0499925294117647	BP
GO:0002076	osteoblast development	21	3	0.08	6.9e-05	0.0499925294117647	BP
GO:0060732	positive regulation of inositol phosphat...	25	3	0.1	0.00012	0.0777915789473684	BP
GO:0008344	adult locomotory behavior	67	4	0.26	0.00012	0.0777915789473684	BP
GO:0007187	G protein-coupled receptor signaling pat...	28	3	0.11	0.00017	0.1046945	BP
GO:0030183	B cell differentiation	77	4	0.3	0.00021	0.1083896	BP
GO:0060490	lateral sprouting involved in lung morph...	6	2	0.02	0.00022	0.1083896	BP
GO:0048105	establishment of body hair planar orient...	6	2	0.02	0.00022	0.1083896	BP
GO:0060488	orthogonal dichotomous subdivision of te...	6	2	0.02	0.00022	0.1083896	BP
GO:0060489	planar dichotomous subdivision of termin...	6	2	0.02	0.00022	0.1083896	BP
GO:0120162	positive regulation of cold-induced ther...	81	4	0.32	0.00026	0.12317	BP
GO:0071673	positive regulation of smooth muscle cel...	7	2	0.03	0.00031	0.131664482758621	BP
GO:0090251	protein localization involved in establi...	7	2	0.03	0.00031	0.131664482758621	BP
GO:1904566	cellular response to 1-oleoyl-sn-glycero...	7	2	0.03	0.00031	0.131664482758621	BP
GO:0090179	planar cell polarity pathway involved in...	8	2	0.03	0.00041	0.168332333333333	BP
GO:0048469	cell maturation	95	4	0.37	0.00048	0.188377647058824	BP
GO:0045453	bone resorption	41	3	0.16	0.00052	0.188377647058824	BP
GO:0098693	regulation of synaptic vesicle cycle	9	2	0.04	0.00052	0.188377647058824	BP
GO:0045176	apical protein localization	9	2	0.04	0.00052	0.188377647058824	BP
GO:0030282	bone mineralization	44	3	0.17	0.00064	0.222390277777778	BP
GO:0097475	motor neuron migration	10	2	0.04	0.00065	0.222390277777778	BP
GO:0002062	chondrocyte differentiation	46	3	0.18	0.00073	0.243011081081081	BP
GO:0007204	positive regulation of cytosolic calcium...	147	6	0.58	0.00094	0.288398048780488	BP
GO:0090290	positive regulation of osteoclast prolif...	12	2	0.05	0.00096	0.288398048780488	BP
GO:0032060	bleb assembly	12	2	0.05	0.00096	0.288398048780488	BP
GO:0031989	bombesin receptor signaling pathway	12	2	0.05	0.00096	0.288398048780488	BP
GO:0032715	negative regulation of interleukin-6 pro...	53	3	0.21	0.00111	0.321921590909091	BP
GO:1903942	positive regulation of respiratory gaseo...	13	2	0.05	0.00113	0.321921590909091	BP
GO:0002250	adaptive immune response	120	4	0.47	0.00115	0.321921590909091	BP
GO:0001942	hair follicle development	58	3	0.23	0.00145	0.396881111111111	BP
GO:0099149	regulation of postsynaptic neurotransmit...	15	2	0.06	0.00151	0.404318913043478	BP
GO:0009593	detection of chemical stimulus	16	2	0.06	0.00172	0.441359166666667	BP
GO:0043951	negative regulation of cAMP-mediated sig...	16	2	0.06	0.00172	0.441359166666667	BP
GO:0035025	positive regulation of Rho protein signa...	19	2	0.07	0.00243	0.5986062	BP
GO:0007156	homophilic cell adhesion via plasma memb...	19	2	0.07	0.00243	0.5986062	BP
GO:0140374	antiviral innate immune response	20	2	0.08	0.0027	0.639536538461538	BP
GO:0032727	positive regulation of interferon-alpha ...	20	2	0.08	0.0027	0.639536538461538	BP
GO:0051482	positive regulation of cytosolic calcium...	25	2	0.1	0.00421	0.978388113207547	BP
GO:0051496	positive regulation of stress fiber asse...	27	2	0.11	0.0049	1	BP
GO:0040012	regulation of locomotion	460	8	1.8	0.00514	1	BP
GO:0006821	chloride transport	30	2	0.12	0.00603	1	BP
GO:0008285	negative regulation of cell population p...	309	5	1.21	0.00643	1	BP
GO:0060999	positive regulation of dendritic spine d...	34	2	0.13	0.0077	1	BP
GO:0007626	locomotory behavior	188	7	0.74	0.00786	1	BP
GO:0042472	inner ear morphogenesis	78	6	0.31	0.00806	1	BP
GO:0007266	Rho protein signal transduction	57	4	0.22	0.00839	1	BP
GO:0005513	detection of calcium ion	3	1	0.01	0.01171	1	BP
GO:0032782	bile acid secretion	3	1	0.01	0.01171	1	BP
GO:0007188	adenylate cyclase-modulating G protein-c...	183	16	0.72	0.01395	1	BP
GO:0009994	oocyte differentiation	49	2	0.19	0.01556	1	BP
GO:0050912	detection of chemical stimulus involved ...	4	1	0.02	0.01558	1	BP
GO:0001582	detection of chemical stimulus involved ...	4	1	0.02	0.01558	1	BP
GO:0008360	regulation of cell shape	53	2	0.21	0.01806	1	BP
GO:0050916	sensory perception of sweet taste	5	1	0.02	0.01944	1	BP
GO:0043410	positive regulation of MAPK cascade	149	3	0.58	0.01995	1	BP
GO:0002430	complement receptor mediated signaling p...	6	1	0.02	0.02328	1	BP
GO:0050926	regulation of positive chemotaxis	6	1	0.02	0.02328	1	BP
GO:0050927	positive regulation of positive chemotax...	6	1	0.02	0.02328	1	BP
GO:0019236	response to pheromone	6	1	0.02	0.02328	1	BP
GO:0009952	anterior/posterior pattern specification	65	2	0.25	0.02648	1	BP
GO:0010977	negative regulation of neuron projection...	69	2	0.27	0.02958	1	BP
GO:0050917	sensory perception of umami taste	8	1	0.03	0.03092	1	BP
GO:0048477	oogenesis	73	2	0.29	0.03282	1	BP
GO:0050918	positive chemotaxis	10	1	0.04	0.03851	1	BP
GO:0097354	prenylation	11	1	0.04	0.04228	1	BP
GO:0050907	detection of chemical stimulus involved ...	11	1	0.04	0.04228	1	BP
GO:0018342	protein prenylation	11	1	0.04	0.04228	1	BP
GO:1902476	chloride transmembrane transport	11	1	0.04	0.04228	1	BP
GO:0032781	positive regulation of ATPase activity	11	1	0.04	0.04228	1	BP
GO:0031345	negative regulation of cell projection o...	84	2	0.33	0.0424	1	BP
GO:0030036	actin cytoskeleton organization	262	5	1.03	0.05362	1	BP
GO:0007292	female gamete generation	97	2	0.38	0.0549	1	BP
GO:0043408	regulation of MAPK cascade	231	3	0.9	0.06049	1	BP
GO:0042060	wound healing	103	2	0.4	0.06106	1	BP
GO:0050796	regulation of insulin secretion	103	2	0.4	0.06106	1	BP
GO:0043949	regulation of cAMP-mediated signaling	34	3	0.13	0.064	1	BP
GO:0043462	regulation of ATPase activity	17	1	0.07	0.06461	1	BP
GO:0001556	oocyte maturation	17	1	0.07	0.06461	1	BP
GO:0030029	actin filament-based process	281	5	1.1	0.06474	1	BP
GO:0090280	positive regulation of calcium ion impor...	18	1	0.07	0.06828	1	BP
GO:0043950	positive regulation of cAMP-mediated sig...	18	1	0.07	0.06828	1	BP
GO:0003002	regionalization	111	2	0.43	0.06962	1	BP
GO:0032956	regulation of actin cytoskeleton organiz...	147	4	0.58	0.07109	1	BP
GO:0007218	neuropeptide signaling pathway	19	1	0.07	0.07194	1	BP
GO:0000165	MAPK cascade	250	3	0.98	0.07307	1	BP
GO:0048662	negative regulation of smooth muscle cel...	20	1	0.08	0.07558	1	BP
GO:1904347	regulation of small intestine smooth mus...	21	1	0.08	0.07921	1	BP
GO:1904349	positive regulation of small intestine s...	21	1	0.08	0.07921	1	BP
GO:1904304	regulation of gastro-intestinal system s...	21	1	0.08	0.07921	1	BP
GO:1904306	positive regulation of gastro-intestinal...	21	1	0.08	0.07921	1	BP
GO:0048016	inositol phosphate-mediated signaling	21	1	0.08	0.07921	1	BP
GO:0043133	hindgut contraction	21	1	0.08	0.07921	1	BP
GO:0043134	regulation of hindgut contraction	21	1	0.08	0.07921	1	BP
GO:0036321	ghrelin secretion	21	1	0.08	0.07921	1	BP
GO:2000110	negative regulation of macrophage apopto...	21	1	0.08	0.07921	1	BP
GO:0120054	intestinal motility	21	1	0.08	0.07921	1	BP
GO:0120055	small intestinal transit	21	1	0.08	0.07921	1	BP
GO:0120057	regulation of small intestinal transit	21	1	0.08	0.07921	1	BP
GO:0120058	positive regulation of small intestinal ...	21	1	0.08	0.07921	1	BP
GO:0050909	sensory perception of taste	21	1	0.08	0.07921	1	BP
GO:0019933	cAMP-mediated signaling	39	3	0.15	0.08106	1	BP
GO:0008343	adult feeding behavior	22	1	0.09	0.08283	1	BP
GO:0098661	inorganic anion transmembrane transport	22	1	0.09	0.08283	1	BP
GO:2001013	epithelial cell proliferation involved i...	22	1	0.09	0.08283	1	BP
GO:0032100	positive regulation of appetite	22	1	0.09	0.08283	1	BP
GO:0032106	positive regulation of response to extra...	22	1	0.09	0.08283	1	BP
GO:0032109	positive regulation of response to nutri...	22	1	0.09	0.08283	1	BP
GO:0032097	positive regulation of response to food	22	1	0.09	0.08283	1	BP
GO:1990770	small intestine smooth muscle contractio...	22	1	0.09	0.08283	1	BP
GO:0090327	negative regulation of locomotion involv...	22	1	0.09	0.08283	1	BP
GO:0001701	in utero embryonic development	264	3	1.03	0.08304	1	BP
GO:0032970	regulation of actin filament-based proce...	160	4	0.63	0.08491	1	BP
GO:1905564	positive regulation of vascular endothel...	23	1	0.09	0.08643	1	BP
GO:1904000	positive regulation of eating behavior	23	1	0.09	0.08643	1	BP
GO:1905333	regulation of gastric motility	23	1	0.09	0.08643	1	BP
GO:2000109	regulation of macrophage apoptotic proce...	23	1	0.09	0.08643	1	BP
GO:0071888	macrophage apoptotic process	23	1	0.09	0.08643	1	BP
GO:0090325	regulation of locomotion involved in loc...	23	1	0.09	0.08643	1	BP
GO:0035482	gastric motility	23	1	0.09	0.08643	1	BP
GO:1903672	positive regulation of sprouting angioge...	24	1	0.09	0.09002	1	BP
GO:0043568	positive regulation of insulin-like grow...	24	1	0.09	0.09002	1	BP
GO:0090279	regulation of calcium ion import	24	1	0.09	0.09002	1	BP
GO:0031987	locomotion involved in locomotory behavi...	24	1	0.09	0.09002	1	BP
GO:0009611	response to wounding	129	2	0.51	0.09021	1	BP
GO:0090276	regulation of peptide hormone secretion	131	2	0.51	0.0926	1	BP
GO:0030073	insulin secretion	131	2	0.51	0.0926	1	BP
GO:1905562	regulation of vascular endothelial cell ...	25	1	0.1	0.0936	1	BP
GO:1903998	regulation of eating behavior	25	1	0.1	0.0936	1	BP
GO:0010700	negative regulation of norepinephrine se...	25	1	0.1	0.0936	1	BP
GO:0032691	negative regulation of interleukin-1 bet...	25	1	0.1	0.0936	1	BP
GO:0002791	regulation of peptide secretion	134	2	0.52	0.09622	1	BP
GO:0006925	inflammatory cell apoptotic process	26	1	0.1	0.09716	1	BP
GO:0032105	negative regulation of response to extra...	26	1	0.1	0.09716	1	BP
GO:0032108	negative regulation of response to nutri...	26	1	0.1	0.09716	1	BP
GO:0032096	negative regulation of response to food	26	1	0.1	0.09716	1	BP
GO:0032099	negative regulation of appetite	26	1	0.1	0.09716	1	BP
GO:0032692	negative regulation of interleukin-1 pro...	26	1	0.1	0.09716	1	BP
GO:0022604	regulation of cell morphogenesis	136	2	0.53	0.09865	1	BP
GO:0090087	regulation of peptide transport	136	2	0.53	0.09865	1	BP
GO:0043567	regulation of insulin-like growth factor...	27	1	0.11	0.10071	1	BP
GO:0033033	negative regulation of myeloid cell apop...	27	1	0.11	0.10071	1	BP
GO:0048599	oocyte development	28	1	0.11	0.10424	1	BP
GO:0060456	positive regulation of digestive system ...	28	1	0.11	0.10424	1	BP
GO:1903670	regulation of sprouting angiogenesis	28	1	0.11	0.10424	1	BP
GO:0032095	regulation of response to food	28	1	0.11	0.10424	1	BP
GO:0032098	regulation of appetite	28	1	0.11	0.10424	1	BP
GO:0019932	second-messenger-mediated signaling	169	4	0.66	0.10736	1	BP
GO:0101023	vascular endothelial cell proliferation	29	1	0.11	0.10776	1	BP
GO:0050921	positive regulation of chemotaxis	39	3	0.15	0.1109	1	BP
GO:0046697	decidualization	30	1	0.12	0.11127	1	BP
GO:2000253	positive regulation of feeding behavior	30	1	0.12	0.11127	1	BP
GO:0006816	calcium ion transport	147	2	0.58	0.11236	1	BP
GO:0032104	regulation of response to extracellular ...	31	1	0.12	0.11477	1	BP
GO:0032107	regulation of response to nutrient level...	31	1	0.12	0.11477	1	BP
GO:0032651	regulation of interleukin-1 beta product...	31	1	0.12	0.11477	1	BP
GO:0032611	interleukin-1 beta production	31	1	0.12	0.11477	1	BP
GO:0050708	regulation of protein secretion	149	2	0.58	0.1149	1	BP
GO:0035239	tube morphogenesis	335	5	1.31	0.11558	1	BP
GO:0032094	response to food	32	1	0.13	0.11825	1	BP
GO:0033032	regulation of myeloid cell apoptotic pro...	32	1	0.13	0.11825	1	BP
GO:0007281	germ cell development	154	2	0.6	0.12133	1	BP
GO:0060562	epithelial tube morphogenesis	173	4	0.68	0.12146	1	BP
GO:0098696	regulation of neurotransmitter receptor ...	33	1	0.13	0.12172	1	BP
GO:0051969	regulation of transmission of nerve impu...	33	1	0.13	0.12172	1	BP
GO:0048839	inner ear development	129	7	0.51	0.12514	1	BP
GO:0001893	maternal placenta development	34	1	0.13	0.12517	1	BP
GO:0033028	myeloid cell apoptotic process	34	1	0.13	0.12517	1	BP
GO:0032652	regulation of interleukin-1 production	34	1	0.13	0.12517	1	BP
GO:0032612	interleukin-1 production	34	1	0.13	0.12517	1	BP
GO:0007389	pattern specification process	158	2	0.62	0.12654	1	BP
GO:1902683	regulation of receptor localization to s...	35	1	0.14	0.12861	1	BP
GO:1902473	regulation of protein localization to sy...	35	1	0.14	0.12861	1	BP
GO:0048521	negative regulation of behavior	36	1	0.14	0.13204	1	BP
GO:0099645	neurotransmitter receptor localization t...	36	1	0.14	0.13204	1	BP
GO:0044058	regulation of digestive system process	36	1	0.14	0.13204	1	BP
GO:0099633	protein localization to postsynaptic spe...	36	1	0.14	0.13204	1	BP
GO:0046546	development of primary male sexual chara...	37	1	0.14	0.13546	1	BP
GO:0008584	male gonad development	37	1	0.14	0.13546	1	BP
GO:0070509	calcium ion import	38	1	0.15	0.13886	1	BP
GO:0042311	vasodilation	38	1	0.15	0.13886	1	BP
GO:0048009	insulin-like growth factor receptor sign...	38	1	0.15	0.13886	1	BP
GO:0019935	cyclic-nucleotide-mediated signaling	57	3	0.22	0.14004	1	BP
GO:0032024	positive regulation of insulin secretion	39	1	0.15	0.14225	1	BP
GO:0060259	regulation of feeding behavior	40	1	0.16	0.14563	1	BP
GO:0060135	maternal process involved in female preg...	41	1	0.16	0.14899	1	BP
GO:0032720	negative regulation of tumor necrosis fa...	42	1	0.16	0.15234	1	BP
GO:1903556	negative regulation of tumor necrosis fa...	42	1	0.16	0.15234	1	BP
GO:0022603	regulation of anatomical structure morph...	381	5	1.49	0.15393	1	BP
GO:0030534	adult behavior	116	5	0.45	0.15518	1	BP
GO:0015718	monocarboxylic acid transport	43	1	0.17	0.15568	1	BP
GO:2000107	negative regulation of leukocyte apoptot...	43	1	0.17	0.15568	1	BP
GO:0033604	negative regulation of catecholamine sec...	43	1	0.17	0.15568	1	BP
GO:0032103	positive regulation of response to exter...	200	4	0.78	0.15642	1	BP
GO:0099170	postsynaptic modulation of chemical syna...	44	1	0.17	0.15901	1	BP
GO:0061333	renal tubule morphogenesis	44	1	0.17	0.15901	1	BP
GO:0051592	response to calcium ion	44	1	0.17	0.15901	1	BP
GO:0051953	negative regulation of amine transport	44	1	0.17	0.15901	1	BP
GO:0046717	acid secretion	44	1	0.17	0.15901	1	BP
GO:0043583	ear development	142	7	0.56	0.16074	1	BP
GO:0060123	regulation of growth hormone secretion	45	1	0.18	0.16232	1	BP
GO:0002040	sprouting angiogenesis	45	1	0.18	0.16232	1	BP
GO:0043009	chordate embryonic development	391	5	1.53	0.16278	1	BP
GO:0051493	regulation of cytoskeleton organization	225	4	0.88	0.16354	1	BP
GO:0045907	positive regulation of vasoconstriction	46	1	0.18	0.16562	1	BP
GO:1903539	protein localization to postsynaptic mem...	46	1	0.18	0.16562	1	BP
GO:0030252	growth hormone secretion	46	1	0.18	0.16562	1	BP
GO:0046661	male sex differentiation	46	1	0.18	0.16562	1	BP
GO:0009967	positive regulation of signal transducti...	609	6	2.39	0.16618	1	BP
GO:0009792	embryo development ending in birth or eg...	397	5	1.56	0.16816	1	BP
