term	pval	ontology	fg	oe	symbol	size
7tm_1	1.12393381808108e-12	Pfam	37	773.258708150152	20	1.6995072284532
VWC	4.00189404352135e-11	Pfam	5	34332.2222222222	20	2.12971874080135
GO:0016920 | pyroglutamyl-peptidase activity	4.8e-11	MF	4	400	20	1.61309019937757
Peptidase_C15	1.0222722826433e-10	Pfam	4	61798	20	2.18882946344017
c-SKI_SMAD_bind	7.08429589660939e-09	Pfam	4	30899	20	2.11894889611803
Ski_Sno	4.95949573658176e-08	Pfam	4	20599.3333333333	20	2.07698174409505
7tm_3	4.43183804870959e-07	Pfam	10	1647.94666666667	20	1.79358388493431
B12D	6.43322248812508e-07	Pfam	3	30899	20	2.11894889611803
HMA	1.03302969677913e-06	Pfam	4	10299.6666666667	20	2.00320322724384
GO:1904960 | positive regulation of cytochrome-c oxid...	3.4e-06	BP	3	100	20	1.4142135623731
GO:0004930 | G protein-coupled receptor activity	7.2e-06	MF	27	5.30451866404715	20	0.85126140628025
Hydrolase	7.70092779576373e-06	Pfam	4	6338.25641025641	20	1.94986404765185
GO:0005886 | plasma membrane	8.4e-06	CC	39	1.89965903555772	20	0.527897393113385
VWD	9.43421115292582e-06	Pfam	4	6029.07317073171	20	1.94428664415307
ANF_receptor	1.66627944992521e-05	Pfam	9	1238.71269487751	20	1.75868433451253
E1-E2_ATPase	3.29548148472527e-05	Pfam	4	4414.14285714286	20	1.90914807816092
GO:0009609 | response to symbiotic bacterium	3.8e-05	BP	2	200	20	1.51691463031509
GO:0008188 | neuropeptide receptor activity	4.2e-05	MF	9	11.1111111111111	20	1.02262284864004
GO:0030514 | negative regulation of BMP signaling pat...	6e-05	BP	4	19.047619047619	20	1.13130044488369
Tfb4	6.1024260447147e-05	Pfam	2	30899	20	2.11894889611803
GO:0007186 | G protein-coupled receptor signaling pat...	8.2e-05	BP	25	4.32525951557093	20	0.797503711747794
HNOBA	0.00010399552935046	Pfam	4	3295.89333333333	20	1.87562606826629
GO:0001835 | blastocyst hatching	0.00013	BP	4	15.3846153846154	20	1.08953505834239
NIT	0.000180154865569728	Pfam	3	5452.76470588235	20	1.93303304619998
GO:0000438 | core TFIIH complex portion of holo TFIIH...	0.00019	CC	2	100	20	1.4142135623731
GO:0005751 | mitochondrial respiratory chain complex ...	2e-04	CC	3	27.2727272727273	20	1.1982189155415
GSHPx	0.000282380979400171	Pfam	2	15449.5	20	2.04668376372507
GO:0004984 | olfactory receptor activity	0.00032	MF	5	8.47457627118644	20	0.963388806606074
GO:0046332 | SMAD binding	0.00035	MF	4	12.1212121212121	20	1.04093518119529
GO:0090290 | positive regulation of osteoclast prolif...	0.00037	BP	3	21.4285714285714	20	1.15368679416964
GO:0031989 | bombesin receptor signaling pathway	0.00037	BP	3	21.4285714285714	20	1.15368679416964
GO:1903942 | positive regulation of respiratory gaseo...	0.00041	BP	3	21.4285714285714	20	1.15368679416964
EF-hand_2	0.000451912535566046	Pfam	2	12359.6	20	2.02287034079987
EF-hand_3	0.000451912535566046	Pfam	2	12359.6	20	2.02287034079987
GO:0004946 | bombesin receptor activity	0.00049	MF	3	20	20	1.14062701864544
Guanylate_cyc	0.000553111926599661	Pfam	4	2130.96551724138	20	1.82443865945798
GO:1904743 | negative regulation of telomeric DNA bin...	0.00056	BP	2	50	20	1.30344543588752
GO:0000981 | DNA-binding transcription factor activit...	0.00058	MF	8	4.27807486631016	20	0.794511409896324
GO:1904908 | negative regulation of maintenance of mi...	0.00065	BP	2	50	20	1.30344543588752
FAM124	0.00066001105436317	Pfam	2	10299.6666666667	20	2.00320322724384
GO:0002862 | negative regulation of inflammatory resp...	0.00074	BP	2	50	20	1.30344543588752
GO:0140374 | antiviral innate immune response	0.00133	BP	3	13.6363636363636	20	1.06522231196002
GO:0051954 | positive regulation of amine transport	0.00135	BP	5	6.17283950617284	20	0.889092225507213
GO:0007218 | neuropeptide signaling pathway	0.00151	BP	3	13.0434782608696	20	1.05612187682202
GO:0071392 | cellular response to estradiol stimulus	0.00155	BP	2	33.3333333333333	20	1.2340497337143
GO:0032727 | positive regulation of interferon-alpha ...	0.00167	BP	3	13.0434782608696	20	1.05612187682202
Forkhead	0.00184605925337821	Pfam	3	2471.92	20	1.84201911264562
GO:0016941 | natriuretic peptide receptor activity	0.00221	MF	2	28.5714285714286	20	1.20662005438735
GO:0008235 | metalloexopeptidase activity	0.00227	MF	4	7.27272727272727	20	0.928276522289408
GO:0002462 | tolerance induction to nonself antigen	0.00253	BP	1	Inf	20	2.23606797749979
GO:0072126 | positive regulation of glomerular mesang...	0.00253	BP	1	Inf	20	2.23606797749979
GO:0004876 | complement component C3a receptor activi...	0.00268	MF	1	Inf	20	2.23606797749979
GO:0010813 | neuropeptide catabolic process	0.0028	BP	2	25	20	1.18234513094614
GO:0051930 | regulation of sensory perception of pain	0.00284	BP	3	10.7142857142857	20	1.01487103780601
GO:0005747 | mitochondrial respiratory chain complex ...	0.00306	CC	3	10.3448275862069	20	1.00733472928352
bZIP_2	0.00315554697810479	Pfam	2	4753.69230769231	20	1.91755862171589
GO:0002002 | regulation of angiotensin levels in bloo...	0.00337	BP	2	22.2222222222222	20	1.16051173463462
GO:0051966 | regulation of synaptic transmission, glu...	0.00341	BP	4	6.55737704918033	20	0.903731241197954
GO:0035841 | new growing cell tip	0.00346	CC	2	22.2222222222222	20	1.16051173463462
GO:0007168 | receptor guanylyl cyclase signaling path...	0.00377	BP	2	22.2222222222222	20	1.16051173463462
CarboxypepD_reg	0.00391721156970912	Pfam	2	4261.93103448276	20	1.90515259698241
