annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
7tm_1	25	750	103	15396	1.59930526253386e-11	8.47631789142948e-10
LRR_8	9	158	103	15396	1.10746911317102e-06	2.9347931499032e-05
7tm_3	6	90	103	15396	3.05980370637689e-05	0.000540565321459918
ANF_receptor	6	111	103	15396	9.93773344657468e-05	0.00131674968167114
LRR_5	3	16	103	15396	0.000152854370444242	0.00162025632670896
Homeodomain	3	34	103	15396	0.00149668202079083	0.0132206911836524
CCDC74_C	1	1	103	15396	0.00669004936347106	0.0354572616263966
DUF773	1	1	103	15396	0.00669004936347106	0.0354572616263966
Lebercilin	1	1	103	15396	0.00669004936347106	0.0354572616263966
SPO22	1	1	103	15396	0.00669004936347106	0.0354572616263966
CCDC92	1	2	103	15396	0.0133357736191099	0.0471197334541882
DAN	1	2	103	15396	0.0133357736191099	0.0471197334541882
Kunitz_BPTI	1	2	103	15396	0.0133357736191099	0.0471197334541882
PAH	1	2	103	15396	0.0133357736191099	0.0471197334541882
SIX1_SD	1	2	103	15396	0.0133357736191099	0.0471197334541882
7tm_2	3	81	103	15396	0.0170231612359002	0.0556150299970589
Clathrin_H_link	1	3	103	15396	0.0199374635838513	0.0556150299970589
SAC3_GANP	1	3	103	15396	0.0199374635838513	0.0556150299970589
TSNAXIP1_N	1	3	103	15396	0.0199374635838513	0.0556150299970589
DUF4440	1	4	103	15396	0.0264954081853496	0.0668693635154061
Kelch_6	1	4	103	15396	0.0264954081853496	0.0668693635154061
PAP2	1	5	103	15396	0.0330098944741304	0.0760662785708222
Rap_GAP	1	5	103	15396	0.0330098944741304	0.0760662785708222
Astacin	1	7	103	15396	0.0459096310023646	0.0973284177250129
HNOB	1	7	103	15396	0.0459096310023646	0.0973284177250129
LRR_1	1	9	103	15396	0.0586389324870895	0.115106052659842
Na_Ca_ex	1	9	103	15396	0.0586389324870895	0.115106052659842
Kelch_4	1	10	103	15396	0.0649403681115666	0.122922839639751
Ank_2	3	162	103	15396	0.0947553588735265	0.163832203321
EF-hand_5	1	15	103	15396	0.0958263830745472	0.163832203321
Laminin_G_3	1	14	103	15396	0.0897310965673587	0.163832203321
zf-C3HC4_3	1	16	103	15396	0.101881248333199	0.168740817551861
HNOBA	1	19	103	15396	0.119805962450234	0.18142045742464
IgGFc_binding	1	18	103	15396	0.113870775159391	0.18142045742464
Kelch_1	1	19	103	15396	0.119805962450234	0.18142045742464
GAIN	1	22	103	15396	0.137376338391785	0.202248498187906
LRR_6	1	26	103	15396	0.16026428453273	0.223526502111439
NCD3G	1	26	103	15396	0.16026428453273	0.223526502111439
Guanylate_cyc	1	28	103	15396	0.171481690363785	0.233039220237964
HLH	1	29	103	15396	0.177034617608223	0.234570868330896
Abhydrolase_1	1	31	103	15396	0.188030140033236	0.24306335175028
Ank	1	39	103	15396	0.230576152327099	0.290965144603245
Lectin_C	1	43	103	15396	0.251013606715921	0.309388864091717
fn3	1	50	103	15396	0.285493685819254	0.34389012155501
GPS	1	54	103	15396	0.304485887519334	0.350820696489667
Ig_3	1	54	103	15396	0.304485887519334	0.350820696489667
EF-hand_7	1	59	103	15396	0.327524469635053	0.36933610405655
adh_short	1	67	103	15396	0.362824023677492	0.392442311324635
TPR_10	1	67	103	15396	0.362824023677492	0.392442311324635
Ion_trans	1	71	103	15396	0.379779312703992	0.394672619084541
TPR_8	1	71	103	15396	0.379779312703992	0.394672619084541
TPR_12	1	155	103	15396	0.648553655532866	0.66102584121619
Pkinase	1	179	103	15396	0.701374856725484	0.701374856725484
