annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
ECH_1	11	14	1098	14971	9.33204513784281e-11	6.46710728052506e-08
Mito_carr	12	34	1098	14971	2.74841987793634e-06	0.000952327487704942
Acyl-CoA_dh_N	8	16	1098	14971	6.16894709684036e-06	0.00142502677937012
Acyl-CoA_dh_M	10	27	1098	14971	1.14942317145584e-05	0.00199137564454725
Acyl-CoA_dh_1	8	20	1098	14971	4.62994796271513e-05	0.00641710787632317
2-oxoacid_dh	4	5	1098	14971	0.000135520870887775	0.0104351070583587
ATP-synt_C	4	5	1098	14971	0.000135520870887775	0.0104351070583587
Iso_dh	4	5	1098	14971	0.000135520870887775	0.0104351070583587
Ligase_CoA	4	5	1098	14971	0.000135520870887775	0.0104351070583587
Acyltransf_C	3	3	1098	14971	0.00039350850448502	0.0151500774226733
adh_short	14	68	1098	14971	0.000349762378508318	0.0151500774226733
Bax1-I	4	6	1098	14971	0.000382848955557081	0.0151500774226733
E3_binding	3	3	1098	14971	0.00039350850448502	0.0151500774226733
FAA_hydrolase	3	3	1098	14971	0.00039350850448502	0.0151500774226733
L51_S25_CI-B8	3	3	1098	14971	0.00039350850448502	0.0151500774226733
Thiolase_C	4	6	1098	14971	0.000382848955557081	0.0151500774226733
Thiolase_N	4	6	1098	14971	0.000382848955557081	0.0151500774226733
Tim17	3	3	1098	14971	0.00039350850448502	0.0151500774226733
Ras	14	71	1098	14971	0.000556047339618162	0.0202810950713361
Acyltransferase	5	11	1098	14971	0.000668162135566574	0.0231518179973818
Biotin_lipoyl	4	7	1098	14971	0.000841343825246083	0.0277643462331207
Abhydrolase_1	8	31	1098	14971	0.00140449821440064	0.0332566545406601
Aldolase_II	3	4	1098	14971	0.00148767141523876	0.0332566545406601
ASC	5	12	1098	14971	0.00107648665739529	0.0332566545406601
ATP-grasp_2	3	4	1098	14971	0.00148767141523876	0.0332566545406601
ATP-synt_ab	3	4	1098	14971	0.00148767141523876	0.0332566545406601
ATP-synt_ab_N	3	4	1098	14971	0.00148767141523876	0.0332566545406601
DUF5600	3	4	1098	14971	0.00148767141523876	0.0332566545406601
EHD_N	3	4	1098	14971	0.00148767141523876	0.0332566545406601
Glyoxalase	3	4	1098	14971	0.00148767141523876	0.0332566545406601
WD40_2	3	4	1098	14971	0.00148767141523876	0.0332566545406601
Na_H_Exchanger	4	9	1098	14971	0.00268797931607719	0.0582115520637967
Aldedh	5	15	1098	14971	0.00339078570145452	0.0641188626740347
Complex1_LYR	3	5	1098	14971	0.00351589723176525	0.0641188626740347
DPPIV_N	3	5	1098	14971	0.00351589723176525	0.0641188626740347
His_Phos_1	3	5	1098	14971	0.00351589723176525	0.0641188626740347
mTERF	3	5	1098	14971	0.00351589723176525	0.0641188626740347
zf-Tim10_DDP	3	5	1098	14971	0.00351589723176525	0.0641188626740347
3HCDH	2	2	1098	14971	0.00537447883543455	0.0689724783880767
Aconitase	2	2	1098	14971	0.00537447883543455	0.0689724783880767
Aconitase_C	2	2	1098	14971	0.00537447883543455	0.0689724783880767
BLACT_WH	2	2	1098	14971	0.00537447883543455	0.0689724783880767
COX6B	2	2	1098	14971	0.00537447883543455	0.0689724783880767
ETF	2	2	1098	14971	0.00537447883543455	0.0689724783880767
Fe-S_biosyn	2	2	1098	14971	0.00537447883543455	0.0689724783880767
Ferlin_C	2	2	1098	14971	0.00537447883543455	0.0689724783880767
Isochorismatase	2	2	1098	14971	0.00537447883543455	0.0689724783880767
MPC	2	2	1098	14971	0.00537447883543455	0.0689724783880767
NAD_binding_10	2	2	1098	14971	0.00537447883543455	0.0689724783880767
Oxidored-like	2	2	1098	14971	0.00537447883543455	0.0689724783880767
PDCD9	2	2	1098	14971	0.00537447883543455	0.0689724783880767
PRELI	2	2	1098	14971	0.00537447883543455	0.0689724783880767
Redoxin	2	2	1098	14971	0.00537447883543455	0.0689724783880767
Sulfate_transp	2	2	1098	14971	0.00537447883543455	0.0689724783880767
BAR	3	6	1098	14971	0.00664894550797341	0.0822807006611709
COesterase	6	24	1098	14971	0.00656242394086194	0.0822807006611709
adh_short_C2	4	12	1098	14971	0.00883950469168724	0.105616840540332
Tubulin_C	4	12	1098	14971	0.00883950469168724	0.105616840540332
3HCDH_N	2	3	1098	14971	0.0153364194973336	0.148813584348445
Arfaptin	2	3	1098	14971	0.0153364194973336	0.148813584348445
Chorein_N	2	3	1098	14971	0.0153364194973336	0.148813584348445
Citrate_synt	2	3	1098	14971	0.0153364194973336	0.148813584348445
CoA_binding	2	3	1098	14971	0.0153364194973336	0.148813584348445
DUF4440	2	3	1098	14971	0.0153364194973336	0.148813584348445
FerB	2	3	1098	14971	0.0153364194973336	0.148813584348445
FerI	2	3	1098	14971	0.0153364194973336	0.148813584348445
Formyl_trans_C	2	3	1098	14971	0.0153364194973336	0.148813584348445
GLTP	2	3	1098	14971	0.0153364194973336	0.148813584348445
Lig_chan	4	14	1098	14971	0.0158906280545237	0.148813584348445
Lig_chan-Glu_bd	4	14	1098	14971	0.0158906280545237	0.148813584348445
Ribosomal_S18	2	3	1098	14971	0.0153364194973336	0.148813584348445
S-methyl_trans	2	3	1098	14971	0.0153364194973336	0.148813584348445
SDF	2	3	1098	14971	0.0153364194973336	0.148813584348445
Tubulin	4	14	1098	14971	0.0158906280545237	0.148813584348445
EF-hand_4	3	8	1098	14971	0.016656404931248	0.151880113386249
HlyIII	3	8	1098	14971	0.016656404931248	0.151880113386249
2-Hacid_dh	2	5	1098	14971	0.0462980144778705	0.160841339670198
2-Hacid_dh_C	2	6	1098	14971	0.0661225489628192	0.160841339670198
2Fe-2S_thioredx	1	1	1098	14971	0.0733417941353283	0.160841339670198
4HBT	2	6	1098	14971	0.0661225489628192	0.160841339670198
ACC_central	1	1	1098	14971	0.0733417941353283	0.160841339670198
Acetyltransf_CG	1	1	1098	14971	0.0733417941353283	0.160841339670198
ACT	1	1	1098	14971	0.0733417941353283	0.160841339670198
ACT_7	1	1	1098	14971	0.0733417941353283	0.160841339670198
Acyl-CoA_ox_N	2	6	1098	14971	0.0661225489628192	0.160841339670198
ADH_N	4	21	1098	14971	0.0632899662624316	0.160841339670198
ADH_N_2	1	1	1098	14971	0.0733417941353283	0.160841339670198
ADH_zinc_N	4	19	1098	14971	0.0459898158709769	0.160841339670198
ADK_lid	1	1	1098	14971	0.0733417941353283	0.160841339670198
AIF_C	1	1	1098	14971	0.0733417941353283	0.160841339670198
Alpha-amylase	2	6	1098	14971	0.0661225489628192	0.160841339670198
Alpha-amylase_C	1	1	1098	14971	0.0733417941353283	0.160841339670198
Ammonium_transp	2	5	1098	14971	0.0462980144778705	0.160841339670198
AMP-binding_C	4	19	1098	14971	0.0459898158709769	0.160841339670198
Anoctamin	2	5	1098	14971	0.0462980144778705	0.160841339670198
APG6	1	1	1098	14971	0.0733417941353283	0.160841339670198
APG6_N	1	1	1098	14971	0.0733417941353283	0.160841339670198
ApoO	1	1	1098	14971	0.0733417941353283	0.160841339670198
Arginase	1	1	1098	14971	0.0733417941353283	0.160841339670198
ATG7_N	1	1	1098	14971	0.0733417941353283	0.160841339670198
ATP_synt_H	1	1	1098	14971	0.0733417941353283	0.160841339670198
ATP-synt	1	1	1098	14971	0.0733417941353283	0.160841339670198
ATP-synt_ab_Xtn	1	1	1098	14971	0.0733417941353283	0.160841339670198
ATP-synt_D	1	1	1098	14971	0.0733417941353283	0.160841339670198
ATP-synt_DE_N	1	1	1098	14971	0.0733417941353283	0.160841339670198
ATP-synt_F6	1	1	1098	14971	0.0733417941353283	0.160841339670198
Bap31	1	1	1098	14971	0.0733417941353283	0.160841339670198
Biopterin_H	1	1	1098	14971	0.0733417941353283	0.160841339670198
Biotin_carb_C	2	5	1098	14971	0.0462980144778705	0.160841339670198
Biotin_carb_N	2	4	1098	14971	0.0291851675794285	0.160841339670198
BORCS6	1	1	1098	14971	0.0733417941353283	0.160841339670198
Calsequestrin	1	1	1098	14971	0.0733417941353283	0.160841339670198
Carboxyl_trans	2	5	1098	14971	0.0462980144778705	0.160841339670198
CI-B14_5a	1	1	1098	14971	0.0733417941353283	0.160841339670198
Cid2	1	1	1098	14971	0.0733417941353283	0.160841339670198
Citrate_bind	1	1	1098	14971	0.0733417941353283	0.160841339670198
CLU	1	1	1098	14971	0.0733417941353283	0.160841339670198
CLU_N	1	1	1098	14971	0.0733417941353283	0.160841339670198
Cob_adeno_trans	1	1	1098	14971	0.0733417941353283	0.160841339670198
Complex1_30kDa	1	1	1098	14971	0.0733417941353283	0.160841339670198
Complex1_51K	1	1	1098	14971	0.0733417941353283	0.160841339670198
CortBP2	1	1	1098	14971	0.0733417941353283	0.160841339670198
COX16	1	1	1098	14971	0.0733417941353283	0.160841339670198
COX17	1	1	1098	14971	0.0733417941353283	0.160841339670198
