annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
7tm_1	8	708	27	14971	2.39528769396163e-05	0.000407198907973478
Asp	2	12	27	14971	0.000204442980217973	0.00173776533185277
Exo_endo_phos	2	19	27	14971	0.000525583350024775	0.00297830565014039
CHD5	1	1	27	14971	0.00180348674103314	0.00613185491951269
NOC3p	1	1	27	14971	0.00180348674103314	0.00613185491951269
PAX	1	2	27	14971	0.00360384117376433	0.0102108833256656
CBF	1	3	27	14971	0.00540106852952005	0.0114772706252301
Ephrin_rec_like	1	3	27	14971	0.00540106852952005	0.0114772706252301
Reprolysin_2	1	4	27	14971	0.00719517403123759	0.0135908842812266
ADP_ribosyl_GH	1	6	27	14971	0.0107740403224422	0.0183158685481518
ANF_receptor	2	98	27	14971	0.0133840297208135	0.0189607087711525
CarboxypepD_reg	1	7	27	14971	0.0125588115159802	0.0189607087711525
Peptidase_M14	1	12	27	14971	0.0214362552941993	0.028032026153953
Abhydrolase_1	1	31	27	14971	0.0544748186663583	0.0636747456631589
Homeodomain	1	32	27	14971	0.056183599114552	0.0636747456631589
fn3	1	51	27	14971	0.0880910068331952	0.0935966947602699
7tm_3	1	85	27	14971	0.142614161073815	0.142614161073815
