term	pval	ontology	fg	oe	symbol	size
GO:0007200 | phospholipase C-activating G protein-cou...	1e-30	BP	40	15.0943396226415	17	1.08573206519433
GO:0007189 | adenylate cyclase-activating G protein-c...	1e-30	BP	49	10.2083333333333	17	1.00446744230608
GO:0004930 | G protein-coupled receptor activity	1e-30	MF	134	8.33851897946484	17	0.959733776420036
7tm_1	1e-30	Pfam	221	4618.65336489686	17	1.91429239385805
Astacin	1e-30	Pfam	20	42619.3103448276	17	2.15165202060854
Lectin_C	4.92557196167713e-30	Pfam	35	11091.9487179487	20	2.01122048841283
GO:0005886 | plasma membrane	5.4e-30	CC	179	2.79338327091136	20	0.66793003219178
GO:0007187 | G protein-coupled receptor signaling pat...	6.2e-30	BP	25	29.7619047619048	20	1.21394428315724
GO:0017046 | peptide hormone binding	4.9e-29	MF	33	15.1376146788991	20	1.08630449058875
GO:0004991 | parathyroid hormone receptor activity	1.3e-25	MF	20	34.4827586206897	20	1.24000080729855
GO:0002076 | osteoblast development	6e-25	BP	20	32.258064516129	20	1.22826638241292
GO:0007186 | G protein-coupled receptor signaling pat...	1.1e-24	BP	132	7.07016604177825	20	0.921645058174117
7tm_3	3.57063405673548e-24	Pfam	39	6426.992	20	1.95141173495564
ANF_receptor	3.96975761712648e-24	Pfam	42	5780.65924276169	20	1.93958175115625
GO:0060732 | positive regulation of inositol phosphat...	4.1e-23	BP	20	26.6666666666667	20	1.19413932699341
GO:0008285 | negative regulation of cell population p...	1e-21	BP	51	5.0098231827112	20	0.836553882363352
GPS	5.01266961298911e-21	Pfam	29	8036.51121076233	20	1.97612437737977
7tm_2	2.2385291116979e-20	Pfam	34	6037.73563218391	20	1.9444469890227
GO:0002062 | chondrocyte differentiation	2.3e-20	BP	23	14.8387096774194	20	1.08231055517689
GO:0098685 | Schaffer collateral - CA1 synapse	4.8e-20	CC	31	8.68347338935574	20	0.968861949775137
GO:0045453 | bone resorption	1.8e-18	BP	20	16	20	1.09732400987854
Laminin_G_3	3.08626008166336e-18	Pfam	15	21067.5	20	2.07932994077257
GO:0031526 | brush border membrane	3.6e-18	CC	20	15.3846153846154	20	1.08953505834239
GO:0030282 | bone mineralization	2.1e-17	BP	20	14.1843971631206	20	1.07322452590714
GO:0032811 | negative regulation of epinephrine secre...	1.1e-16	BP	15	23.0769230769231	20	1.16755209837199
GO:0150099 | neuron-glial cell signaling	1.3e-16	BP	15	23.0769230769231	20	1.16755209837199
GO:1902712 | G protein-coupled GABA receptor complex	1.5e-16	CC	15	22.7272727272727	20	1.16470911540771
GO:0007193 | adenylate cyclase-inhibiting G protein-c...	4.1e-16	BP	22	10.3286384976526	20	1.0069970592725
GO:0038039 | G protein-coupled receptor heterodimeric...	5.8e-16	CC	15	20.8333333333333	20	1.14837222302893
GO:0004965 | G protein-coupled GABA receptor activity	8.2e-16	MF	15	20.2702702702703	20	1.14317957439971
GO:0048469 | cell maturation	1.1e-15	BP	25	8.11688311688312	20	0.953619049815802
GO:0150047 | G protein-coupled neurotransmitter recep...	3.5e-15	MF	14	21.5384615384615	20	1.15464915841799
GO:1990430 | extracellular matrix protein binding	3.5e-15	MF	14	21.5384615384615	20	1.15464915841799
GO:0099579 | G protein-coupled neurotransmitter recep...	3.5e-15	MF	14	21.5384615384615	20	1.15464915841799
GO:0007194 | negative regulation of adenylate cyclase...	3.9e-15	BP	14	21.5384615384615	20	1.15464915841799
GO:0014053 | negative regulation of gamma-aminobutyri...	4.6e-15	BP	14	21.2121212121212	20	1.15177432691321
GO:0033602 | negative regulation of dopamine secretio...	5.6e-15	BP	14	20.8955223880597	20	1.14893569575386
GO:0007214 | gamma-aminobutyric acid signaling pathwa...	5.9e-15	BP	15	18.0722891566265	20	1.1211659853383
GO:0008528 | G protein-coupled peptide receptor activ...	1e-14	MF	44	8.22429906542056	20	0.956608015053689
GO:0007204 | positive regulation of cytosolic calcium...	1.4e-14	BP	35	6.91699604743083	20	0.916470145455092
GO:0098982 | GABA-ergic synapse	2.4e-14	CC	22	8.49420849420849	20	0.963910222344879
GO:0016323 | basolateral plasma membrane	3e-14	CC	29	5.82329317269076	20	0.874739192639291
GO:0060124 | positive regulation of growth hormone se...	6.4e-14	BP	14	17.7215189873418	20	1.1173633895863
GO:0014049 | positive regulation of glutamate secreti...	1.5e-13	BP	14	16.6666666666667	20	1.10537267453848
GO:0043198 | dendritic shaft	1.7e-13	CC	18	10.4651162790698	20	1.00982377581227
GO:0016324 | apical plasma membrane	1.9e-13	CC	30	5.97609561752988	20	0.881145582508727
GO:0043621 | protein self-association	4.9e-13	MF	20	8.40336134453782	20	0.961484809348265
GO:0042734 | presynaptic membrane	7.1e-13	CC	29	5.13274336283186	20	0.842822371605974
GO:0043235 | receptor complex	1.7e-12	CC	40	8.2135523613963	20	0.956311157580695
GO:0030673 | axolemma	2.1e-12	CC	14	13.7254901960784	20	1.06654951311054
GO:0051932 | synaptic transmission, GABAergic	6.6e-12	BP	15	11.2781954887218	20	1.02578731620575
GO:0042924 | neuromedin U binding	1.1e-11	MF	9	30	20	1.21536877313829
GO:0001607 | neuromedin U receptor activity	1.1e-11	MF	9	30	20	1.21536877313829
PKD_channel	6.54053240111144e-11	Pfam	7	33275.8461538462	20	2.12652982761381
GO:0098978 | glutamatergic synapse	8.5e-11	CC	36	3.47155255544841	20	0.735203199379768
GO:0007218 | neuropeptide signaling pathway	1.8e-10	BP	11	15.0684931506849	20	1.08538925047089
GO:0050805 | negative regulation of synaptic transmis...	2.5e-10	BP	21	9.05172413793104	20	0.978126428353216
GO:0099170 | postsynaptic modulation of chemical syna...	3.7e-10	BP	14	9.39597315436242	20	0.986378105629866
GO:0009954 | proximal/distal pattern formation	4.6e-10	BP	6	54.5454545454545	20	1.31786136039624
GO:0045121 | membrane raft	6.9e-10	CC	33	4.25257731958763	20	0.792875916281797
GO:0004984 | olfactory receptor activity	7.6e-10	MF	17	9.09090909090909	20	0.979084937501224
GO:0043197 | dendritic spine	9.5e-10	CC	22	6.76923076923077	20	0.911339300065202
zf-TRAF	2.89748270022794e-09	Pfam	6	30899	20	2.11894889611803
GO:0048016 | inositol phosphate-mediated signaling	3.2e-09	BP	10	13.6986301369863	20	1.06615061782074
GO:0001649 | osteoblast differentiation	8.2e-09	BP	35	11.5511551155116	20	1.03083724023144
GO:0045211 | postsynaptic membrane	9.6e-09	CC	23	4.18181818181818	20	0.788267179656333
GO:0019722 | calcium-mediated signaling	2.6e-08	BP	22	6.17977528089888	20	0.889366450260707
GO:0007202 | activation of phospholipase C activity	2.7e-08	BP	9	13.2352941176471	20	1.05911925519891
GO:1903672 | positive regulation of sprouting angioge...	3.4e-08	BP	9	13.0434782608696	20	1.05612187682202
GO:0006821 | chloride transport	7.5e-08	BP	10	9.9009900990099	20	0.997836973767437
GO:0099171 | presynaptic modulation of chemical synap...	9.2e-08	BP	12	7.45341614906832	20	0.933999662749283
Guanylate_cyc	2.15495463097272e-07	Pfam	11	5860.15517241379	20	1.94111027918434
GO:0021562 | vestibulocochlear nerve development	3e-07	BP	4	57.1428571428571	20	1.3255044139171
